Commodity code,Commodity,Trading partner code,Trading partner,US dollar
1,Live animals,110,"Hong Kong,China",38039791.0
1,Live animals,112,Indonesia,11180.0
1,Live animals,116,Japan,486791.0
1,Live animals,122,Malaysia,15164.0
1,Live animals,132,Singapore,1760.0
1,Live animals,133,Republic of Korea,371951.0
1,Live animals,136,Thailand,2730.0
1,Live animals,141,Viet Nam,481156.0
1,Live animals,143,"Taiwan,China",3618.0
1,Live animals,303,United Kingdom,191.0
1,Live animals,304,Germany,40.0
1,Live animals,344,Russia,3225.0
1,Live animals,502,United States,1632435.0
2,Meat and edible meat offal,102,Bahrain,1822957.0
2,Meat and edible meat offal,110,"Hong Kong,China",51758880.0
2,Meat and edible meat offal,116,Japan,163659.0
2,Meat and edible meat offal,122,Malaysia,2587344.0
2,Meat and edible meat offal,136,Thailand,14850.0
2,Meat and edible meat offal,304,Germany,299272.0
2,Meat and edible meat offal,337,Georgia,841614.0
2,Meat and edible meat offal,344,Russia,61650.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",102,Bahrain,22298.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",110,"Hong Kong,China",60720651.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",111,India,162810.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",112,Indonesia,5413841.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",113,Iran,84932.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",116,Japan,145394412.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",119,Lao,5347.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",120,Lebanon,6238.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",122,Malaysia,15541469.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",126,Oman,4500.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",132,Singapore,6018762.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",133,Republic of Korea,127099852.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",136,Thailand,53729849.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",141,Viet Nam,27102024.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",143,"Taiwan,China",55750059.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",202,Angola,359579.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",205,Burundi,23760.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",206,Cameroon,784663.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",218,Gabon,855469.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",221,Guinea,404800.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",223,Cote d'lvoire,7243793.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",225,Liberia,459200.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",231,Mauritius,790556.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",234,Namibia,160520.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",237,Réunion,291377.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",240,Senegal,1106887.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",243,Somalia,186390.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",249,Tunisia,237139.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",259,Mayotte,68580.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",260,South Sudan,35927.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",303,United Kingdom,31577803.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",304,Germany,58703434.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",337,Georgia,118388.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",344,Russia,20649725.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",351,Croatia,847699.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",358,Serbia,97800.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",403,Aruba,35355.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",417,Curacao,98922.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",428,Martinique,53200.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",441,Suriname,522074.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",502,United States,120051986.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",601,Australia,13350440.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",607,New Caledonia,84270.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",102,Bahrain,9018.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",110,"Hong Kong,China",13705870.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",112,Indonesia,32465.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",116,Japan,3872826.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",119,Lao,1188.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",120,Lebanon,11781.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",122,Malaysia,363306.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",126,Oman,212593.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",132,Singapore,1025057.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",133,Republic of Korea,1172710.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",136,Thailand,508210.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",143,"Taiwan,China",3861.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",231,Mauritius,34800.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",303,United Kingdom,2422989.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",304,Germany,665764.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",351,Croatia,35508.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",502,United States,1363594.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",601,Australia,838232.0
5,"roducts of animal origin,not elsewhere specified or included",110,"Hong Kong,China",17237792.0
5,"roducts of animal origin,not elsewhere specified or included",111,India,143718.0
5,"roducts of animal origin,not elsewhere specified or included",112,Indonesia,4310455.0
5,"roducts of animal origin,not elsewhere specified or included",113,Iran,40212.0
5,"roducts of animal origin,not elsewhere specified or included",116,Japan,15516607.0
5,"roducts of animal origin,not elsewhere specified or included",119,Lao,443315.0
5,"roducts of animal origin,not elsewhere specified or included",122,Malaysia,416459.0
5,"roducts of animal origin,not elsewhere specified or included",125,Nepal,49819.0
5,"roducts of animal origin,not elsewhere specified or included",132,Singapore,45196.0
5,"roducts of animal origin,not elsewhere specified or included",133,Republic of Korea,1732261.0
5,"roducts of animal origin,not elsewhere specified or included",136,Thailand,3617766.0
5,"roducts of animal origin,not elsewhere specified or included",141,Viet Nam,30232715.0
5,"roducts of animal origin,not elsewhere specified or included",143,"Taiwan,China",8041795.0
5,"roducts of animal origin,not elsewhere specified or included",149,Uzbekistan,515964.0
5,"roducts of animal origin,not elsewhere specified or included",231,Mauritius,4191.0
5,"roducts of animal origin,not elsewhere specified or included",249,Tunisia,98755.0
5,"roducts of animal origin,not elsewhere specified or included",303,United Kingdom,2997083.0
5,"roducts of animal origin,not elsewhere specified or included",304,Germany,26322153.0
5,"roducts of animal origin,not elsewhere specified or included",344,Russia,132742.0
5,"roducts of animal origin,not elsewhere specified or included",351,Croatia,6135.0
5,"roducts of animal origin,not elsewhere specified or included",358,Serbia,126742.0
5,"roducts of animal origin,not elsewhere specified or included",502,United States,16658697.0
5,"roducts of animal origin,not elsewhere specified or included",601,Australia,97012.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",102,Bahrain,10262.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",104,Bhutan,2280.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",110,"Hong Kong,China",717632.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",111,India,329997.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",112,Indonesia,44185.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",116,Japan,5402914.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",120,Lebanon,94863.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",122,Malaysia,361148.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",126,Oman,3241.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",132,Singapore,586322.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",133,Republic of Korea,10123715.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",136,Thailand,1107153.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",141,Viet Nam,1902718.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",143,"Taiwan,China",161072.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",145,Kazakhstan,22868.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",149,Uzbekistan,3533.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",231,Mauritius,12137.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",249,Tunisia,10127.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",303,United Kingdom,166942.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",304,Germany,865939.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",344,Russia,53556.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",502,United States,4346743.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",601,Australia,788473.0
7,Edible vegetables and certain roots and tubers,102,Bahrain,224111.0
7,Edible vegetables and certain roots and tubers,110,"Hong Kong,China",109653188.0
7,Edible vegetables and certain roots and tubers,111,India,5140674.0
7,Edible vegetables and certain roots and tubers,112,Indonesia,35845753.0
7,Edible vegetables and certain roots and tubers,116,Japan,97935942.0
7,Edible vegetables and certain roots and tubers,119,Lao,284617.0
7,Edible vegetables and certain roots and tubers,120,Lebanon,485320.0
7,Edible vegetables and certain roots and tubers,122,Malaysia,58384208.0
7,Edible vegetables and certain roots and tubers,125,Nepal,265715.0
7,Edible vegetables and certain roots and tubers,126,Oman,1071810.0
7,Edible vegetables and certain roots and tubers,132,Singapore,7027284.0
7,Edible vegetables and certain roots and tubers,133,Republic of Korea,41393627.0
7,Edible vegetables and certain roots and tubers,135,Syria,440360.0
7,Edible vegetables and certain roots and tubers,136,Thailand,56249377.0
7,Edible vegetables and certain roots and tubers,139,Yemen,461364.0
7,Edible vegetables and certain roots and tubers,141,Viet Nam,126242067.0
7,Edible vegetables and certain roots and tubers,143,"Taiwan,China",3674334.0
7,Edible vegetables and certain roots and tubers,145,Kazakhstan,3469334.0
7,Edible vegetables and certain roots and tubers,149,Uzbekistan,202325.0
7,Edible vegetables and certain roots and tubers,202,Angola,258114.0
7,Edible vegetables and certain roots and tubers,206,Cameroon,56716.0
7,Edible vegetables and certain roots and tubers,221,Guinea,117440.0
7,Edible vegetables and certain roots and tubers,223,Cote d'lvoire,269676.0
7,Edible vegetables and certain roots and tubers,230,Mauritania,99112.0
7,Edible vegetables and certain roots and tubers,231,Mauritius,253636.0
7,Edible vegetables and certain roots and tubers,237,Réunion,172748.0
7,Edible vegetables and certain roots and tubers,240,Senegal,1030896.0
7,Edible vegetables and certain roots and tubers,243,Somalia,164718.0
7,Edible vegetables and certain roots and tubers,260,South Sudan,65586.0
7,Edible vegetables and certain roots and tubers,303,United Kingdom,6758320.0
7,Edible vegetables and certain roots and tubers,304,Germany,7131948.0
7,Edible vegetables and certain roots and tubers,337,Georgia,1540.0
7,Edible vegetables and certain roots and tubers,344,Russia,43870254.0
7,Edible vegetables and certain roots and tubers,351,Croatia,112416.0
7,Edible vegetables and certain roots and tubers,358,Serbia,7750.0
7,Edible vegetables and certain roots and tubers,424,Guyana,29837.0
7,Edible vegetables and certain roots and tubers,425,Haiti,918482.0
7,Edible vegetables and certain roots and tubers,440,El Salvador,65939.0
7,Edible vegetables and certain roots and tubers,441,Suriname,57409.0
7,Edible vegetables and certain roots and tubers,502,United States,37827455.0
7,Edible vegetables and certain roots and tubers,601,Australia,4602546.0
8,Edible fruit and nuts; peel of citrus fruit or melons,102,Bahrain,2769.0
8,Edible fruit and nuts; peel of citrus fruit or melons,110,"Hong Kong,China",23920459.0
8,Edible fruit and nuts; peel of citrus fruit or melons,112,Indonesia,38350192.0
8,Edible fruit and nuts; peel of citrus fruit or melons,113,Iran,50000.0
8,Edible fruit and nuts; peel of citrus fruit or melons,116,Japan,8966440.0
8,Edible fruit and nuts; peel of citrus fruit or melons,119,Lao,30550.0
8,Edible fruit and nuts; peel of citrus fruit or melons,122,Malaysia,7279143.0
8,Edible fruit and nuts; peel of citrus fruit or melons,125,Nepal,7875487.0
8,Edible fruit and nuts; peel of citrus fruit or melons,126,Oman,259364.0
8,Edible fruit and nuts; peel of citrus fruit or melons,132,Singapore,2780567.0
8,Edible fruit and nuts; peel of citrus fruit or melons,133,Republic of Korea,1780295.0
8,Edible fruit and nuts; peel of citrus fruit or melons,135,Syria,51000.0
8,Edible fruit and nuts; peel of citrus fruit or melons,136,Thailand,11734747.0
8,Edible fruit and nuts; peel of citrus fruit or melons,139,Yemen,19205.0
8,Edible fruit and nuts; peel of citrus fruit or melons,141,Viet Nam,36332064.0
8,Edible fruit and nuts; peel of citrus fruit or melons,143,"Taiwan,China",1348514.0
8,Edible fruit and nuts; peel of citrus fruit or melons,145,Kazakhstan,11775116.0
8,Edible fruit and nuts; peel of citrus fruit or melons,303,United Kingdom,3446883.0
8,Edible fruit and nuts; peel of citrus fruit or melons,304,Germany,6565212.0
8,Edible fruit and nuts; peel of citrus fruit or melons,344,Russia,16908144.0
8,Edible fruit and nuts; peel of citrus fruit or melons,502,United States,12871771.0
8,Edible fruit and nuts; peel of citrus fruit or melons,601,Australia,2857713.0
9,"Coffee, tea, maté and spices",102,Bahrain,99028.0
9,"Coffee, tea, maté and spices",110,"Hong Kong,China",35429921.0
9,"Coffee, tea, maté and spices",111,India,564751.0
9,"Coffee, tea, maté and spices",112,Indonesia,876348.0
9,"Coffee, tea, maté and spices",113,Iran,700587.0
9,"Coffee, tea, maté and spices",116,Japan,14611796.0
9,"Coffee, tea, maté and spices",120,Lebanon,68592.0
9,"Coffee, tea, maté and spices",122,Malaysia,16522616.0
9,"Coffee, tea, maté and spices",126,Oman,596645.0
9,"Coffee, tea, maté and spices",132,Singapore,1311827.0
9,"Coffee, tea, maté and spices",133,Republic of Korea,6046462.0
9,"Coffee, tea, maté and spices",135,Syria,115274.0
9,"Coffee, tea, maté and spices",136,Thailand,11059926.0
9,"Coffee, tea, maté and spices",141,Viet Nam,21589542.0
9,"Coffee, tea, maté and spices",143,"Taiwan,China",2258033.0
9,"Coffee, tea, maté and spices",145,Kazakhstan,310954.0
9,"Coffee, tea, maté and spices",148,Turkmenistan,312666.0
9,"Coffee, tea, maté and spices",149,Uzbekistan,2607139.0
9,"Coffee, tea, maté and spices",202,Angola,65240.0
9,"Coffee, tea, maté and spices",206,Cameroon,1120948.0
9,"Coffee, tea, maté and spices",217,Ethiopia,168001.0
9,"Coffee, tea, maté and spices",218,Gabon,45940.0
9,"Coffee, tea, maté and spices",221,Guinea,147770.0
9,"Coffee, tea, maté and spices",223,Cote d'lvoire,425980.0
9,"Coffee, tea, maté and spices",225,Liberia,17330.0
9,"Coffee, tea, maté and spices",230,Mauritania,6786454.0
9,"Coffee, tea, maté and spices",231,Mauritius,12.0
9,"Coffee, tea, maté and spices",240,Senegal,6913943.0
9,"Coffee, tea, maté and spices",249,Tunisia,803253.0
9,"Coffee, tea, maté and spices",303,United Kingdom,2810035.0
9,"Coffee, tea, maté and spices",304,Germany,10535963.0
9,"Coffee, tea, maté and spices",337,Georgia,77279.0
9,"Coffee, tea, maté and spices",344,Russia,4607238.0
9,"Coffee, tea, maté and spices",351,Croatia,30623.0
9,"Coffee, tea, maté and spices",502,United States,19252073.0
9,"Coffee, tea, maté and spices",601,Australia,864184.0
10,Cereals,110,"Hong Kong,China",1302786.0
10,Cereals,112,Indonesia,103222.0
10,Cereals,116,Japan,1232199.0
10,Cereals,120,Lebanon,462520.0
10,Cereals,122,Malaysia,10809.0
10,Cereals,132,Singapore,50740.0
10,Cereals,133,Republic of Korea,3021598.0
10,Cereals,135,Syria,2464805.0
10,Cereals,136,Thailand,379928.0
10,Cereals,139,Yemen,1042547.0
10,Cereals,141,Viet Nam,340257.0
10,Cereals,143,"Taiwan,China",152666.0
10,Cereals,202,Angola,565698.0
10,Cereals,206,Cameroon,4027501.0
10,Cereals,217,Ethiopia,1516194.0
10,Cereals,223,Cote d'lvoire,21489001.0
10,Cereals,225,Liberia,896850.0
10,Cereals,240,Senegal,3120000.0
10,Cereals,242,Sierra Leone,4560000.0
10,Cereals,243,Somalia,2261000.0
10,Cereals,260,South Sudan,2234896.0
10,Cereals,303,United Kingdom,103322.0
10,Cereals,304,Germany,150967.0
10,Cereals,344,Russia,343177.0
10,Cereals,351,Croatia,181500.0
10,Cereals,502,United States,163500.0
10,Cereals,601,Australia,171448.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,110,"Hong Kong,China",4240233.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,111,India,572263.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,112,Indonesia,10223448.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,116,Japan,1852895.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,119,Lao,943527.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,122,Malaysia,4586129.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,132,Singapore,1043528.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,133,Republic of Korea,4763599.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,136,Thailand,5796041.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,141,Viet Nam,4067447.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,143,"Taiwan,China",4550345.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,206,Cameroon,1010864.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,221,Guinea,48356.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,240,Senegal,15300.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,303,United Kingdom,98001.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,304,Germany,362374.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,344,Russia,45258.0
