Commodity code,Commodity,Trading partner code,Trading partner,US dollar
1,Live animals,138,United Arab Emirates,200.0
1,Live animals,305,France,64003.0
1,Live animals,307,Italy,133031.0
1,Live animals,309,Netherlands,1080.0
1,Live animals,501,Canada,403500.0
2,Meat and edible meat offal,109,Democratic People's Republic of Korea,677245.0
2,Meat and edible meat offal,124,Mongolia,1339868.0
2,Meat and edible meat offal,147,Tajikistan,655200.0
2,Meat and edible meat offal,301,Belgium,1268162.0
2,Meat and edible meat offal,305,France,87543.0
2,Meat and edible meat offal,339,Azerbai jan,29920.0
2,Meat and edible meat offal,404,Bahamas,89964.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",108,Cyprus,202077.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",109,Democratic People's Republic of Korea,5124196.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",118,Kuwait,143594.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",124,Mongolia,49800.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",129,Philippines,31635917.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",137,Türkiye,1128942.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",138,United Arab Emirates,2246141.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",147,Tajikistan,1389.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",203,Benin,2632678.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",208,Cabo Verde,393441.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",213,Congo,1727391.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",220,Ghana,1966780.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",224,Kenya,1356682.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",233,Mozambique,218100.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",235,Niger,200100.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",244,South Africa,768938.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",252,Democratic Republic of Congo,1279515.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",301,Belgium,3858989.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",305,France,17758440.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",307,Italy,10938151.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",309,Netherlands,5367897.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",310,Greece,951432.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",312,Spain,18386955.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",313,Albania,194400.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",316,Bulgaria,2480.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",318,Finland,210740.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",326,Norway,1307260.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",327,Poland,9494340.0
