商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,美元
1,第1章   活动物,102,巴林,6034.0
1,第1章   活动物,110,中国香港,31968053.0
1,第1章   活动物,111,印度,8793.0
1,第1章   活动物,116,日本,369788.0
1,第1章   活动物,119,老挝,2821.0
1,第1章   活动物,122,马来西亚,17684.0
1,第1章   活动物,125,尼泊尔,164592.0
1,第1章   活动物,132,新加坡,49601.0
1,第1章   活动物,133,韩国,681367.0
1,第1章   活动物,136,泰国,10488.0
1,第1章   活动物,141,越南,712523.0
1,第1章   活动物,143,中国台湾,28689.0
1,第1章   活动物,149,乌兹别克斯坦,260300.0
1,第1章   活动物,150,格鲁吉亚,4500.0
1,第1章   活动物,303,英国,51877.0
1,第1章   活动物,304,德国,137434.0
1,第1章   活动物,344,俄罗斯,30175.0
1,第1章   活动物,502,美国,896422.0
2,第2章   肉及食用杂碎,102,巴林,4770473.0
2,第2章   肉及食用杂碎,110,中国香港,57798139.0
2,第2章   肉及食用杂碎,112,印度尼西亚,108541.0
2,第2章   肉及食用杂碎,113,伊朗,203253.0
2,第2章   肉及食用杂碎,116,日本,840824.0
2,第2章   肉及食用杂碎,119,老挝,1325572.0
2,第2章   肉及食用杂碎,122,马来西亚,6045486.0
2,第2章   肉及食用杂碎,132,新加坡,229028.0
2,第2章   肉及食用杂碎,135,叙利亚,7225.0
2,第2章   肉及食用杂碎,136,泰国,379730.0
2,第2章   肉及食用杂碎,141,越南,159630.0
2,第2章   肉及食用杂碎,143,中国台湾,26241.0
2,第2章   肉及食用杂碎,145,哈萨克斯坦,2749244.0
2,第2章   肉及食用杂碎,148,土库曼斯坦,735076.0
2,第2章   肉及食用杂碎,149,乌兹别克斯坦,569062.0
2,第2章   肉及食用杂碎,150,格鲁吉亚,2581390.0
2,第2章   肉及食用杂碎,151,亚美尼亚,63716.0
2,第2章   肉及食用杂碎,202,安哥拉,1457514.0
2,第2章   肉及食用杂碎,218,加蓬,54060.0
2,第2章   肉及食用杂碎,221,几内亚,63464.0
2,第2章   肉及食用杂碎,223,科特迪瓦,18612.0
2,第2章   肉及食用杂碎,225,利比里亚,199395.0
2,第2章   肉及食用杂碎,230,毛里塔尼亚,34892.0
2,第2章   肉及食用杂碎,242,塞拉利昂,30572.0
2,第2章   肉及食用杂碎,243,索马里,215334.0
2,第2章   肉及食用杂碎,304,德国,532331.0
2,第2章   肉及食用杂碎,344,俄罗斯,22267573.0
2,第2章   肉及食用杂碎,502,美国,89138.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,102,巴林,127680.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,110,中国香港,82323657.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,111,印度,650196.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,112,印度尼西亚,3051107.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,116,日本,183211726.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,119,老挝,28423.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,120,黎巴嫩,93724.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,122,马来西亚,24829938.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,126,阿曼,109511.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,132,新加坡,6003813.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,133,韩国,113358501.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,136,泰国,25873860.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,141,越南,31156571.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,143,中国台湾,32561805.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,145,哈萨克斯坦,1735861.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,149,乌兹别克斯坦,47491.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,150,格鲁吉亚,237400.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,151,亚美尼亚,116960.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,152,阿塞拜疆,89941.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,202,安哥拉,148495.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,205,布隆迪,30614.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,206,喀麦隆,2961152.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,212,科摩罗,127980.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,218,加蓬,236010.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,221,几内亚,234000.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,223,科特迪瓦,17842522.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,231,毛里求斯,951339.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,237,留尼汪,116529.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,240,塞内加尔,4977107.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,242,塞拉利昂,100615.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,243,索马里,40608.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,249,突尼斯,404976.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,259,马约特,175038.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,303,英国,30591518.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,304,德国,27944992.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,324,马耳他,24702.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,344,俄罗斯,17182706.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,351,克罗地亚,56630.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,358,塞尔维亚,105007.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,401,安提瓜和巴布达,97440.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,417,库拉索,101418.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,425,海地,423598.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,440,萨尔瓦多,702885.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,441,苏里南,230567.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,502,美国,89390809.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,601,澳大利亚,11501657.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,607,新喀里多尼亚,38800.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,618,基里巴斯,30559.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,102,巴林,1434556.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,110,中国香港,20321022.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,111,印度,264778.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,112,印度尼西亚,61757.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,116,日本,10023185.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,119,老挝,97130.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,120,黎巴嫩,26459.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,122,马来西亚,467055.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,125,尼泊尔,90.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,126,阿曼,83545.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,132,新加坡,2902763.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,133,韩国,2124990.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,135,叙利亚,3800.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,136,泰国,1317895.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,139,也门,156000.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,141,越南,859010.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,143,中国台湾,13133.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,148,土库曼斯坦,36000.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,202,安哥拉,21734.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,217,埃塞俄比亚,40121.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,223,科特迪瓦,18200.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,230,毛里塔尼亚,74964.0
