商品编码,商品名称,人民币
1,第1章 活动物,547665752
2,第2章 肉及食用...,807242440
3,第3章 鱼、甲壳...,7054133546
4,第4章 乳品；蛋...,464012660
5,第5章 其他动物...,969086515
6,第6章 活树及其...,414279152
7,第7章 食用蔬菜...,7380441308
8,第8章 食用水果...,5810484418
9,第9章 咖啡、茶...,2222024693
10,第10章 谷物,952929899
11,第11章 制粉工业...,484598540
12,第12章 含油子仁...,2817471307
13,第13章 虫胶；树...,1239682273
14,第14章 编结用植...,211666683
15,动、植物或微生物油、...,2874134844
16,第16章 肉、鱼、...,6452271111
17,第17章 糖及糖食,1959067040
18,第18章 可可及可...,344455476
19,第19章 谷物、粮...,1808202379
20,第20章 蔬菜、水...,5836594859
21,第21章 杂项食品,3953071960
22,第22章 饮料、酒...,2203049963
23,第23章 食品工业...,2406246822
24,第24章 烟草、烟...,6840142622
25,第25章 盐；硫磺...,1981248385
26,第26章 矿砂、矿...,1868255269
27,第27章 矿物燃料...,33954974242
28,第28章 无机化学...,17579759844
29,第29章 有机化学...,47565913072
30,第30章 药品,7200497018
31,第31章 肥料,4954869875
32,第32章 鞣料浸膏...,5939744827
33,第33章 精油及香...,4475054533
34,第34章 肥皂、有...,4500633452
35,第35章 蛋白类物...,2755700811
36,第36章 炸药；烟...,565503342
37,第37章 照相及电...,829647310
38,第38章 杂项化学...,17418693798
39,第39章 塑料及其...,87698762873
40,第40章 橡胶及其...,20610003028
41,第41章 生皮（毛...,558489404
42,第42章 皮革制品...,26244234683
43,第43章 毛皮、人...,879869073
44,第44章 木及木制...,10189459747
45,第45章 软木及软...,34524109
46,第46章 稻草、秸...,1037495127
47,第47章 木浆及其...,182750264
48,第48章 纸及纸板...,18754143608
49,第49章 书籍、报...,2618210550
50,第50章 蚕丝,414905932
51,第51章 羊毛、动...,837710560
52,第52章 棉花,6343950875
53,第53章 其他植物...,1740783113
54,第54章 化学纤维...,16351254956
55,第55章 化学纤维...,7636723867
56,第56章 絮胎、毡...,4815749450
57,第57章 地毯及纺...,2663039749
58,第58章 特种机织...,3843879528
59,第59章 浸渍、涂...,5743969723
60,第60章 针织物及...,11813521418
61,第61章 针织或钩...,51288089775
62,第62章 非针织或...,45289965812
63,第63章 其他纺织...,20154339339
64,第64章 鞋靴、护...,36642453764
65,第65章 帽类及其...,3651061979
66,第66章 雨伞、阳...,2078495161
67,第67章 已加工羽...,7577019305
68,第68章 石料、石...,8245646322
69,第69章 陶瓷产品,19423999997
70,第70章 玻璃及其...,16494603750
71,第71章 天然或养...,22546910757
72,第72章 钢铁,36797918191
73,第73章 钢铁制品,61859950943
74,第74章 铜及其制...,5112680367
75,第75章 镍及其制...,1346613556
76,第76章 铝及其制...,21916021902
78,第78章 铅及其制...,293619312
79,第79章 锌及其制...,152222817
80,第80章 锡及其制...,185405022
81,第81章 其他贱金...,3064423218
82,第82章 贱金属工...,16261163157
83,第83章 贱金属杂...,18520621097
84,第84章 核反应堆...,323631060594
85,第85章 电机、电...,579342223318
86,第86章 铁道及电...,7817222225
87,第87章 车辆及其...,118340829571
88,第88章 航空器、...,4662605521
89,第89章 船舶及浮...,23448618489
90,第90章 光学、照...,46352089402
91,第91章 钟表及其...,3615977181
92,第92章 乐器及其...,1447300879
93,第93章 武器、弹...,116339743
94,第94章 家具；寝...,89306044691
95,第95章 玩具、游...,45594991561
96,第96章 杂项制品,18423610936
97,第97章 艺术品、...,730955491
98,第98章 特殊交易...,62063652890
99,跨境电商B2B简化申...,446331331
