Commodity code,Commodity,Renminbi Yuan
1,Live animals,301860340.0
2,Meat and edible meat offal,458872879.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",6974642821.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",259232154.0
5,"roducts of animal origin,not elsewhere specified or included",1313831285.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",247355128.0
7,Edible vegetables and certain roots and tubers,5232710714.0
8,Edible fruit and nuts; peel of citrus fruit or melons,1778436747.0
9,"Coffee, tea, maté and spices",1934694704.0
10,Cereals,898955765.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,463777898.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1789147705.0
13,"Lac; gums, resins and other vegetable saps and extracts",812637151.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,72512758.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,680282189.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",5255554678.0
17,Sugars and sugar confectionery,995312564.0
18,Cocoa and cocoa preparations,146842014.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1086175221.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",4245429134.0
21,Miscellaneous edible preparations,2011005368.0
22,"Beverages, spirits and vinegar",1054351166.0
23,Residues and waste from the food industries; prepared animal fodder,1707342825.0
24,Tobacco and manufactured tobacco substitutes,710732202.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2090398498.0
26,"Ores, slag and ash",1120836395.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",28980907895.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",8688592997.0
29,Organic chemicals,30576543404.0
30,Pharmaceutical products,4779676640.0
31,Fertilisers,4172952553.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,4088485527.0
33,Essential oils and resinoids; perfumery,2995883921.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2267938943.0
35,Albuminoidal substances; modified starches;,1644397049.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,497804499.0
37,Photographic or cinematographic goods,554916893.0
38,Miscellaneous chemical products,8939200191.0
39,Plastics and articles thereof,44646511015.0
40,Rubber and articles thereof,12534572208.0
41,Raw hides and skins (other than furskins) and leather,421665792.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",16141606837.0
43,Furskins and artificial fur; manufactures thereof,1808725693.0
44,Wood and articles of wood; wood charcoal,7428021130.0
45,Cork and articles of cork,13005259.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",951079029.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,86403282.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",11396480231.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1959928136.0
50,ilk,456068389.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1450254975.0
52,Cotton,8606847189.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,562706886.0
54,Man-made filaments; strip and the like of man-made textile materials,11729781174.0
55,Man-made staple fibres,6907278822.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",3209800726.0
57,Carpets and other textile floor coverings,1495985058.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,3827543446.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",4126074108.0
60,Knitted or crocheted fabrics,9858475138.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",30224565897.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",28795479731.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,14676074762.0
64,"Footwear, gaiters and the like; parts of such articles",23601102121.0
65,Headgear and parts thereof,2257122693.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",1831411196.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,4136939631.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",6845106654.0
69,Geramic products,12395896422.0
70,Glass and glassware,9660458318.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",12135225023.0
72,Iron and steel,25581661714.0
73,Articles of iron or steel,37899495759.0
74,Copper and articles thereof,4120008405.0
75,Nickel and articles thereof,197234488.0
76,Aluminium and articles thereof,14284905570.0
78,Lead and articles thereof,12902147.0
79,Zinc and articles thereof,109043084.0
80,Tin and articles thereof,98456077.0
81,Other base metals; cermets; articles thereof,2026729889.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9303688945.0
83,Miscellaneous articles of base metal,10548971440.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",223707659187.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",338503871776.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",4699881645.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",38222601482.0
88,"Aircraft, spacecraft, and parts thereof",1698054456.0
89,"Ships, boats and floating structures",11915675624.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",37530981253.0
91,Clocks and watches and parts thereof,2768626182.0
92,Musical instruments; parts and accessories of such articles,844060294.0
93,Arms and ammunition; parts and accessories thereof,65542619.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",53428024551.0
95,"Toys, games and sports requisites;parts and accessories thereof",27862679972.0
96,Miscellaneous manufactured articles,9812988621.0
97,"Works of art, collectors' pieces and antiques",192300740.0
98,Commodities not classified accroding to kind,8115805871.0
