商品编码,商品名称,人民币
1,第1章   活动物,"252,455,455"
2,第2章   肉及食用杂碎,"869,239,798"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,"6,758,387,601"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,"532,433,142"
5,第5章   其他动物产品,"1,419,730,109"
6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,"358,635,606"
7,第7章   食用蔬菜、根及块茎,"6,549,470,333"
8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,"3,465,286,142"
9,第9章   咖啡、茶、马黛茶及调味香料,"2,155,954,317"
10,第10章  谷物,"633,066,097"
11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,"793,297,637"
12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,"2,044,750,776"
13,第13章  虫胶；树胶、树脂及其他植物液、汁,"1,277,033,348"
14,第14章  编结用植物材料；其他植物产品,"201,409,232"
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,"2,301,414,812"
16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,"6,895,030,458"
17,第17章  糖及糖食,"2,013,952,876"
18,第18章  可可及可可制品,"293,770,429"
19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,"1,779,170,425"
20,第20章  蔬菜、水果、坚果或植物其他部分的制品,"5,003,992,421"
21,第21章  杂项食品,"4,445,680,924"
22,第22章  饮料、酒及醋,"2,090,829,505"
23,第23章  食品工业的残渣及废料；配制的动物饲料,"2,612,607,756"
24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,"4,411,300,882"
25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,"1,967,970,084"
26,第26章  矿砂、矿渣及矿灰,"2,651,048,198"
27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,"26,575,621,153"
28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,"15,665,002,794"
29,第29章  有机化学品,"50,933,885,228"
30,第30章  药品,"9,366,105,234"
31,第31章  肥料,"5,001,062,178"
32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,"5,915,288,029"
33,第33章  精油及香膏；芳香料制品及化妆盥洗品,"5,079,679,904"
34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,"5,553,167,209"
35,第35章  蛋白类物质；改性淀粉；胶；酶,"3,217,063,180"
36,第36章  炸药；烟火制品；引火合金；易燃材料制品,"751,111,860"
37,第37章  照相及电影用品,"840,358,115"
38,第38章  杂项化学产品,"19,374,125,800"
39,第39章  塑料及其制品,"89,934,145,736"
40,第40章  橡胶及其制品,"23,528,364,056"
41,第41章  生皮（毛皮除外）及皮革,"711,319,708"
42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,"22,899,840,130"
43,第43章  毛皮、人造毛皮及其制品,"477,787,433"
44,第44章  木及木制品；木炭,"10,593,891,391"
45,第45章  软木及软木制品,"32,579,578"
46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,"744,293,906"
47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,"216,881,858"
48,第48章  纸及纸板；纸浆、纸或纸板制品,"18,354,362,275"
49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,"2,476,200,498"
50,第50章  蚕丝,"449,950,182"
51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,"1,201,011,117"
52,第52章  棉花,"6,501,887,657"
53,第53章  其他植物纺织纤维；纸纱线及其机织物,"550,922,810"
54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,"19,580,351,808"
55,第55章  化学纤维短纤,"9,233,092,126"
56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,"5,309,277,452"
57,第57章  地毯及纺织材料的其他铺地制品,"2,628,955,942"
58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,"4,096,678,137"
59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,"6,376,261,896"
60,第60章  针织物及钩编织物,"17,223,814,153"
61,第61章  针织或钩编的服装及衣着附件,"51,897,553,147"
62,第62章  非针织或非钩编的服装及衣着附件,"42,511,494,762"
63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,"20,136,578,941"
