商品编码,商品名称,人民币
1,第1章 活动物,61991097
2,第2章 肉及食用...,546166326
3,第3章 鱼、甲壳...,7523986247
4,第4章 乳品；蛋...,496671415
5,第5章 其他动物...,1148041992
6,第6章 活树及其...,464743344
7,第7章 食用蔬菜...,6675247425
8,第8章 食用水果...,4360315782
9,第9章 咖啡、茶...,2348476875
10,第10章 谷物,698615024
11,第11章 制粉工业...,579675750
12,第12章 含油子仁...,2739229185
13,第13章 虫胶；树...,1429474904
14,第14章 编结用植...,173822898
15,动、植物或微生物油、...,2127319839
16,第16章 肉、鱼、...,7483993025
17,第17章 糖及糖食,2110034168
18,第18章 可可及可...,318297857
19,第19章 谷物、粮...,1824543678
20,第20章 蔬菜、水...,6064899426
21,第21章 杂项食品,4078764747
22,第22章 饮料、酒...,1537966667
23,第23章 食品工业...,2905192936
24,第24章 烟草、烟...,5682606531
25,第25章 盐；硫磺...,1987063389
26,第26章 矿砂、矿...,2330351777
27,第27章 矿物燃料...,31068185117
28,第28章 无机化学...,15671944403
29,第29章 有机化学...,49415769575
30,第30章 药品,7598507842
31,第31章 肥料,2557020970
32,第32章 鞣料浸膏...,6574425497
33,第33章 精油及香...,5144956850
34,第34章 肥皂、有...,4805398709
35,第35章 蛋白类物...,2972264194
36,第36章 炸药；烟...,601174980
37,第37章 照相及电...,799904193
38,第38章 杂项化学...,17813900440
39,第39章 塑料及其...,90750071640
40,第40章 橡胶及其...,21338873681
41,第41章 生皮（毛...,660253643
42,第42章 皮革制品...,25755486193
43,第43章 毛皮、人...,393419361
44,第44章 木及木制...,10750110893
45,第45章 软木及软...,23422410
46,第46章 稻草、秸...,1128691844
47,第47章 木浆及其...,182743465
48,第48章 纸及纸板...,19093856139
49,第49章 书籍、报...,2522309889
50,第50章 蚕丝,504712670
51,第51章 羊毛、动...,1302087490
52,第52章 棉花,7439386878
53,第53章 其他植物...,1683341755
54,第54章 化学纤维...,20955372391
55,第55章 化学纤维...,9867185128
56,第56章 絮胎、毡...,5159083717
57,第57章 地毯及纺...,2831517205
58,第58章 特种机织...,4109653005
59,第59章 浸渍、涂...,7019532466
60,第60章 针织物及...,14706741012
61,第61章 针织或钩...,51028033464
62,第62章 非针织或...,44557983498
63,第63章 其他纺织...,21875567543
64,第64章 鞋靴、护...,41050639004
65,第65章 帽类及其...,4171499920
66,第66章 雨伞、阳...,2826770198
67,第67章 已加工羽...,7419925428
68,第68章 石料、石...,8647215126
69,第69章 陶瓷产品,19851587564
70,第70章 玻璃及其...,18296786603
71,第71章 天然或养...,18892005186
72,第72章 钢铁,39553886968
73,第73章 钢铁制品,65748205758
74,第74章 铜及其制...,5859557152
75,第75章 镍及其制...,1066691213
76,第76章 铝及其制...,24715730952
78,第78章 铅及其制...,95952669
79,第79章 锌及其制...,115927464
80,第80章 锡及其制...,255902489
81,第81章 其他贱金...,3467910837
82,第82章 贱金属工...,16485201910
83,第83章 贱金属杂...,20084809815
84,第84章 核反应堆...,329183672095
85,第85章 电机、电...,551721775895
86,第86章 铁道及电...,8828763252
87,第87章 车辆及其...,122822263347
88,第88章 航空器、...,2826951182
89,第89章 船舶及浮...,33952509127
90,第90章 光学、照...,43406368269
91,第91章 钟表及其...,3119462527
92,第92章 乐器及其...,1272641996
93,第93章 武器、弹...,165840553
94,第94章 家具；寝...,94650981701
95,第95章 玩具、游...,46766959601
96,第96章 杂项制品,19268993165
97,第97章 艺术品、...,1133296907
98,第98章 特殊交易...,48718403434
99,跨境电商B2B简化申...,438568056
