商品编码,商品名称,人民币
1,第1章 活动物,280717108
2,第2章 肉及食用...,553175104
3,第3章 鱼、甲壳...,6449450598
4,第4章 乳品；蛋...,433803015
5,第5章 其他动物...,1244184446
6,第6章 活树及其...,325503643
7,第7章 食用蔬菜...,6351066035
8,第8章 食用水果...,2988205183
9,第9章 咖啡、茶...,2674559449
10,第10章 谷物,433792462
11,第11章 制粉工业...,588876636
12,第12章 含油子仁...,2294568142
13,第13章 虫胶；树...,1322523014
14,第14章 编结用植...,180286862
15,动、植物或微生物油、...,2343408689
16,第16章 肉、鱼、...,7091182931
17,第17章 糖及糖食,1676204291
18,第18章 可可及可...,187203671
19,第19章 谷物、粮...,1579997464
20,第20章 蔬菜、水...,6957104606
21,第21章 杂项食品,4371802009
22,第22章 饮料、酒...,1706367340
23,第23章 食品工业...,2334559514
24,第24章 烟草、烟...,5152452077
25,第25章 盐；硫磺...,2689579471
26,第26章 矿砂、矿...,1918808385
27,第27章 矿物燃料...,37840912112
28,第28章 无机化学...,24718046770
29,第29章 有机化学...,50308023304
30,第30章 药品,6681103816
31,第31章 肥料,4852312539
32,第32章 鞣料浸膏...,6045103133
33,第33章 精油及香...,4411259768
34,第34章 肥皂、有...,4178153266
35,第35章 蛋白类物...,2820060483
36,第36章 炸药；烟...,556969724
37,第37章 照相及电...,782754754
38,第38章 杂项化学...,21749912084
39,第39章 塑料及其...,85819420335
40,第40章 橡胶及其...,20218980900
41,第41章 生皮（毛...,639719672
42,第42章 皮革制品...,24421642332
43,第43章 毛皮、人...,536858257
44,第44章 木及木制...,9471717586
45,第45章 软木及软...,29820036
46,第46章 稻草、秸...,1062189720
47,第47章 木浆及其...,167709798
48,第48章 纸及纸板...,18426572503
49,第49章 书籍、报...,2186494480
50,第50章 蚕丝,497120880
51,第51章 羊毛、动...,1536705883
52,第52章 棉花,7143123457
53,第53章 其他植物...,609988690
54,第54章 化学纤维...,17569714491
55,第55章 化学纤维...,8240404712
56,第56章 絮胎、毡...,4958222485
57,第57章 地毯及纺...,2676633094
58,第58章 特种机织...,3565076054
59,第59章 浸渍、涂...,5927242532
60,第60章 针织物及...,13576674717
61,第61章 针织或钩...,44076596267
62,第62章 非针织或...,38880533673
63,第63章 其他纺织...,21181840558
64,第64章 鞋靴、护...,29488703214
65,第65章 帽类及其...,3755659868
66,第66章 雨伞、阳...,2496172633
67,第67章 已加工羽...,6164870051
68,第68章 石料、石...,9220150093
69,第69章 陶瓷产品,15978839103
70,第70章 玻璃及其...,17008992591
71,第71章 天然或养...,20731836571
72,第72章 钢铁,51863015807
73,第73章 钢铁制品,66218457583
74,第74章 铜及其制...,7618514600
75,第75章 镍及其制...,813137408
76,第76章 铝及其制...,21362466385
78,第78章 铅及其制...,176109668
79,第79章 锌及其制...,95740327
80,第80章 锡及其制...,195229040
81,第81章 其他贱金...,3270131193
82,第82章 贱金属工...,14887506468
83,第83章 贱金属杂...,15715194716
84,第84章 核反应堆...,318763097812
85,第85章 电机、电...,542208426707
86,第86章 铁道及电...,6706620074
87,第87章 车辆及其...,106556004150
88,第88章 航空器、...,2967495917
89,第89章 船舶及浮...,16926133019
90,第90章 光学、照...,43836791229
91,第91章 钟表及其...,2953980781
92,第92章 乐器及其...,1199382983
93,第93章 武器、弹...,123738142
94,第94章 家具；寝...,72318295083
95,第95章 玩具、游...,48621135587
96,第96章 杂项制品,17572741679
97,第97章 艺术品、...,272290055
98,第98章 特殊交易...,32965778810
99,跨境电商B2B简化申...,2063271151
