Commodity code,Commodity,Renminbi Yuan
1,Live animals,320028165.0
2,Meat and edible meat offal,552820827.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",7451194177.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",354741252.0
5,"roducts of animal origin,not elsewhere specified or included",881930538.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",177071115.0
7,Edible vegetables and certain roots and tubers,4430885491.0
8,Edible fruit and nuts; peel of citrus fruit or melons,3503421864.0
9,"Coffee, tea, maté and spices",1371159873.0
10,Cereals,339176901.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,287505414.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1033591400.0
13,"Lac; gums, resins and other vegetable saps and extracts",605203743.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,65749701.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,373079894.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",4391131904.0
17,Sugars and sugar confectionery,843319483.0
18,Cocoa and cocoa preparations,248475562.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",907857075.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",3801579976.0
21,Miscellaneous edible preparations,1794423944.0
22,"Beverages, spirits and vinegar",1301173393.0
23,Residues and waste from the food industries; prepared animal fodder,1531725861.0
24,Tobacco and manufactured tobacco substitutes,776934161.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",1957040661.0
26,"Ores, slag and ash",139696425.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",16343744932.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",6778074597.0
29,Organic chemicals,20657604698.0
30,Pharmaceutical products,3840850367.0
31,Fertilisers,7256060699.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,3060470782.0
33,Essential oils and resinoids; perfumery,2903053941.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",1903655603.0
35,Albuminoidal substances; modified starches;,1388979079.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,197725778.0
37,Photographic or cinematographic goods,642567357.0
38,Miscellaneous chemical products,6472063717.0
39,Plastics and articles thereof,35724249246.0
40,Rubber and articles thereof,10686741832.0
41,Raw hides and skins (other than furskins) and leather,350267718.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",16996463446.0
43,Furskins and artificial fur; manufactures thereof,2673421135.0
44,Wood and articles of wood; wood charcoal,7673630059.0
45,Cork and articles of cork,10377312.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",859717686.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,69741041.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",11284228235.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2516379855.0
50,ilk,623918936.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1138930014.0
52,Cotton,9348296664.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,793437615.0
54,Man-made filaments; strip and the like of man-made textile materials,9342669679.0
55,Man-made staple fibres,7095288915.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",2646887956.0
57,Carpets and other textile floor coverings,1501936417.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2530279656.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",3868564809.0
60,Knitted or crocheted fabrics,8046674390.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",54928506257.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",45942909167.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,15457223689.0
64,"Footwear, gaiters and the like; parts of such articles",28604009351.0
65,Headgear and parts thereof,3039490665.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",1390650026.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,3071402527.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",7162702777.0
69,Geramic products,15475237216.0
70,Glass and glassware,8849798047.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",16877229369.0
72,Iron and steel,27999373546.0
73,Articles of iron or steel,33752736905.0
74,Copper and articles thereof,2658126117.0
75,Nickel and articles thereof,263459442.0
76,Aluminium and articles thereof,11863970164.0
78,Lead and articles thereof,86656991.0
79,Zinc and articles thereof,245656534.0
80,Tin and articles thereof,35410059.0
81,Other base metals; cermets; articles thereof,1394704178.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8449848763.0
83,Miscellaneous articles of base metal,10185821923.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",195127270692.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",349014164743.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",5783064726.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",33935679063.0
88,"Aircraft, spacecraft, and parts thereof",1790047835.0
89,"Ships, boats and floating structures",19444346549.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",43153837051.0
91,Clocks and watches and parts thereof,3606191703.0
92,Musical instruments; parts and accessories of such articles,1109480229.0
93,Arms and ammunition; parts and accessories thereof,97523619.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",52791311908.0
95,"Toys, games and sports requisites;parts and accessories thereof",37321701813.0
96,Miscellaneous manufactured articles,8102901752.0
97,"Works of art, collectors' pieces and antiques",213644877.0
98,Commodities not classified accroding to kind,213164329.0
