商品编码,商品名称,人民币
1,第1章 活动物,298233293
2,第2章 肉及食用...,547968164
3,第3章 鱼、甲壳...,7650101329
4,第4章 乳品；蛋...,422167330
5,第5章 其他动物...,1328867784
6,第6章 活树及其...,293338787
7,第7章 食用蔬菜...,5994386451
8,第8章 食用水果...,1811206629
9,第9章 咖啡、茶...,2130025181
10,第10章 谷物,241333339
11,第11章 制粉工业...,611588371
12,第12章 含油子仁...,1871084933
13,第13章 虫胶；树...,1462231695
14,第14章 编结用植...,149209640
15,动、植物或微生物油、...,2057727273
16,第16章 肉、鱼、...,7458034752
17,第17章 糖及糖食,1533482312
18,第18章 可可及可...,188624178
19,第19章 谷物、粮...,1421090682
20,第20章 蔬菜、水...,5594581467
21,第21章 杂项食品,3475232268
22,第22章 饮料、酒...,1471574253
23,第23章 食品工业...,2569990435
24,第24章 烟草、烟...,3915882344
25,第25章 盐；硫磺...,2519423319
26,第26章 矿砂、矿...,1971162769
27,第27章 矿物燃料...,28756165355
28,第28章 无机化学...,24888535978
29,第29章 有机化学...,66638162814
30,第30章 药品,7475207711
31,第31章 肥料,5144300441
32,第32章 鞣料浸膏...,6101829186
33,第33章 精油及香...,3651715388
34,第34章 肥皂、有...,3933511098
35,第35章 蛋白类物...,2682752068
36,第36章 炸药；烟...,1032143424
37,第37章 照相及电...,813667599
38,第38章 杂项化学...,22632215468
39,第39章 塑料及其...,84491451180
40,第40章 橡胶及其...,18130666842
41,第41章 生皮（毛...,659924489
42,第42章 皮革制品...,21927674441
43,第43章 毛皮、人...,1026340105
44,第44章 木及木制...,11957042689
45,第45章 软木及软...,32420065
46,第46章 稻草、秸...,1154867956
47,第47章 木浆及其...,166563596
48,第48章 纸及纸板...,17562301319
49,第49章 书籍、报...,2551090621
50,第50章 蚕丝,644418645
51,第51章 羊毛、动...,1305183750
52,第52章 棉花,8171542268
53,第53章 其他植物...,576186505
54,第54章 化学纤维...,18081837496
55,第55章 化学纤维...,8974408248
56,第56章 絮胎、毡...,4657971107
57,第57章 地毯及纺...,2221439656
58,第58章 特种机织...,3792891343
59,第59章 浸渍、涂...,6332751054
60,第60章 针织物及...,15915383693
61,第61章 针织或钩...,50993873883
62,第62章 非针织或...,40554871567
63,第63章 其他纺织...,20789021720
64,第64章 鞋靴、护...,34828391610
65,第65章 帽类及其...,3641686028
66,第66章 雨伞、阳...,1993011326
67,第67章 已加工羽...,6932306030
68,第68章 石料、石...,8433982860
69,第69章 陶瓷产品,17542329682
70,第70章 玻璃及其...,14978791278
71,第71章 天然或养...,14210552198
72,第72章 钢铁,58347017980
73,第73章 钢铁制品,60225199626
74,第74章 铜及其制...,7057006994
75,第75章 镍及其制...,720921125
76,第76章 铝及其制...,27104474483
78,第78章 铅及其制...,159066094
79,第79章 锌及其制...,1064001329
80,第80章 锡及其制...,260287454
81,第81章 其他贱金...,4179633703
82,第82章 贱金属工...,13298076791
83,第83章 贱金属杂...,16258538444
84,第84章 核反应堆...,284631501447
85,第85章 电机、电...,495791615039
86,第86章 铁道及电...,8752039598
87,第87章 车辆及其...,74367732806
88,第88章 航空器、...,2118712049
89,第89章 船舶及浮...,10078618849
90,第90章 光学、照...,35658404312
91,第91章 钟表及其...,2622998039
92,第92章 乐器及其...,1133527751
93,第93章 武器、弹...,132526354
94,第94章 家具；寝...,72310232348
95,第95章 玩具、游...,54583280219
96,第96章 杂项制品,15263394899
97,第97章 艺术品、...,134389787
98,第98章 特殊交易...,22508663020
99,跨境电商B2B简化申...,1926799316
