Commodity code,Commodity,Renminbi Yuan
1,Live animals,291043951.0
2,Meat and edible meat offal,460889174.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",5986412198.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",299869547.0
5,"roducts of animal origin,not elsewhere specified or included",986678711.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",137654408.0
7,Edible vegetables and certain roots and tubers,3656046525.0
8,Edible fruit and nuts; peel of citrus fruit or melons,1593979634.0
9,"Coffee, tea, maté and spices",1107010784.0
10,Cereals,123399411.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,277334668.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1452669736.0
13,"Lac; gums, resins and other vegetable saps and extracts",588411935.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,56295844.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,323893813.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",3499513031.0
17,Sugars and sugar confectionery,653810625.0
18,Cocoa and cocoa preparations,203781691.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",665897014.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",3245227239.0
21,Miscellaneous edible preparations,1184768418.0
22,"Beverages, spirits and vinegar",626263722.0
23,Residues and waste from the food industries; prepared animal fodder,1235290993.0
24,Tobacco and manufactured tobacco substitutes,397784798.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",1599198728.0
26,"Ores, slag and ash",83406314.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9722761825.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",6103771421.0
29,Organic chemicals,20781032369.0
30,Pharmaceutical products,3418134155.0
31,Fertilisers,4786712284.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,3039716683.0
33,Essential oils and resinoids; perfumery,2203340821.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",1589965077.0
35,Albuminoidal substances; modified starches;,1252620162.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,484379935.0
37,Photographic or cinematographic goods,542716766.0
38,Miscellaneous chemical products,6478212593.0
39,Plastics and articles thereof,30497255730.0
40,Rubber and articles thereof,8921842786.0
41,Raw hides and skins (other than furskins) and leather,241002643.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",15621023040.0
43,Furskins and artificial fur; manufactures thereof,345891543.0
44,Wood and articles of wood; wood charcoal,6692372527.0
45,Cork and articles of cork,10936328.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",808153758.0
