Commodity code,Commodity,Renminbi Yuan
1,Live animals,651969160.0
2,Meat and edible meat offal,659119031.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",8777629433.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",341064545.0
5,"roducts of animal origin,not elsewhere specified or included",1254765068.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",359670970.0
7,Edible vegetables and certain roots and tubers,7219004006.0
8,Edible fruit and nuts; peel of citrus fruit or melons,6577711094.0
9,"Coffee, tea, maté and spices",2432543956.0
10,Cereals,687297128.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,560069057.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2457347352.0
13,"Lac; gums, resins and other vegetable saps and extracts",1039209980.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,112815354.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,751094906.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",6101152934.0
17,Sugars and sugar confectionery,1186137385.0
18,Cocoa and cocoa preparations,332231510.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1436890650.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",5515795728.0
21,Miscellaneous edible preparations,2891214375.0
22,"Beverages, spirits and vinegar",1497551842.0
23,Residues and waste from the food industries; prepared animal fodder,1825778735.0
24,Tobacco and manufactured tobacco substitutes,1700277530.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2053356773.0
26,"Ores, slag and ash",1137267970.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",33081672047.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",10883422702.0
29,Organic chemicals,34413434084.0
30,Pharmaceutical products,5990503947.0
31,Fertilisers,3435723823.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,5115433725.0
33,Essential oils and resinoids; perfumery,3472430222.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2923404435.0
35,Albuminoidal substances; modified starches;,2186142411.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,525942273.0
37,Photographic or cinematographic goods,729067942.0
38,Miscellaneous chemical products,10489016972.0
39,Plastics and articles thereof,58444847814.0
40,Rubber and articles thereof,13546234592.0
41,Raw hides and skins (other than furskins) and leather,433260676.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",21114979731.0
43,Furskins and artificial fur; manufactures thereof,4616586573.0
44,Wood and articles of wood; wood charcoal,8712903710.0
45,Cork and articles of cork,16842086.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",1076162695.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,79551542.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",14551600878.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2241333504.0
50,ilk,1262831428.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1123268236.0
52,Cotton,8258402818.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,1367828288.0
54,Man-made filaments; strip and the like of man-made textile materials,14661151509.0
55,Man-made staple fibres,7949887024.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",4089558004.0
57,Carpets and other textile floor coverings,2014626858.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,3232674760.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",5271227251.0
60,Knitted or crocheted fabrics,11635274014.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",43041619252.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",45080997600.0
