商品编码,商品名称,人民币
1,第1章 活动物,339244605
2,第2章 肉及食用...,599077310
3,第3章 鱼、甲壳...,7349604585
4,第4章 乳品；蛋...,297240768
5,第5章 其他动物...,1274263062
6,第6章 活树及其...,191072452
7,第7章 食用蔬菜...,6417573989
8,第8章 食用水果...,1944350902
9,第9章 咖啡、茶...,1680990945
10,第10章 谷物,190721286
11,第11章 制粉工业...,259448613
12,第12章 含油子仁...,1507634199
13,第13章 虫胶；树...,799123860
14,第14章 编结用植...,78855239
15,第15章 动、植物...,447089421
16,第16章 肉、鱼、...,4674275749
17,第17章 糖及糖食,930321300
18,第18章 可可及可...,151249129
19,第19章 谷物、粮...,882036208
20,第20章 蔬菜、水...,4449969683
21,第21章 杂项食品,1796668377
22,第22章 饮料、酒...,824296845
23,第23章 食品工业...,1602040554
24,第24章 烟草、烟...,793784265
25,第25章 盐；硫磺...,1802604528
26,第26章 矿砂、矿...,410326582
27,第27章 矿物燃料...,16964750834
28,第28章 无机化学...,8370274822
29,第29章 有机化学...,28686585109
30,第30章 药品,3901294759
31,第31章 肥料,2701368576
32,第32章 鞣料浸膏...,4066447944
33,第33章 精油及香...,2377736400
34,第34章 肥皂、有...,1932648330
35,第35章 蛋白类物...,1563874646
36,第36章 炸药；烟...,557642666
37,第37章 照相及电...,583841132
38,第38章 杂项化学...,8714961193
39,第39章 塑料及其...,40802676064
40,第40章 橡胶及其...,12326313483
41,第41章 生皮（毛...,447068444
42,第42章 皮革制品...,17723379749
43,第43章 毛皮、人...,1733678595
44,第44章 木及木制...,8091635881
45,第45章 软木及软...,10968584
46,第46章 稻草、秸...,1021768522
47,第47章 木浆及其...,76810728
48,第48章 纸及纸板...,10293929000
49,第49章 书籍、报...,1808733175
50,第50章 蚕丝,636301031
51,第51章 羊毛、动...,1376417065
52,第52章 棉花,9503966689
53,第53章 其他植物...,484388740
54,第54章 化学纤维...,11196927777
55,第55章 化学纤维...,7572742749
56,第56章 絮胎、毡...,2980770616
57,第57章 地毯及纺...,1629134685
58,第58章 特种机织...,2879243437
59,第58章 浸渍、涂...,4516498377
60,第60章 针织物及...,10163534759
61,第61章 针织或钩...,34204132517
62,第62章 非针织或...,40251262389
63,第63章 其他纺织...,15484219533
64,第64章 鞋靴、护...,27598842110
65,第65章 帽类及其...,2405728672
66,第66章 雨伞、阳...,1686227512
67,第67章 已加工羽...,3331312734
68,第68章 石料、石...,6047315266
69,第69章 陶瓷产品,10925437467
70,第70章 玻璃及其...,9295889902
71,第71章 天然或养...,10048949998
72,第72章 钢铁,25651329806
73,第73章 钢铁制品,34177579799
74,第74章 铜及其制...,3394396669
75,第75章 镍及其制...,264471063
76,第76章 铝及其制...,13087397759
78,第78章 铅及其制...,55758461
79,第79章 锌及其制...,155357071
80,第80章 锡及其制...,42476102
81,第81章 其他贱金...,1956871374
82,第82章 贱金属工...,8482861154
83,第83章 贱金属杂...,10401051295
84,第84章 核反应堆...,204623835772
85,第85章 电机、电...,307493502880
86,第86章 铁道及电...,6165889425
87,第87章 车辆及其...,37790216827
88,第88章 航空器、...,2094422789
89,第89章 船舶及浮...,9045967030
90,第90章 光学、照...,38274566803
91,第91章 钟表及其...,2640662307
92,第92章 乐器及其...,786879059
93,第93章 武器、弹...,72493326
94,第94章 家具；寝...,51181542432
95,第95章 玩具、游...,24687192225
96,第96章 杂项制品,9202429918
97,第97章 艺术品、...,74854329
98,第98章 特殊交易...,3459527625
