商品编码,商品名称,人民币
1,第1章 活动物,284799471
2,第2章 肉及食用...,608214910
3,第3章 鱼、甲壳...,5719810329
4,第4章 乳品；蛋...,427026110
5,第5章 其他动物...,971788858
6,第6章 活树及其...,280622066
7,第7章 食用蔬菜...,7457483246
8,第8章 食用水果...,3629160270
9,第9章 咖啡、茶...,2466603954
10,第10章 谷物,685646889
11,第11章 制粉工业...,450774711
12,第12章 含油子仁...,1269936296
13,第13章 虫胶；树...,1311011779
14,第14章 编结用植...,122567055
15,动、植物或微生物油、...,2096080448
16,第16章 肉、鱼、...,6259489440
17,第17章 糖及糖食,1916684098
18,第18章 可可及可...,298719745
19,第19章 谷物、粮...,1659800069
20,第20章 蔬菜、水...,4878799926
21,第21章 杂项食品,4919123914
22,第22章 饮料、酒...,1829012230
23,第23章 食品工业...,2190830636
24,第24章 烟草、烟...,5242538572
25,第25章 盐；硫磺...,2099208390
26,第26章 矿砂、矿...,1894070094
27,第27章 矿物燃料...,40017633586
28,第28章 无机化学...,19242662770
29,第29章 有机化学...,42334396406
30,第30章 药品,6680023044
31,第31章 肥料,6000330322
32,第32章 鞣料浸膏...,5466917450
33,第33章 精油及香...,5438275517
34,第34章 肥皂、有...,4562624423
35,第35章 蛋白类物...,2687834509
36,第36章 炸药；烟...,756822882
37,第37章 照相及电...,718502691
38,第38章 杂项化学...,19087754299
39,第39章 塑料及其...,77407604497
40,第40章 橡胶及其...,20888928610
41,第41章 生皮（毛...,584866756
42,第42章 皮革制品...,22375786473
43,第43章 毛皮、人...,1080877869
44,第44章 木及木制...,9503565499
45,第45章 软木及软...,23180142
46,第46章 稻草、秸...,915150206
47,第47章 木浆及其...,197974867
48,第48章 纸及纸板...,17820443326
49,第49章 书籍、报...,2843026552
50,第50章 蚕丝,465221888
51,第51章 羊毛、动...,1160187750
52,第52章 棉花,6515401460
53,第53章 其他植物...,801357322
54,第54章 化学纤维...,17765972766
55,第55章 化学纤维...,7829823444
56,第56章 絮胎、毡...,4498294681
57,第57章 地毯及纺...,2420123906
58,第58章 特种机织...,3267206575
59,第59章 浸渍、涂...,5547548651
60,第60章 针织物及...,14133938691
61,第61章 针织或钩...,62337315667
62,第62章 非针织或...,48806236156
63,第63章 其他纺织...,21263652584
64,第64章 鞋靴、护...,32476147513
65,第65章 帽类及其...,4006707321
66,第66章 雨伞、阳...,1675136378
67,第67章 已加工羽...,5926525955
68,第68章 石料、石...,7102917046
69,第69章 陶瓷产品,15185557797
70,第70章 玻璃及其...,15426742274
71,第71章 天然或养...,20074153616
72,第72章 钢铁,39619094478
73,第73章 钢铁制品,56871744629
74,第74章 铜及其制...,5701997091
75,第75章 镍及其制...,674811090
76,第76章 铝及其制...,21110486908
78,第78章 铅及其制...,148927777
79,第79章 锌及其制...,102781182
80,第80章 锡及其制...,192368433
81,第81章 其他贱金...,2541045004
82,第82章 贱金属工...,14400868851
83,第83章 贱金属杂...,15751028440
84,第84章 核反应堆...,302671252160
85,第85章 电机、电...,516392989720
86,第86章 铁道及电...,6817486609
87,第87章 车辆及其...,115667346763
88,第88章 航空器、...,4492960382
89,第89章 船舶及浮...,18592689878
90,第90章 光学、照...,41921131396
91,第91章 钟表及其...,3027888230
92,第92章 乐器及其...,1443947095
93,第93章 武器、弹...,131308223
94,第94章 家具；寝...,72515193060
95,第95章 玩具、游...,71068296885
96,第96章 杂项制品,16375507212
97,第97章 艺术品、...,770145054
98,第98章 特殊交易...,35952894736
99,跨境电商B2B简化申...,1252599298
