Commodity code,Commodity,Renminbi Yuan
1,Live animals,228028313.0
2,Meat and edible meat offal,473066222.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",6983502751.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",288566385.0
5,"roducts of animal origin,not elsewhere specified or included",1647018003.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",203747109.0
7,Edible vegetables and certain roots and tubers,6878009524.0
8,Edible fruit and nuts; peel of citrus fruit or melons,1682246603.0
9,"Coffee, tea, maté and spices",2251761893.0
10,Cereals,778924288.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,499334617.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1397960069.0
13,"Lac; gums, resins and other vegetable saps and extracts",998585759.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,72954485.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,707834492.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",5511241933.0
17,Sugars and sugar confectionery,1084096687.0
18,Cocoa and cocoa preparations,147965199.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1136770165.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",4531298039.0
21,Miscellaneous edible preparations,2349242055.0
22,"Beverages, spirits and vinegar",1333384937.0
23,Residues and waste from the food industries; prepared animal fodder,1657823539.0
24,Tobacco and manufactured tobacco substitutes,808621860.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",1879878333.0
26,"Ores, slag and ash",901307450.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",26778520248.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",9888866300.0
29,Organic chemicals,34216898638.0
30,Pharmaceutical products,5678754769.0
31,Fertilisers,3751031773.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,4630755768.0
33,Essential oils and resinoids; perfumery,3218795942.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2517566845.0
35,Albuminoidal substances; modified starches;,1911192856.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,750665816.0
37,Photographic or cinematographic goods,675679428.0
38,Miscellaneous chemical products,10428074803.0
39,Plastics and articles thereof,48139463707.0
40,Rubber and articles thereof,13839225629.0
41,Raw hides and skins (other than furskins) and leather,469675917.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",18435369534.0
43,Furskins and artificial fur; manufactures thereof,2614729880.0
44,Wood and articles of wood; wood charcoal,7979178644.0
45,Cork and articles of cork,17810827.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",981037476.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,72900480.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",12521954833.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2441312575.0
50,ilk,560520011.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1648509600.0
52,Cotton,7828936484.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,519833921.0
54,Man-made filaments; strip and the like of man-made textile materials,12686925429.0
55,Man-made staple fibres,7150519875.0
