Commodity code,Commodity,Renminbi Yuan
1,Live animals,346206980.0
2,Meat and edible meat offal,510773242.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",7760345855.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",286421652.0
5,"roducts of animal origin,not elsewhere specified or included",999792592.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",173402190.0
7,Edible vegetables and certain roots and tubers,5956091163.0
8,Edible fruit and nuts; peel of citrus fruit or melons,3793869056.0
9,"Coffee, tea, maté and spices",1529223592.0
10,Cereals,414713638.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,288052246.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1417074674.0
13,"Lac; gums, resins and other vegetable saps and extracts",565862656.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,59844195.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,300132400.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",4411128313.0
17,Sugars and sugar confectionery,930915494.0
18,Cocoa and cocoa preparations,286335850.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",854721911.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",4090136040.0
21,Miscellaneous edible preparations,1713928434.0
22,"Beverages, spirits and vinegar",1092143071.0
23,Residues and waste from the food industries; prepared animal fodder,1311880411.0
24,Tobacco and manufactured tobacco substitutes,585112946.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",1458698778.0
26,"Ores, slag and ash",104897513.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",16131229742.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",6079977623.0
29,Organic chemicals,20903878554.0
30,Pharmaceutical products,3493580503.0
31,Fertilisers,3746859347.0
