商品编码,商品名称,人民币
1,第1章 活动物,311600352
2,第2章 肉及食用...,838726239
3,第3章 鱼、甲壳...,7251333468
4,第4章 乳品；蛋...,504763418
5,第5章 其他动物...,1005353167
6,第6章 活树及其...,385806399
7,第7章 食用蔬菜...,8571735398
8,第8章 食用水果...,5778344925
9,第9章 咖啡、茶...,2150264925
10,第10章 谷物,598132964
11,第11章 制粉工业...,512800882
12,第12章 含油子仁...,2854836934
13,第13章 虫胶；树...,1392296213
14,第14章 编结用植...,194344921
15,动、植物或微生物油、...,3454890896
16,第16章 肉、鱼、...,7665374167
17,第17章 糖及糖食,2128693312
18,第18章 可可及可...,481751459
19,第19章 谷物、粮...,1878455938
20,第20章 蔬菜、水...,6235813330
21,第21章 杂项食品,4015315598
22,第22章 饮料、酒...,2045502287
23,第23章 食品工业...,2387195713
24,第24章 烟草、烟...,5812020891
25,第25章 盐；硫磺...,2018279268
26,第26章 矿砂、矿...,2193976013
27,第27章 矿物燃料...,33799999559
28,第28章 无机化学...,14329094735
29,第29章 有机化学...,48533015122
30,第30章 药品,7106848120
31,第31章 肥料,6919308979
32,第32章 鞣料浸膏...,6188893305
33,第33章 精油及香...,5190674898
34,第34章 肥皂、有...,4919088548
35,第35章 蛋白类物...,3062907332
36,第36章 炸药；烟...,817975544
37,第37章 照相及电...,804566092
38,第38章 杂项化学...,16982707258
39,第39章 塑料及其...,86399877715
40,第40章 橡胶及其...,21702703965
41,第41章 生皮（毛...,629140721
42,第42章 皮革制品...,21599672984
43,第43章 毛皮、人...,534010137
44,第44章 木及木制...,10029243360
45,第45章 软木及软...,32685794
46,第46章 稻草、秸...,828099930
47,第47章 木浆及其...,176009805
48,第48章 纸及纸板...,17883929036
49,第49章 书籍、报...,2386058032
50,第50章 蚕丝,418960347
51,第51章 羊毛、动...,748326125
52,第52章 棉花,6727433382
53,第53章 其他植物...,2051591527
54,第54章 化学纤维...,18365227228
55,第55章 化学纤维...,8982079343
56,第56章 絮胎、毡...,4774296550
57,第57章 地毯及纺...,2663459150
58,第58章 特种机织...,3698717590
59,第59章 浸渍、涂...,6027219265
60,第60章 针织物及...,14000340598
61,第61章 针织或钩...,49705193166
62,第62章 非针织或...,38995399841
63,第63章 其他纺织...,20354517770
64,第64章 鞋靴、护...,29599579559
65,第65章 帽类及其...,3411515689
66,第66章 雨伞、阳...,1897523583
67,第67章 已加工羽...,6517250601
68,第68章 石料、石...,7181819987
69,第69章 陶瓷产品,13593145381
70,第70章 玻璃及其...,15564718944
71,第71章 天然或养...,24273397270
72,第72章 钢铁,40609084253
73,第73章 钢铁制品,60961951230
74,第74章 铜及其制...,7588819155
75,第75章 镍及其制...,1750512278
76,第76章 铝及其制...,26732285146
78,第78章 铅及其制...,76783190
79,第79章 锌及其制...,120456697
80,第80章 锡及其制...,373535246
81,第81章 其他贱金...,3667821742
82,第82章 贱金属工...,15236466733
83,第83章 贱金属杂...,17109094862
84,第84章 核反应堆...,351785930275
85,第85章 电机、电...,608920210916
86,第86章 铁道及电...,14102124330
87,第87章 车辆及其...,123452176526
88,第88章 航空器、...,3194136189
89,第89章 船舶及浮...,26726989251
90,第90章 光学、照...,45616487956
91,第91章 钟表及其...,3211740823
92,第92章 乐器及其...,1262977337
93,第93章 武器、弹...,137405763
94,第94章 家具；寝...,77865706082
95,第95章 玩具、游...,45878928936
96,第96章 杂项制品,17849656652
97,第97章 艺术品、...,574807508
98,第98章 特殊交易...,62838733005
99,跨境电商B2B简化申...,996963438
