商品编码,商品名称,人民币
1,第1章 活动物,305381928
2,第2章 肉及食用...,606696458
3,第3章 鱼、甲壳...,5869844416
4,第4章 乳品；蛋...,460688620
5,第5章 其他动物...,897280272
6,第6章 活树及其...,339582150
7,第7章 食用蔬菜...,6879892504
8,第8章 食用水果...,3983967845
9,第9章 咖啡、茶...,2286897745
10,第10章 谷物,767507124
11,第11章 制粉工业...,488049847
12,第12章 含油子仁...,1511800050
13,第13章 虫胶；树...,1288629182
14,第14章 编结用植...,150876393
15,动、植物或微生物油、...,2286112892
16,第16章 肉、鱼、...,6600766457
17,第17章 糖及糖食,1950747231
18,第18章 可可及可...,359356470
19,第19章 谷物、粮...,1613984007
20,第20章 蔬菜、水...,5629119126
21,第21章 杂项食品,4258896726
22,第22章 饮料、酒...,2042879984
23,第23章 食品工业...,2281910697
24,第24章 烟草、烟...,5727834390
25,第25章 盐；硫磺...,1936276002
26,第26章 矿砂、矿...,2619022486
27,第27章 矿物燃料...,39425555785
28,第28章 无机化学...,18825991178
29,第29章 有机化学...,46047513712
30,第30章 药品,7120662708
31,第31章 肥料,7793095855
32,第32章 鞣料浸膏...,5844294190
33,第33章 精油及香...,5137923742
34,第34章 肥皂、有...,4682196186
35,第35章 蛋白类物...,2807229950
36,第36章 炸药；烟...,356436902
37,第37章 照相及电...,779224203
38,第38章 杂项化学...,20018049376
39,第39章 塑料及其...,79994944217
40,第40章 橡胶及其...,20722562855
41,第41章 生皮（毛...,503203582
42,第42章 皮革制品...,22771359217
43,第43章 毛皮、人...,1080614805
44,第44章 木及木制...,9431736272
45,第45章 软木及软...,33299325
46,第46章 稻草、秸...,885378138
47,第47章 木浆及其...,158463483
48,第48章 纸及纸板...,17849441928
49,第49章 书籍、报...,2683683517
50,第50章 蚕丝,483488528
51,第51章 羊毛、动...,1178707955
52,第52章 棉花,6564698040
53,第53章 其他植物...,1269635237
54,第54章 化学纤维...,17494349976
55,第55章 化学纤维...,7816870485
56,第56章 絮胎、毡...,4582201031
57,第57章 地毯及纺...,2485288807
58,第58章 特种机织...,3357740501
59,第59章 浸渍、涂...,5496844511
60,第60章 针织物及...,13631391268
61,第61章 针织或钩...,56629542943
62,第62章 非针织或...,43813181524
63,第63章 其他纺织...,21563347335
64,第64章 鞋靴、护...,30158517187
65,第65章 帽类及其...,3554419443
66,第66章 雨伞、阳...,1620392120
67,第67章 已加工羽...,5795682941
68,第68章 石料、石...,6968299852
69,第69章 陶瓷产品,15668268557
70,第70章 玻璃及其...,15138303374
71,第71章 天然或养...,20241585591
72,第72章 钢铁,38312756790
73,第73章 钢铁制品,56989671822
74,第74章 铜及其制...,5804004945
75,第75章 镍及其制...,990351999
76,第76章 铝及其制...,20646300868
78,第78章 铅及其制...,606698816
79,第79章 锌及其制...,88684694
80,第80章 锡及其制...,161327228
81,第81章 其他贱金...,2895076846
82,第82章 贱金属工...,14407360705
83,第83章 贱金属杂...,15951562887
84,第84章 核反应堆...,315948117155
85,第85章 电机、电...,614638836816
86,第86章 铁道及电...,7308284952
87,第87章 车辆及其...,122323750446
88,第88章 航空器、...,5420950555
89,第89章 船舶及浮...,15973596564
90,第90章 光学、照...,44421837777
91,第91章 钟表及其...,3085150812
92,第92章 乐器及其...,1532998838
93,第93章 武器、弹...,144301501
94,第94章 家具；寝...,74020847423
95,第95章 玩具、游...,64272178368
96,第96章 杂项制品,17128408582
97,第97章 艺术品、...,582340241
98,第98章 特殊交易...,40246333826
99,跨境电商B2B简化申...,1637814994
