商品编码,商品名称,人民币
1,第1章 活动物,304893710
2,第2章 肉及食用...,639421323
3,第3章 鱼、甲壳...,6757180255
4,第4章 乳品；蛋...,473651449
5,第5章 其他动物...,841851222
6,第6章 活树及其...,332438167
7,第7章 食用蔬菜...,8023272888
8,第8章 食用水果...,5681490459
9,第9章 咖啡、茶...,2091154516
10,第10章 谷物,852393897
11,第11章 制粉工业...,495460721
12,第12章 含油子仁...,2886951311
13,第13章 虫胶；树...,1432338632
14,第14章 编结用植...,156006667
15,动、植物或微生物油、...,2499935947
16,第16章 肉、鱼、...,6932918194
17,第17章 糖及糖食,2037543045
18,第18章 可可及可...,383950149
19,第19章 谷物、粮...,1664480908
20,第20章 蔬菜、水...,5906233109
21,第21章 杂项食品,3461315386
22,第22章 饮料、酒...,2222161301
23,第23章 食品工业...,2169150086
24,第24章 烟草、烟...,6058060850
25,第25章 盐；硫磺...,2141768763
26,第26章 矿砂、矿...,2200024117
27,第27章 矿物燃料...,37494781411
28,第28章 无机化学...,19646552340
29,第29章 有机化学...,43876264806
30,第30章 药品,6841081558
31,第31章 肥料,7432771809
32,第32章 鞣料浸膏...,5586361987
33,第33章 精油及香...,4475850701
34,第34章 肥皂、有...,4381110305
35,第35章 蛋白类物...,2772750352
36,第36章 炸药；烟...,710469710
37,第37章 照相及电...,733273209
38,第38章 杂项化学...,18279953183
39,第39章 塑料及其...,82341772279
40,第40章 橡胶及其...,20565165035
41,第41章 生皮（毛...,523778615
42,第42章 皮革制品...,22543285251
43,第43章 毛皮、人...,1169666423
44,第44章 木及木制...,9538789612
45,第45章 软木及软...,36767450
46,第46章 稻草、秸...,859703645
47,第47章 木浆及其...,194449749
48,第48章 纸及纸板...,17844471822
49,第49章 书籍、报...,2227475617
50,第50章 蚕丝,469682573
51,第51章 羊毛、动...,886726236
52,第52章 棉花,5749415792
53,第53章 其他植物...,1727385122
54,第54章 化学纤维...,16988231652
55,第55章 化学纤维...,7882695884
56,第56章 絮胎、毡...,4443580392
57,第57章 地毯及纺...,2430224416
58,第58章 特种机织...,3384162528
59,第59章 浸渍、涂...,5479271894
60,第60章 针织物及...,12794471797
61,第61章 针织或钩...,46774985487
62,第62章 非针织或...,38900787293
63,第63章 其他纺织...,19628717813
64,第64章 鞋靴、护...,30125248701
65,第65章 帽类及其...,3175604784
66,第66章 雨伞、阳...,1917907743
67,第67章 已加工羽...,6747453440
68,第68章 石料、石...,7963620573
69,第69章 陶瓷产品,17264579875
70,第70章 玻璃及其...,15397052453
71,第71章 天然或养...,20983565358
72,第72章 钢铁,38049439484
73,第73章 钢铁制品,58378316450
74,第74章 铜及其制...,5592274336
75,第75章 镍及其制...,1182774930
76,第76章 铝及其制...,21401137153
78,第78章 铅及其制...,282588229
79,第79章 锌及其制...,99601354
80,第80章 锡及其制...,219615567
81,第81章 其他贱金...,3558991039
82,第82章 贱金属工...,14227682182
83,第83章 贱金属杂...,16408030361
84,第84章 核反应堆...,307288906275
85,第85章 电机、电...,581773491628
86,第86章 铁道及电...,7089972647
87,第87章 车辆及其...,124205181163
88,第88章 航空器、...,4243247494
89,第89章 船舶及浮...,24035008469
90,第90章 光学、照...,43054413501
91,第91章 钟表及其...,3136022712
92,第92章 乐器及其...,1262253814
93,第93章 武器、弹...,101711117
94,第94章 家具；寝...,79824274596
95,第95章 玩具、游...,43031904050
96,第96章 杂项制品,16729674142
97,第97章 艺术品、...,1761226175
98,第98章 特殊交易...,53243572237
99,跨境电商B2B简化申...,899392623
