商品编码,商品名称,人民币
1,第1章   活动物,283841884.0
2,第2章   肉及食用杂碎,1109158251.0
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,6327978885.0
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,580174957.0
5,第5章   其他动物产品,898996997.0
6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,391437771.0
7,第7章   食用蔬菜、根及块茎,6316327821.0
8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,5741354723.0
9,第9章   咖啡、茶、马黛茶及调味香料,1920743465.0
10,第10章  谷物,820351575.0
11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,736852648.0
12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,2436893989.0
13,第13章  虫胶；树胶、树脂及其他植物液、汁,1187945323.0
14,第14章  编结用植物材料；其他植物产品,204880405.0
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,3709488724.0
16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,6318624483.0
17,第17章  糖及糖食,2079447544.0
18,第18章  可可及可可制品,550336404.0
19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,1936782653.0
20,第20章  蔬菜、水果、坚果或植物其他部分的制品,5050874132.0
21,第21章  杂项食品,4024590289.0
22,第22章  饮料、酒及醋,1878994100.0
23,第23章  食品工业的残渣及废料；配制的动物饲料,2168221049.0
24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,6544940122.0
25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2053727588.0
26,第26章  矿砂、矿渣及矿灰,1968843010.0
27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,28905669795.0
28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,14420203445.0
29,第29章  有机化学品,43819286286.0
30,第30章  药品,10020201511.0
31,第31章  肥料,11644368201.0
32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,5590452981.0
33,第33章  精油及香膏；芳香料制品及化妆盥洗品,5085209950.0
34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,5099904369.0
35,第35章  蛋白类物质；改性淀粉；胶；酶,2956457196.0
36,第36章  炸药；烟火制品；引火合金；易燃材料制品,612452058.0
37,第37章  照相及电影用品,791958591.0
38,第38章  杂项化学产品,17766779039.0
39,第39章  塑料及其制品,75619054971.0
40,第40章  橡胶及其制品,19663860375.0
41,第41章  生皮（毛皮除外）及皮革,628502030.0
42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,15799787416.0
43,第43章  毛皮、人造毛皮及其制品,382797004.0
44,第44章  木及木制品；木炭,9770980448.0
45,第45章  软木及软木制品,29452970.0
46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,650744096.0
47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,154614382.0
48,第48章  纸及纸板；纸浆、纸或纸板制品,16358554729.0
49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,2364124291.0
50,第50章  蚕丝,463625071.0
51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,940413515.0
52,第52章  棉花,6361123551.0
53,第53章  其他植物纺织纤维；纸纱线及其机织物,1640627356.0
54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,16394021169.0
55,第55章  化学纤维短纤,7766053234.0
56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,4446673585.0
57,第57章  地毯及纺织材料的其他铺地制品,2422277970.0
58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,3399181107.0
59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,5234116712.0
60,第60章  针织物及钩编织物,13684006232.0
61,第61章  针织或钩编的服装及衣着附件,44501074069.0
62,第62章  非针织或非钩编的服装及衣着附件,30671889612.0
63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,19485890161.0
64,第64章  鞋靴、护腿和类似品及其零件,21584746024.0
65,第65章  帽类及其零件,2877918900.0
66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1253654853.0
67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,4736713631.0
68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,5042587983.0
69,第69章  陶瓷产品,10362095405.0
70,第70章  玻璃及其制品,12940765378.0
71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,42476363562.0
72,第72章  钢铁,41919760444.0
73,第73章  钢铁制品,57823526121.0
74,第74章  铜及其制品,10994975201.0
75,第75章  镍及其制品,1967159567.0
76,第76章  铝及其制品,22584974328.0
78,第78章  铅及其制品,80767655.0
79,第79章  锌及其制品,300640808.0
80,第80章  锡及其制品,413547644.0
81,第81章  其他贱金属、金属陶瓷及其制品,2385598970.0
82,第82章  贱金属工具、器具、利口器、餐匙、餐叉及其零件,12982314370.0
