Commodity code,Commodity,Renminbi Yuan
1,Live animals,310381464.0
2,Meat and edible meat offal,529412026.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",7105587050.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",320800570.0
5,"roducts of animal origin,not elsewhere specified or included",1297137195.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",232791221.0
7,Edible vegetables and certain roots and tubers,5996932274.0
8,Edible fruit and nuts; peel of citrus fruit or melons,4786252019.0
9,"Coffee, tea, maté and spices",2037398312.0
10,Cereals,330632737.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,528716300.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",1156297528.0
13,"Lac; gums, resins and other vegetable saps and extracts",775687638.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,60416515.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,725485165.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",5592320281.0
17,Sugars and sugar confectionery,1169410720.0
18,Cocoa and cocoa preparations,284154156.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1389255312.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",4486583585.0
21,Miscellaneous edible preparations,2324469228.0
22,"Beverages, spirits and vinegar",1537658166.0
23,Residues and waste from the food industries; prepared animal fodder,1508477810.0
24,Tobacco and manufactured tobacco substitutes,821371084.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",1881278482.0
26,"Ores, slag and ash",2055357229.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27774369477.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",9541276558.0
29,Organic chemicals,30184436713.0
30,Pharmaceutical products,5299358535.0
31,Fertilisers,4609672778.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,4270744891.0
33,Essential oils and resinoids; perfumery,4096503268.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2613190824.0
35,Albuminoidal substances; modified starches;,1884923211.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,784781684.0
37,Photographic or cinematographic goods,607168310.0
38,Miscellaneous chemical products,9437715853.0
39,Plastics and articles thereof,48116541188.0
40,Rubber and articles thereof,13072889144.0
41,Raw hides and skins (other than furskins) and leather,394036659.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",16917625349.0
43,Furskins and artificial fur; manufactures thereof,4142254128.0
44,Wood and articles of wood; wood charcoal,7896002695.0
45,Cork and articles of cork,14096841.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",872469916.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,68900482.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",12875434768.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2539943713.0
50,ilk,479609248.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1231002849.0
52,Cotton,7983067020.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,573913969.0
54,Man-made filaments; strip and the like of man-made textile materials,12254740836.0
55,Man-made staple fibres,6425089642.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",3386269340.0
57,Carpets and other textile floor coverings,1823146647.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2807920250.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",4262676436.0
60,Knitted or crocheted fabrics,10888408717.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",50658941797.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",43173140285.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,17143540973.0
64,"Footwear, gaiters and the like; parts of such articles",27208213688.0
65,Headgear and parts thereof,2948520666.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",1325869601.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,4971103823.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",6016941418.0
69,Geramic products,15404366554.0
70,Glass and glassware,10387458692.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",13528630672.0
72,Iron and steel,23361772426.0
73,Articles of iron or steel,40472097377.0
74,Copper and articles thereof,3325205296.0
75,Nickel and articles thereof,374547821.0
76,Aluminium and articles thereof,14690400546.0
78,Lead and articles thereof,53881442.0
79,Zinc and articles thereof,141216445.0
80,Tin and articles thereof,38625774.0
81,Other base metals; cermets; articles thereof,2109793601.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9543870807.0
83,Miscellaneous articles of base metal,10878479552.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",231094855756.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",446896384924.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",4749508226.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",45268884033.0
88,"Aircraft, spacecraft, and parts thereof",1574155717.0
89,"Ships, boats and floating structures",15203258291.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",44887579357.0
91,Clocks and watches and parts thereof,2920813298.0
92,Musical instruments; parts and accessories of such articles,1245561997.0
93,Arms and ammunition; parts and accessories thereof,88466507.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",53140132582.0
95,"Toys, games and sports requisites;parts and accessories thereof",53739888015.0
96,Miscellaneous manufactured articles,10638186570.0
97,"Works of art, collectors' pieces and antiques",294362963.0
98,Commodities not classified accroding to kind,10661334617.0
