Commodity code,Commodity,Renminbi Yuan
1,Live animals,364467494.0
2,Meat and edible meat offal,478047401.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",7982192522.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",353166815.0
5,"roducts of animal origin,not elsewhere specified or included",1241799650.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",262218922.0
7,Edible vegetables and certain roots and tubers,7540411430.0
8,Edible fruit and nuts; peel of citrus fruit or melons,6505114720.0
9,"Coffee, tea, maté and spices",2159560590.0
10,Cereals,528367050.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,518978869.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",2429105091.0
13,"Lac; gums, resins and other vegetable saps and extracts",905183864.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,80429804.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,825081148.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",5672939412.0
17,Sugars and sugar confectionery,1202736201.0
18,Cocoa and cocoa preparations,300281979.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1433844846.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",5247902967.0
21,Miscellaneous edible preparations,2673696387.0
22,"Beverages, spirits and vinegar",1262829998.0
23,Residues and waste from the food industries; prepared animal fodder,1632418940.0
24,Tobacco and manufactured tobacco substitutes,950269799.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",1937807780.0
26,"Ores, slag and ash",1587438258.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",33358198251.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",9409060745.0
29,Organic chemicals,30445595040.0
30,Pharmaceutical products,5308666483.0
31,Fertilisers,4319775853.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,4384852610.0
33,Essential oils and resinoids; perfumery,3183513052.0
