Commodity code,Commodity,US dollar
1,Live animals,57978482.0
2,Meat and edible meat offal,69113146.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1071663333.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",51300237.0
5,"roducts of animal origin,not elsewhere specified or included",131248494.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",42639928.0
7,Edible vegetables and certain roots and tubers,993701505.0
8,Edible fruit and nuts; peel of citrus fruit or melons,961438141.0
9,"Coffee, tea, maté and spices",322417823.0
10,Cereals,49812124.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,48973507.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",364344033.0
13,"Lac; gums, resins and other vegetable saps and extracts",135186514.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,17464826.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,125149058.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",980715157.0
17,Sugars and sugar confectionery,160994407.0
18,Cocoa and cocoa preparations,35423558.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",172388497.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",686433501.0
21,Miscellaneous edible preparations,390436208.0
22,"Beverages, spirits and vinegar",164686355.0
23,Residues and waste from the food industries; prepared animal fodder,246319357.0
24,Tobacco and manufactured tobacco substitutes,66567807.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",300422805.0
26,"Ores, slag and ash",126040793.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2309222821.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1445016940.0
29,Organic chemicals,4876854005.0
30,Pharmaceutical products,1430804119.0
31,Fertilisers,711029792.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,728838485.0
33,Essential oils and resinoids; perfumery,467591591.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",489185564.0
35,Albuminoidal substances; modified starches;,322157735.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,69259325.0
37,Photographic or cinematographic goods,82102256.0
38,Miscellaneous chemical products,1865527309.0
39,Plastics and articles thereof,10275980344.0
40,Rubber and articles thereof,2358663807.0
41,Raw hides and skins (other than furskins) and leather,62577831.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2339954914.0
43,Furskins and artificial fur; manufactures thereof,444579383.0
44,Wood and articles of wood; wood charcoal,1410516905.0
45,Cork and articles of cork,3434495.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",159584931.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10324748.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1998975984.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",351179737.0
50,ilk,43390360.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",134201046.0
52,Cotton,1093375969.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,125420450.0
54,Man-made filaments; strip and the like of man-made textile materials,1864131253.0
55,Man-made staple fibres,969348908.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",788051360.0
57,Carpets and other textile floor coverings,334689452.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,424172599.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",637703827.0
60,Knitted or crocheted fabrics,1630319097.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",5956459062.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",4913713782.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,4214947787.0
64,"Footwear, gaiters and the like; parts of such articles",3527218448.0
65,Headgear and parts thereof,369820627.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",206929370.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,1148882690.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1397821900.0
69,Geramic products,3042137034.0
70,Glass and glassware,1991680706.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2732956826.0
72,Iron and steel,3057707979.0
73,Articles of iron or steel,7094411933.0
74,Copper and articles thereof,556735402.0
75,Nickel and articles thereof,32265822.0
76,Aluminium and articles thereof,2373467272.0
78,Lead and articles thereof,2595324.0
79,Zinc and articles thereof,20399435.0
80,Tin and articles thereof,14089339.0
81,Other base metals; cermets; articles thereof,241648939.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1821178104.0
83,Miscellaneous articles of base metal,2266248058.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",42685866462.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",81043499964.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",1145471561.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",8466020680.0
88,"Aircraft, spacecraft, and parts thereof",149002524.0
89,"Ships, boats and floating structures",1917116578.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",7628144143.0
91,Clocks and watches and parts thereof,385914638.0
92,Musical instruments; parts and accessories of such articles,229923376.0
93,Arms and ammunition; parts and accessories thereof,23789264.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",12709085229.0
95,"Toys, games and sports requisites;parts and accessories thereof",8111442809.0
96,Miscellaneous manufactured articles,1918697061.0
97,"Works of art, collectors' pieces and antiques",74348610.0
98,Commodities not classified accroding to kind,3303938912.0
99,Articles of B2B cross-border e-commerce in simplified customs procedures,105553468.0
