Commodity code,Commodity,US dollar
1,Live animals,35080132.0
2,Meat and edible meat offal,71841262.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1079662132.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",49422576.0
5,"roducts of animal origin,not elsewhere specified or included",167480947.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",33990513.0
7,Edible vegetables and certain roots and tubers,905942816.0
8,Edible fruit and nuts; peel of citrus fruit or melons,874384164.0
9,"Coffee, tea, maté and spices",276809072.0
10,Cereals,93768707.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,75125320.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",269691720.0
13,"Lac; gums, resins and other vegetable saps and extracts",117090314.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,11715596.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,102800609.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",735591760.0
17,Sugars and sugar confectionery,166625093.0
18,Cocoa and cocoa preparations,38941708.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",187753826.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",663701948.0
21,Miscellaneous edible preparations,334869218.0
22,"Beverages, spirits and vinegar",160419913.0
23,Residues and waste from the food industries; prepared animal fodder,209820064.0
24,Tobacco and manufactured tobacco substitutes,117291867.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",243134574.0
26,"Ores, slag and ash",154384289.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3506808667.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1324380221.0
29,Organic chemicals,4092835721.0
30,Pharmaceutical products,784501929.0
31,Fertilisers,535441953.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,589189904.0
33,Essential oils and resinoids; perfumery,487973939.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",363622052.0
35,Albuminoidal substances; modified starches;,259807649.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,44263558.0
37,Photographic or cinematographic goods,91714563.0
38,Miscellaneous chemical products,1327522090.0
39,Plastics and articles thereof,6923132350.0
40,Rubber and articles thereof,1664032659.0
41,Raw hides and skins (other than furskins) and leather,52893796.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2483630537.0
43,Furskins and artificial fur; manufactures thereof,578868469.0
44,Wood and articles of wood; wood charcoal,1113362767.0
45,Cork and articles of cork,2143449.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",129770404.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10888743.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1805082286.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",315772595.0
50,ilk,68197711.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",181328242.0
52,Cotton,1218979250.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,146918180.0
54,Man-made filaments; strip and the like of man-made textile materials,1805807853.0
55,Man-made staple fibres,1020462540.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",522223194.0
57,Carpets and other textile floor coverings,263355400.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,426793337.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",649347802.0
60,Knitted or crocheted fabrics,1566610744.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",6163849082.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",5286025386.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,2436727077.0
64,"Footwear, gaiters and the like; parts of such articles",3601129176.0
65,Headgear and parts thereof,356023219.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",198823265.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,807385232.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",886699287.0
69,Geramic products,2285514258.0
70,Glass and glassware,1480378048.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1577060548.0
72,Iron and steel,2970194994.0
73,Articles of iron or steel,5410283596.0
74,Copper and articles thereof,487315522.0
75,Nickel and articles thereof,391513736.0
76,Aluminium and articles thereof,2068210961.0
78,Lead and articles thereof,4570654.0
79,Zinc and articles thereof,29986187.0
80,Tin and articles thereof,6898451.0
81,Other base metals; cermets; articles thereof,261024383.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1325195260.0
83,Miscellaneous articles of base metal,1592714206.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",34363542266.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",63629745146.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",701501210.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",5965410410.0
88,"Aircraft, spacecraft, and parts thereof",219077607.0
89,"Ships, boats and floating structures",1559273047.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",6020382027.0
91,Clocks and watches and parts thereof,413772084.0
92,Musical instruments; parts and accessories of such articles,156973132.0
93,Arms and ammunition; parts and accessories thereof,11609610.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",7806713482.0
95,"Toys, games and sports requisites;parts and accessories thereof",5937437948.0
96,Miscellaneous manufactured articles,1557998751.0
97,"Works of art, collectors' pieces and antiques",40672962.0
98,Commodities not classified accroding to kind,1431962589.0
