商品编码,商品名称,美元
1,第1章 活动物,42669773
2,第2章 肉及食用...,84367708
3,第3章 鱼、甲壳...,815859473
4,第4章 乳品；蛋...,63993199
5,第5章 其他动物...,124400408
6,第6章 活树及其...,47161667
7,第7章 食用蔬菜...,957358759
8,第8章 食用水果...,554308225
9,第9章 咖啡、茶...,318186213
10,第10章 谷物,106736399
11,第11章 制粉工业...,67923691
12,第12章 含油子仁...,210263206
13,第13章 虫胶；树...,178845763
14,第14章 编结用植...,20928017
15,动、植物或微生物油、...,318668252
16,第16章 肉、鱼、...,917593121
17,第17章 糖及糖食,271280455
18,第18章 可可及可...,49986485
19,第19章 谷物、粮...,224485922
20,第20章 蔬菜、水...,782856180
21,第21章 杂项食品,593042618
22,第22章 饮料、酒...,284024591
23,第23章 食品工业...,317424779
24,第24章 烟草、烟...,796487423
25,第25章 盐；硫磺...,268650828
26,第26章 矿砂、矿...,364263587
27,第27章 矿物燃料...,5508066964
28,第28章 无机化学...,2618368133
29,第29章 有机化学...,6405841617
30,第30章 药品,990528038
31,第31章 肥料,1083836044
32,第32章 鞣料浸膏...,810633768
33,第33章 精油及香...,712693832
34,第34章 肥皂、有...,639920992
35,第35章 蛋白类物...,388825529
36,第36章 炸药；烟...,49617818
37,第37章 照相及电...,108194212
38,第38章 杂项化学...,2780129075
39,第39章 塑料及其...,10896521430
40,第40章 橡胶及其...,2869214742
41,第41章 生皮（毛...,69920852
42,第42章 皮革制品...,3081202836
43,第43章 毛皮、人...,149951917
44,第44章 木及木制...,1307502931
45,第45章 软木及软...,4599937
46,第46章 稻草、秸...,122511010
47,第47章 木浆及其...,22035239
48,第48章 纸及纸板...,2442061865
49,第49章 书籍、报...,369641246
50,第50章 蚕丝,67249379
51,第51章 羊毛、动...,163891505
52,第52章 棉花,910940681
53,第53章 其他植物...,176443638
54,第54章 化学纤维...,2421107165
55,第55章 化学纤维...,1086327161
56,第56章 絮胎、毡...,629728575
57,第57章 地毯及纺...,335979553
58,第58章 特种机织...,460486877
59,第59章 浸渍、涂...,759306859
60,第60章 针织物及...,1886320343
61,第61章 针织或钩...,7762549372
62,第62章 非针织或...,6003371296
63,第63章 其他纺织...,2938540908
64,第64章 鞋靴、护...,4142725930
65,第65章 帽类及其...,487662427
66,第66章 雨伞、阳...,220303878
67,第67章 已加工羽...,793630011
68,第68章 石料、石...,956477094
69,第69章 陶瓷产品,2092513613
70,第70章 玻璃及其...,2039721716
71,第71章 天然或养...,2796090242
72,第72章 钢铁,5331731147
73,第73章 钢铁制品,7779609176
74,第74章 铜及其制...,806851730
75,第75章 镍及其制...,137628374
76,第76章 铝及其制...,2856000239
78,第78章 铅及其制...,84361855
79,第79章 锌及其制...,12305002
80,第80章 锡及其制...,22308940
81,第81章 其他贱金...,402615272
82,第82章 贱金属工...,1969716807
83,第83章 贱金属杂...,2159142573
84,第84章 核反应堆...,43774198214
85,第85章 电机、电...,85189113624
86,第86章 铁道及电...,1019679756
87,第87章 车辆及其...,16958898172
88,第88章 航空器、...,753331614
89,第89章 船舶及浮...,2222003061
90,第90章 光学、照...,6155096662
91,第91章 钟表及其...,422149323
92,第92章 乐器及其...,210690103
93,第93章 武器、弹...,20036819
94,第94章 家具；寝...,10070128259
95,第95章 玩具、游...,8792907716
96,第96章 杂项制品,2339390294
97,第97章 艺术品、...,64976385
98,第98章 特殊交易...,5610491322
99,跨境电商B2B简化申...,228345113
