Commodity code,Commodity,US dollar
1,Live animals,54401866.0
2,Meat and edible meat offal,71127295.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1025437785.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",49211470.0
5,"roducts of animal origin,not elsewhere specified or included",123717694.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",29949143.0
7,Edible vegetables and certain roots and tubers,821496818.0
8,Edible fruit and nuts; peel of citrus fruit or melons,361040531.0
9,"Coffee, tea, maté and spices",253144977.0
10,Cereals,26628945.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,52980913.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",239061987.0
13,"Lac; gums, resins and other vegetable saps and extracts",119172059.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,13233805.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,56931103.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",583281977.0
17,Sugars and sugar confectionery,136701426.0
18,Cocoa and cocoa preparations,23470469.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",123462555.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",626084754.0
21,Miscellaneous edible preparations,281585599.0
22,"Beverages, spirits and vinegar",200869080.0
23,Residues and waste from the food industries; prepared animal fodder,243159945.0
24,Tobacco and manufactured tobacco substitutes,120980475.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",291720401.0
26,"Ores, slag and ash",23198168.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2020861952.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1041557673.0
29,Organic chemicals,3822601538.0
30,Pharmaceutical products,536194851.0
31,Fertilisers,520044925.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,498679185.0
33,Essential oils and resinoids; perfumery,292660605.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",245397373.0
35,Albuminoidal substances; modified starches;,200016423.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,34901915.0
37,Photographic or cinematographic goods,91959938.0
38,Miscellaneous chemical products,1185974550.0
39,Plastics and articles thereof,4708439569.0
40,Rubber and articles thereof,1567082809.0
41,Raw hides and skins (other than furskins) and leather,59535743.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",1572801184.0
43,Furskins and artificial fur; manufactures thereof,131406332.0
44,Wood and articles of wood; wood charcoal,895241865.0
45,Cork and articles of cork,1786148.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",123553880.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10059565.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1279779566.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",230417255.0
50,ilk,88150228.0
