商品编码,商品名称,美元
1,第1章 活动物,21458572
2,第2章 肉及食用...,47271057
3,第3章 鱼、甲壳...,531210933
4,第4章 乳品；蛋...,40129269
5,第5章 其他动物...,131609655
6,第6章 活树及其...,27306389
7,第7章 食用蔬菜...,460620474
8,第8章 食用水果...,242599052
9,第9章 咖啡、茶...,172758285
10,第10章 谷物,53523794
11,第11章 制粉工业...,50208667
12,第12章 含油子仁...,152180834
13,第13章 虫胶；树...,100878213
14,第14章 编结用植...,6002921
15,第15章 动、植物...,54188666
16,第16章 肉、鱼、...,363989104
17,第17章 糖及糖食,98143021
18,第18章 可可及可...,19883108
19,第19章 谷物、粮...,117899802
20,第20章 蔬菜、水...,408009799
21,第21章 杂项食品,206360517
22,第22章 饮料、酒...,121943330
23,第23章 食品工业...,163434925
24,第24章 烟草、烟...,35960600
25,第25章 盐；硫磺...,189808657
26,第26章 矿砂、矿...,83261903
27,第27章 矿物燃料...,2883433645
28,第28章 无机化学...,1100767021
29,第29章 有机化学...,3883771541
30,第30章 药品,549160698
31,第31章 肥料,380280074
32,第32章 鞣料浸膏...,457603429
33,第33章 精油及香...,321635529
34,第34章 肥皂、有...,226619419
35,第35章 蛋白类物...,172707403
36,第36章 炸药；烟...,61255758
37,第37章 照相及电...,72865166
38,第38章 杂项化学...,1068754203
39,第39章 塑料及其...,4319160617
40,第40章 橡胶及其...,1221699509
41,第41章 生皮（毛...,30815038
42,第42章 皮革制品...,1337835670
43,第43章 毛皮、人...,69358038
44,第44章 木及木制...,636980904
45,第45章 软木及软...,1257139
46,第46章 稻草、秸...,96543035
47,第47章 木浆及其...,11453710
48,第48章 纸及纸板...,1177115563
49,第49章 书籍、报...,176674680
50,第50章 蚕丝,59600736
51,第51章 羊毛、动...,164085593
52,第52章 棉花,713095842
53,第53章 其他植物...,85175373
54,第54章 化学纤维...,1153543431
55,第55章 化学纤维...,672436650
56,第56章 絮胎、毡...,309502321
57,第57章 地毯及纺...,139876070
58,第58章 特种机织...,228677416
59,第59章 浸渍、涂...,423220444
60,第60章 针织物及...,747306256
61,第61章 针织或钩...,3218915128
62,第62章 非针织或...,3349833260
63,第63章 其他纺织...,1407274732
64,第64章 鞋靴、护...,2312228024
65,第65章 帽类及其...,273534664
66,第66章 雨伞、阳...,168879471
67,第67章 已加工羽...,396901878
68,第68章 石料、石...,574660247
69,第69章 陶瓷产品,1257772273
70,第70章 玻璃及其...,930747515
71,第71章 天然或养...,723485823
72,第72章 钢铁,2686127964
73,第73章 钢铁制品,3604076993
74,第74章 铜及其制...,472428922
75,第75章 镍及其制...,24877152
76,第76章 铝及其制...,1456906519
78,第78章 铅及其制...,3283130
79,第79章 锌及其制...,10193467
80,第80章 锡及其制...,5065475
81,第81章 其他贱金...,222054815
82,第82章 贱金属工...,830434046
83,第83章 贱金属杂...,902304677
84,第84章 核反应堆...,25581269477
85,第85章 电机、电...,36703111229
86,第86章 铁道及电...,604947440
87,第87章 车辆及其...,4121681582
88,第88章 航空器、...,239816002
89,第89章 船舶及浮...,997961955
90,第90章 光学、照...,4370012663
91,第91章 钟表及其...,194990549
92,第92章 乐器及其...,88041966
93,第93章 武器、弹...,9782766
94,第94章 家具；寝...,4869652859
95,第95章 玩具、游...,2399975894
96,第96章 杂项制品,771640056
97,第97章 艺术品、...,13891187
98,第98章 特殊交易...,676498762
