Commodity code,Commodity,US dollar
1,Live animals,33634859.0
2,Meat and edible meat offal,62261737.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1336738159.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",57148544.0
5,"roducts of animal origin,not elsewhere specified or included",194104909.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",44975699.0
7,Edible vegetables and certain roots and tubers,773612874.0
8,Edible fruit and nuts; peel of citrus fruit or melons,543831500.0
9,"Coffee, tea, maté and spices",295053542.0
10,Cereals,59138592.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,58852419.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",313073114.0
13,"Lac; gums, resins and other vegetable saps and extracts",138020397.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,11513035.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,85723653.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",962457248.0
17,Sugars and sugar confectionery,164561934.0
18,Cocoa and cocoa preparations,41592589.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",220989836.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",695854940.0
21,Miscellaneous edible preparations,319768978.0
22,"Beverages, spirits and vinegar",133870138.0
23,Residues and waste from the food industries; prepared animal fodder,238898860.0
24,Tobacco and manufactured tobacco substitutes,72137371.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",297400213.0
26,"Ores, slag and ash",78776547.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3637764976.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1562084849.0
29,Organic chemicals,5147073653.0
30,Pharmaceutical products,716329419.0
31,Fertilisers,614252580.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,614965342.0
33,Essential oils and resinoids; perfumery,488711805.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",371663240.0
35,Albuminoidal substances; modified starches;,291606569.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,69695079.0
37,Photographic or cinematographic goods,88122328.0
38,Miscellaneous chemical products,1436040138.0
39,Plastics and articles thereof,7445631474.0
40,Rubber and articles thereof,1883312126.0
41,Raw hides and skins (other than furskins) and leather,61626798.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2780089467.0
43,Furskins and artificial fur; manufactures thereof,346500328.0
44,Wood and articles of wood; wood charcoal,1298599478.0
45,Cork and articles of cork,2350049.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",179209284.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,11048999.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1809446744.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",333139454.0
50,ilk,76358146.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",194150200.0
52,Cotton,1378435477.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,174234828.0
54,Man-made filaments; strip and the like of man-made textile materials,2222864559.0
55,Man-made staple fibres,1205522451.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",541609787.0
57,Carpets and other textile floor coverings,250479814.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,527565694.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",748447752.0
60,Knitted or crocheted fabrics,1674397035.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",6262664887.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",6305420138.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,2609774030.0
64,"Footwear, gaiters and the like; parts of such articles",5152154463.0
65,Headgear and parts thereof,416282111.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",372161564.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,721335698.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1039742993.0
69,Geramic products,2357186938.0
70,Glass and glassware,1590515280.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1731470315.0
72,Iron and steel,3772705661.0
73,Articles of iron or steel,6359438082.0
74,Copper and articles thereof,627081334.0
75,Nickel and articles thereof,28594042.0
76,Aluminium and articles thereof,2492287255.0
78,Lead and articles thereof,5041619.0
79,Zinc and articles thereof,19697616.0
80,Tin and articles thereof,14969942.0
81,Other base metals; cermets; articles thereof,346656094.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1547149169.0
83,Miscellaneous articles of base metal,1876327523.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",35715878637.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",55417078324.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",899185554.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",6540694732.0
88,"Aircraft, spacecraft, and parts thereof",290719587.0
89,"Ships, boats and floating structures",2839314108.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",6010850031.0
91,Clocks and watches and parts thereof,451759162.0
92,Musical instruments; parts and accessories of such articles,140420218.0
