Commodity code,Commodity,US dollar
1,Live animals,92642498.0
2,Meat and edible meat offal,93763448.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1249448056.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",48507143.0
5,"roducts of animal origin,not elsewhere specified or included",178315865.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",51131164.0
7,Edible vegetables and certain roots and tubers,1027280135.0
8,Edible fruit and nuts; peel of citrus fruit or melons,936226554.0
9,"Coffee, tea, maté and spices",346188263.0
10,Cereals,97690379.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,79715065.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",349644869.0
13,"Lac; gums, resins and other vegetable saps and extracts",147870850.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,16059768.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,106794503.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",868414393.0
17,Sugars and sugar confectionery,168856830.0
18,Cocoa and cocoa preparations,47264097.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",204491092.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",784987294.0
21,Miscellaneous edible preparations,411301255.0
22,"Beverages, spirits and vinegar",213180260.0
23,Residues and waste from the food industries; prepared animal fodder,259802772.0
24,Tobacco and manufactured tobacco substitutes,241924523.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",292018393.0
26,"Ores, slag and ash",161382287.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4710352852.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1548891764.0
29,Organic chemicals,4896024488.0
30,Pharmaceutical products,852133242.0
31,Fertilisers,487804960.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,727719939.0
33,Essential oils and resinoids; perfumery,494140833.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",415938512.0
35,Albuminoidal substances; modified starches;,311131466.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,74733320.0
37,Photographic or cinematographic goods,103694488.0
38,Miscellaneous chemical products,1492171731.0
39,Plastics and articles thereof,8316529894.0
40,Rubber and articles thereof,1928131499.0
41,Raw hides and skins (other than furskins) and leather,61689382.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",3005685101.0
43,Furskins and artificial fur; manufactures thereof,657871643.0
44,Wood and articles of wood; wood charcoal,1239892981.0
45,Cork and articles of cork,2396416.0
