Commodity code,Commodity,US dollar
1,Live animals,40602593.0
2,Meat and edible meat offal,73423255.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",964420107.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",45362451.0
5,"roducts of animal origin,not elsewhere specified or included",213272411.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",32733677.0
7,Edible vegetables and certain roots and tubers,831620879.0
8,Edible fruit and nuts; peel of citrus fruit or melons,524061666.0
9,"Coffee, tea, maté and spices",325255754.0
10,Cereals,93086965.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,76152519.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",146279595.0
13,"Lac; gums, resins and other vegetable saps and extracts",120310045.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9008241.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,125232553.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",704585729.0
17,Sugars and sugar confectionery,163547660.0
18,Cocoa and cocoa preparations,38004412.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",200659566.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",625360327.0
21,Miscellaneous edible preparations,331103618.0
22,"Beverages, spirits and vinegar",172168044.0
23,Residues and waste from the food industries; prepared animal fodder,236908597.0
24,Tobacco and manufactured tobacco substitutes,110850992.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",257777184.0
26,"Ores, slag and ash",95717920.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3048203992.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1392636816.0
29,Organic chemicals,4580267890.0
30,Pharmaceutical products,751355669.0
31,Fertilisers,642750262.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,656653145.0
33,Essential oils and resinoids; perfumery,602955559.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",403898313.0
35,Albuminoidal substances; modified starches;,277715784.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,108531148.0
37,Photographic or cinematographic goods,89658093.0
38,Miscellaneous chemical products,1415162701.0
39,Plastics and articles thereof,7314064363.0
40,Rubber and articles thereof,1891839197.0
41,Raw hides and skins (other than furskins) and leather,52419927.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2526561246.0
43,Furskins and artificial fur; manufactures thereof,399900106.0
44,Wood and articles of wood; wood charcoal,1094164674.0
45,Cork and articles of cork,1969465.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",132823142.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,12386784.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1997116673.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",425031045.0
50,ilk,76833209.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",163629501.0
52,Cotton,1086647589.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,75590971.0
54,Man-made filaments; strip and the like of man-made textile materials,1817186956.0
55,Man-made staple fibres,987548988.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",503563138.0
57,Carpets and other textile floor coverings,249274987.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,416940296.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",656441618.0
60,Knitted or crocheted fabrics,1658635160.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",7795197044.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",6676496761.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,2485803954.0
64,"Footwear, gaiters and the like; parts of such articles",4411187073.0
65,Headgear and parts thereof,487554812.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",191595726.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,750646033.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",926283086.0
69,Geramic products,2289374448.0
70,Glass and glassware,1559928738.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1774250755.0
