商品编码,商品名称,美元
1,第1章 活动物,8731390
2,第2章 肉及食用...,76862141
3,第3章 鱼、甲壳...,1059969903
4,第4章 乳品；蛋...,69721041
5,第5章 其他动物...,162192958
6,第6章 活树及其...,65344889
7,第7章 食用蔬菜...,937004068
8,第8章 食用水果...,611047847
9,第9章 咖啡、茶...,330271143
10,第10章 谷物,97650027
11,第11章 制粉工业...,78167150
12,第12章 含油子仁...,385827147
13,第13章 虫胶；树...,201111153
14,第14章 编结用植...,24285731
15,动、植物或微生物油、...,296618113
16,第16章 肉、鱼、...,1053930712
17,第17章 糖及糖食,288055693
18,第18章 可可及可...,44813644
19,第19章 谷物、粮...,256626947
20,第20章 蔬菜、水...,853966137
21,第21章 杂项食品,572774428
22,第22章 饮料、酒...,216198181
23,第23章 食品工业...,408836795
24,第24章 烟草、烟...,794212454
25,第25章 盐；硫磺...,279474387
26,第26章 矿砂、矿...,327583545
27,第27章 矿物燃料...,4345472518
28,第28章 无机化学...,2204764490
29,第29章 有机化学...,6953719336
30,第30章 药品,1067277462
31,第31章 肥料,357255043
32,第32章 鞣料浸膏...,925017422
33,第33章 精油及香...,720038821
34,第34章 肥皂、有...,672843273
35,第35章 蛋白类物...,416939448
36,第36章 炸药；烟...,84642975
37,第37章 照相及电...,112570352
38,第38章 杂项化学...,2505367137
39,第39章 塑料及其...,12698811547
40,第40章 橡胶及其...,2999809929
41,第41章 生皮（毛...,92967901
42,第42章 皮革制品...,3592210079
43,第43章 毛皮、人...,55407701
44,第44章 木及木制...,1507921924
45,第45章 软木及软...,3292218
46,第46章 稻草、秸...,158500397
47,第47章 木浆及其...,25113822
48,第48章 纸及纸板...,2674297813
49,第49章 书籍、报...,354737356
50,第50章 蚕丝,71073943
51,第51章 羊毛、动...,183400004
52,第52章 棉花,1044654179
53,第53章 其他植物...,236171179
54,第54章 化学纤维...,2942947239
55,第55章 化学纤维...,1385323887
56,第56章 絮胎、毡...,722840653
57,第57章 地毯及纺...,396281525
58,第58章 特种机织...,574243371
59,第59章 浸渍、涂...,983584160
60,第60章 针织物及...,2060674179
61,第61章 针织或钩...,7144912545
62,第62章 非针织或...,6229700169
63,第63章 其他纺织...,3069720589
64,第64章 鞋靴、护...,5738053527
65,第65章 帽类及其...,584979372
66,第66章 雨伞、阳...,397053600
67,第67章 已加工羽...,1032959616
68,第68章 石料、石...,1204070989
69,第69章 陶瓷产品,2739483936
70,第70章 玻璃及其...,2557005278
71,第71章 天然或养...,2608265449
72,第72章 钢铁,5558247165
73,第73章 钢铁制品,9222975406
74,第74章 铜及其制...,824379347
75,第75章 镍及其制...,150023467
76,第76章 铝及其制...,3466925820
78,第78章 铅及其制...,13495527
79,第79章 锌及其制...,16318913
80,第80章 锡及其制...,35935616
81,第81章 其他贱金...,488281722
82,第82章 贱金属工...,2310387279
83,第83章 贱金属杂...,2802337508
84,第84章 核反应堆...,46200601734
85,第85章 电机、电...,77461076505
86,第86章 铁道及电...,1238767683
87,第87章 车辆及其...,17271495351
88,第88章 航空器、...,398142687
89,第89章 船舶及浮...,4777155407
90,第90章 光学、照...,6097386989
91,第91章 钟表及其...,433781844
92,第92章 乐器及其...,177918463
93,第93章 武器、弹...,23324848
94,第94章 家具；寝...,13174834539
95,第95章 玩具、游...,6510851847
96,第96章 杂项制品,2698940733
97,第97章 艺术品、...,156776529
98,第98章 特殊交易...,6850443762
99,跨境电商B2B简化申...,61575746
