Commodity code,Commodity,US dollar
1,Live animals,8257216.0
2,Meat and edible meat offal,92883956.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1105989594.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",75903656.0
5,"roducts of animal origin,not elsewhere specified or included",192501461.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",65274521.0
7,Edible vegetables and certain roots and tubers,942221599.0
8,Edible fruit and nuts; peel of citrus fruit or melons,711064747.0
9,"Coffee, tea, maté and spices",341248611.0
10,Cereals,71581514.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,86872881.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",367258228.0
13,"Lac; gums, resins and other vegetable saps and extracts",202449879.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,31327394.0
15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats;animal or vegetable waxes",298391783.0
16,"Preparations of meat, of fish, crustaceans, molluscs or other aquatic invertebrates, or of insects",1081232202.0
17,Sugars and sugar confectionery,317208880.0
18,Cocoa and cocoa preparations,63699364.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",267041579.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",852759899.0
21,Miscellaneous edible preparations,620862080.0
22,"Beverages, spirits and vinegar",177411658.0
23,Residues and waste from the food industries; prepared animal fodder,357798571.0
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",784735577.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",281164000.0
26,"Ores, slag and ash",284533212.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3369564225.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",2070347946.0
29,Organic chemicals,7471945666.0
30,Pharmaceutical products,1171016312.0
31,Fertilisers,429544131.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,932433916.0
33,Essential oils and resinoids; perfumery,845774165.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",771541456.0
35,Albuminoidal substances; modified starches;,485458054.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,110280659.0
37,Photographic or cinematographic goods,124458028.0
38,Miscellaneous chemical products,2439019759.0
39,Plastics and articles thereof,12993054980.0
40,Rubber and articles thereof,3195314202.0
41,Raw hides and skins (other than furskins) and leather,96232029.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",3287865134.0
43,Furskins and artificial fur; manufactures thereof,55030473.0
44,Wood and articles of wood; wood charcoal,1588521880.0
45,Cork and articles of cork,5334830.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",155512346.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,22813843.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",2590477092.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",325293023.0
50,ilk,74708596.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",181384746.0
52,Cotton,1188757800.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,233038120.0
54,Man-made filaments; strip and the like of man-made textile materials,3246257344.0
55,Man-made staple fibres,1571779422.0
