Commodity code,Commodity,US dollar
1,Live animals,54863533.0
2,Meat and edible meat offal,75881841.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1055323281.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",43594723.0
5,"roducts of animal origin,not elsewhere specified or included",162449107.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",22450383.0
7,Edible vegetables and certain roots and tubers,908514567.0
8,Edible fruit and nuts; peel of citrus fruit or melons,273265175.0
9,"Coffee, tea, maté and spices",250619980.0
10,Cereals,18219851.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,44190712.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",177322168.0
13,"Lac; gums, resins and other vegetable saps and extracts",95948146.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9085186.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,50233310.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",658035294.0
17,Sugars and sugar confectionery,137157885.0
18,Cocoa and cocoa preparations,24782745.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",130333890.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",595008318.0
21,Miscellaneous edible preparations,249083345.0
22,"Beverages, spirits and vinegar",152898029.0
23,Residues and waste from the food industries; prepared animal fodder,238324755.0
24,Tobacco and manufactured tobacco substitutes,113117138.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",257251529.0
26,"Ores, slag and ash",27425165.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2217883961.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1076657932.0
29,Organic chemicals,3571460662.0
30,Pharmaceutical products,562912140.0
31,Fertilisers,586157986.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,536442900.0
33,Essential oils and resinoids; perfumery,361977841.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",268908468.0
35,Albuminoidal substances; modified starches;,212826413.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,66001251.0
37,Photographic or cinematographic goods,92422989.0
38,Miscellaneous chemical products,1178306006.0
39,Plastics and articles thereof,5328465054.0
40,Rubber and articles thereof,1608348541.0
41,Raw hides and skins (other than furskins) and leather,59240124.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2517356061.0
43,Furskins and artificial fur; manufactures thereof,389863065.0
44,Wood and articles of wood; wood charcoal,1180407063.0
45,Cork and articles of cork,1704475.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",107603089.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,8017520.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1468676425.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",299521544.0
50,ilk,98872291.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",225682734.0
52,Cotton,1201560435.0
