商品编码,商品名称,美元
1,第1章 活动物,46679376
2,第2章 肉及食用...,65962287
3,第3章 鱼、甲壳...,1031640586
4,第4章 乳品；蛋...,53993725
5,第5章 其他动物...,178997925
6,第6章 活树及其...,30881135
7,第7章 食用蔬菜...,918063020
8,第8章 食用水果...,528875380
9,第9章 咖啡、茶...,244419052
10,第10章 谷物,72575751
11,第11章 制粉工业...,47240405
12,第12章 含油子仁...,166463172
13,第13章 虫胶；树...,93715187
14,第14章 编结用植...,10267874
15,第15章 动、植物...,73629145
16,第16章 肉、鱼、...,725316371
17,第17章 糖及糖食,140931046
18,第18章 可可及可...,32991722
19,第19章 谷物、粮...,148380288
20,第20章 蔬菜、水...,609307203
21,第21章 杂项食品,277375455
22,第22章 饮料、酒...,157311804
23,第23章 食品工业...,186014468
24,第24章 烟草、烟...,114446164
25,第25章 盐；硫磺...,258739628
26,第26章 矿砂、矿...,101614260
27,第27章 矿物燃料...,2640237493
28,第28章 无机化学...,1373812423
29,第29章 有机化学...,3780309371
30,第30章 药品,623254004
31,第31章 肥料,460383984
32,第32章 鞣料浸膏...,534531126
33,第33章 精油及香...,463459691
34,第34章 肥皂、有...,309025094
35,第35章 蛋白类物...,237152111
36,第36章 炸药；烟...,64613282
37,第37章 照相及电...,89017686
38,第38章 杂项化学...,1342170734
39,第39章 塑料及其...,5803799052
40,第40章 橡胶及其...,1624357738
41,第41章 生皮（毛...,51302013
42,第42章 皮革制品...,2423202289
43,第43章 毛皮、人...,388489078
44,第44章 木及木制...,1040582418
45,第45章 软木及软...,1746309
46,第46章 稻草、秸...,108865885
47,第47章 木浆及其...,11202448
48,第48章 纸及纸板...,1580385614
49,第49章 书籍、报...,375146087
50,第50章 蚕丝,86547212
51,第51章 羊毛、动...,152800337
52,第52章 棉花,1324038480
53,第53章 其他植物...,73682806
54,第54章 化学纤维...,1344669355
55,第55章 化学纤维...,905413109
56,第56章 絮胎、毡...,420419427
57,第57章 地毯及纺...,207369226
58,第58章 特种机织...,392291151
59,第58章 浸渍、涂...,579319401
60,第60章 针织物及...,1390129127
61,第61章 针织或钩...,7214641841
62,第62章 非针织或...,6415216792
63,第63章 其他纺织...,2236757975
64,第64章 鞋靴、护...,3898276472
65,第65章 帽类及其...,402806665
66,第66章 雨伞、阳...,156377691
67,第67章 已加工羽...,546296868
68,第68章 石料、石...,911658915
69,第69章 陶瓷产品,1675767730
70,第70章 玻璃及其...,1295731418
71,第71章 天然或养...,1701208759
72,第72章 钢铁,3051351311
73,第73章 钢铁制品,4413567822
74,第74章 铜及其制...,506829221
75,第75章 镍及其制...,33895790
76,第76章 铝及其制...,1813297715
78,第78章 铅及其制...,5189755
79,第79章 锌及其制...,15193021
80,第80章 锡及其制...,4944659
81,第81章 其他贱金...,252230029
82,第82章 贱金属工...,1321317282
83,第83章 贱金属杂...,1349128964
84,第84章 核反应堆...,32410053164
85,第85章 电机、电...,55313538682
86,第86章 铁道及电...,922621541
87,第87章 车辆及其...,5659123325
88,第88章 航空器、...,334798218
89,第89章 船舶及浮...,2152362875
90,第90章 光学、照...,6409025304
91,第91章 钟表及其...,436714259
92,第92章 乐器及其...,158984989
93,第93章 武器、弹...,12010695
94,第94章 家具；寝...,7575583435
95,第95章 玩具、游...,7145348382
96,第96章 杂项制品,1223484830
97,第97章 艺术品、...,14580454
98,第98章 特殊交易...,434041580
