Commodity code,Commodity,US dollar
1,Live animals,46995510.0
2,Meat and edible meat offal,77827613.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1212618634.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",44474419.0
5,"roducts of animal origin,not elsewhere specified or included",158094138.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",26984439.0
7,Edible vegetables and certain roots and tubers,929061093.0
8,Edible fruit and nuts; peel of citrus fruit or melons,256237808.0
9,"Coffee, tea, maté and spices",280957622.0
10,Cereals,40474171.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,43694029.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",212147376.0
13,"Lac; gums, resins and other vegetable saps and extracts",128245954.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9228655.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,47725437.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",716941866.0
17,Sugars and sugar confectionery,142541691.0
18,Cocoa and cocoa preparations,30778360.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",132483266.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",666971095.0
21,Miscellaneous edible preparations,279796757.0
22,"Beverages, spirits and vinegar",212633564.0
23,Residues and waste from the food industries; prepared animal fodder,245346554.0
24,Tobacco and manufactured tobacco substitutes,130543712.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",261006216.0
26,"Ores, slag and ash",27388065.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1810720471.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1045205365.0
29,Organic chemicals,3801409564.0
30,Pharmaceutical products,622608092.0
31,Fertilisers,520039954.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,585861149.0
33,Essential oils and resinoids; perfumery,343294336.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",267569673.0
35,Albuminoidal substances; modified starches;,227641325.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,98902261.0
37,Photographic or cinematographic goods,97420504.0
38,Miscellaneous chemical products,1297053898.0
39,Plastics and articles thereof,5575475849.0
40,Rubber and articles thereof,1810613212.0
41,Raw hides and skins (other than furskins) and leather,62344652.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2559726850.0
43,Furskins and artificial fur; manufactures thereof,231652487.0
44,Wood and articles of wood; wood charcoal,1295676306.0
45,Cork and articles of cork,2080663.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",126882637.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10912546.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1489967328.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",271218890.0
50,ilk,119872699.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",241169240.0
52,Cotton,1421217209.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,64991042.0
54,Man-made filaments; strip and the like of man-made textile materials,1639833861.0
55,Man-made staple fibres,1181518082.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",474052484.0
57,Carpets and other textile floor coverings,227835725.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,444130947.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",663543641.0
60,Knitted or crocheted fabrics,1428051371.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",6174112500.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",5834088409.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,2275674842.0
64,"Footwear, gaiters and the like; parts of such articles",4029419685.0
65,Headgear and parts thereof,354795552.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",253342243.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,421360285.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1042418151.0
69,Geramic products,1535154649.0
70,Glass and glassware,1381637733.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1452034367.0
72,Iron and steel,3731956651.0
73,Articles of iron or steel,4486355091.0
74,Copper and articles thereof,751005884.0
75,Nickel and articles thereof,34833021.0
76,Aluminium and articles thereof,1862029757.0
78,Lead and articles thereof,7053238.0
79,Zinc and articles thereof,25228220.0
80,Tin and articles thereof,5653808.0
81,Other base metals; cermets; articles thereof,205980364.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1156617108.0
83,Miscellaneous articles of base metal,1347529446.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",29202569831.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",43991802868.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",523726274.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",5339659516.0
88,"Aircraft, spacecraft, and parts thereof",327575191.0
89,"Ships, boats and floating structures",1514484265.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",5666176200.0
91,Clocks and watches and parts thereof,474458756.0
92,Musical instruments; parts and accessories of such articles,134524833.0
93,Arms and ammunition; parts and accessories thereof,11955394.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",7299100351.0
95,"Toys, games and sports requisites;parts and accessories thereof",2749272578.0
96,Miscellaneous manufactured articles,1408182710.0
97,"Works of art, collectors' pieces and antiques",17193156.0
98,Commodities not classified accroding to kind,259409625.0
