Commodity code,Commodity,US dollar
1,Live animals,93607738.0
2,Meat and edible meat offal,97683745.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1378650668.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",54839862.0
5,"roducts of animal origin,not elsewhere specified or included",165424265.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",36009902.0
7,Edible vegetables and certain roots and tubers,1079606792.0
8,Edible fruit and nuts; peel of citrus fruit or melons,769338573.0
9,"Coffee, tea, maté and spices",284354263.0
10,Cereals,38195675.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,54802967.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",304116861.0
13,"Lac; gums, resins and other vegetable saps and extracts",109713649.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,11306207.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,66287800.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",730498120.0
17,Sugars and sugar confectionery,155441855.0
18,Cocoa and cocoa preparations,51915227.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",153774171.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",620589743.0
21,Miscellaneous edible preparations,299388909.0
22,"Beverages, spirits and vinegar",179720705.0
23,Residues and waste from the food industries; prepared animal fodder,214410605.0
24,Tobacco and manufactured tobacco substitutes,235097562.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",258488042.0
26,"Ores, slag and ash",18867309.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3203769354.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",1054390986.0
29,Organic chemicals,3852127811.0
30,Pharmaceutical products,798338499.0
31,Fertilisers,632894352.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,566384983.0
33,Essential oils and resinoids; perfumery,395451308.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",309667737.0
35,Albuminoidal substances; modified starches;,240034094.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,49738490.0
37,Photographic or cinematographic goods,91689721.0
38,Miscellaneous chemical products,1216038732.0
39,Plastics and articles thereof,6125382478.0
40,Rubber and articles thereof,1615188016.0
41,Raw hides and skins (other than furskins) and leather,47929179.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",3031063856.0
43,Furskins and artificial fur; manufactures thereof,323734908.0
44,Wood and articles of wood; wood charcoal,1290843837.0
45,Cork and articles of cork,1578458.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",143663960.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10713520.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1799549154.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",357011003.0
50,ilk,82582772.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",141016870.0
52,Cotton,1217502951.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,143509413.0
54,Man-made filaments; strip and the like of man-made textile materials,1496420976.0
55,Man-made staple fibres,976598995.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",425631146.0
57,Carpets and other textile floor coverings,227243321.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,393398286.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",614719670.0
60,Knitted or crocheted fabrics,1286579246.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",6475687112.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",6771664049.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,2290344137.0
64,"Footwear, gaiters and the like; parts of such articles",5152027618.0
65,Headgear and parts thereof,402065927.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",259867921.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,662982457.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1108412834.0
69,Geramic products,2214122625.0
70,Glass and glassware,1451948558.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2963555731.0
72,Iron and steel,3601628157.0
73,Articles of iron or steel,5084243124.0
74,Copper and articles thereof,510102261.0
75,Nickel and articles thereof,41823271.0
76,Aluminium and articles thereof,1920517332.0
78,Lead and articles thereof,3609749.0
79,Zinc and articles thereof,32203687.0
80,Tin and articles thereof,12573572.0
81,Other base metals; cermets; articles thereof,262214455.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1334748524.0
83,Miscellaneous articles of base metal,1860062384.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",34410527885.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",57164942789.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",749908055.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",5519841640.0
88,"Aircraft, spacecraft, and parts thereof",326732133.0
89,"Ships, boats and floating structures",2083350285.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",6489304548.0
91,Clocks and watches and parts thereof,544690580.0
92,Musical instruments; parts and accessories of such articles,131985493.0
93,Arms and ammunition; parts and accessories thereof,11408735.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",9413048355.0
95,"Toys, games and sports requisites;parts and accessories thereof",3972739349.0
96,Miscellaneous manufactured articles,1458034632.0
97,"Works of art, collectors' pieces and antiques",28786321.0
98,Commodities not classified accroding to kind,750405100.0
