商品编码,商品名称,美元
1,第1章 活动物,46065760
2,第2章 肉及食用...,97838411
3,第3章 鱼、甲壳...,1033456324
4,第4章 乳品;蛋...,48135003
5,第5章 其他动物...,144609342
6,第6章 活树及其...,20777171
7,第7章 食用蔬菜...,758699711
8,第8章 食用水果...,245084646
9,第9章 咖啡、茶...,224525904
10,第10章 谷物,31277917
11,第11章 制粉工业...,48298044
12,第12章 含油子仁...,206109761
13,第13章 虫胶;树...,106134053
14,第14章 编结用植...,9410850
15,第15章 动、植物...,52474277
16,第16章 肉、鱼、...,685684136
17,第17章 糖及糖食,138476375
18,第18章 可可及可...,29144575
19,第19章 谷物、粮...,125298025
20,第20章 蔬菜、水...,635341768
21,第21章 杂项食品,234273259
22,第22章 饮料、酒...,169591788
23,第23章 食品工业...,205872930
24,第24章 烟草、烟...,146380620
25,第25章 盐;硫磺...,274437234
26,第26章 矿砂、矿...,25728255
27,第27章 矿物燃料...,2371323958
28,第28章 无机化学...,1194601128
29,第29章 有机化学...,3598326838
30,第30章 药品,579707290
31,第31章 肥料,785099862
32,第32章 鞣料浸膏...,537346245
33,第33章 精油及香...,392688440
34,第34章 肥皂、有...,254446831
35,第35章 蛋白类物...,215472757
36,第36章 炸药;烟...,75357094
37,第37章 照相及电...,100262431
38,第38章 杂项化学...,1091348343
39,第39章 塑料及其...,5592242326
40,第40章 橡胶及其...,1903285105
41,第41章 生皮（毛...,61153401
42,第42章 皮革制品...,3028772319
43,第43章 毛皮、人...,367050880
44,第44章 木及木制...,1245802051
45,第45章 软木及软...,1956878
46,第46章 稻草、秸...,138037110
47,第47章 木浆及其...,8667064
48,第48章 纸及纸板...,1568881855
49,第49章 书籍、报...,340319813
50,第50章 蚕丝,103472928
51,第51章 羊毛、动...,204129950
52,第52章 棉花,1295536006
53,第53章 其他植物...,108050954
54,第54章 化学纤维...,1404746610
55,第55章 化学纤维...,1120864881
56,第56章 絮胎、毡...,440805109
57,第57章 地毯及纺...,233696182
58,第58章 特种机织...,450648452
59,第58章 浸渍、涂...,633847969
60,第60章 针织物及...,1384913793
61,第61章 针织或钩...,7517682753
62,第62章 非针织或...,7268733918
63,第63章 其他纺织...,2223480792
64,第64章 鞋靴、护...,5150756175
65,第65章 帽类及其...,405181806
66,第66章 雨伞、阳...,251445788
67,第67章 已加工羽...,594492227
68,第68章 石料、石...,1119339480
69,第69章 陶瓷产品,2045176123
70,第70章 玻璃及其...,1371368657
71,第71章 天然或养...,2316791598
72,第72章 钢铁,3976613913
73,第73章 钢铁制品,5003343581
74,第74章 铜及其制...,440617256
75,第75章 镍及其制...,27297081
76,第76章 铝及其制...,2289344820
78,第78章 铅及其制...,14955441
79,第79章 锌及其制...,50224289
80,第80章 锡及其制...,4470296
81,第81章 其他贱金...,236538744
82,第82章 贱金属工...,1246349754
83,第83章 贱金属杂...,1566593431
84,第84章 核反应堆...,30629351665
85,第85章 电机、电...,47505768781
86,第86章 铁道及电...,1039374254
87,第87章 车辆及其...,5302325297
88,第88章 航空器、...,339051783
89,第89章 船舶及浮...,1875801114
90,第90章 光学、照...,5775448622
91,第91章 钟表及其...,490872747
92,第92章 乐器及其...,145814788
93,第93章 武器、弹...,16882192
94,第94章 家具;寝...,8190436143
95,第95章 玩具、游...,3205372188
96,第96章 杂项制品,1256843789
97,第97章 艺术品、...,47495799
98,第98章 特殊交易...,27048561
