Commodity code,Commodity,US dollar
1,,83485804.0
2,,100610716.0
3,,1377814402.0
4,,57921778.0
5,,215839060.0
6,,37394489.0
7,,1089914347.0
8,,739569907.0
9,,276491055.0
10,,64528202.0
11,,63279508.0
12,,346574546.0
13,,154573285.0
14,,13966619.0
15,,91811058.0
16,,935918873.0
17,,163190561.0
18,,46501384.0
19,,166354524.0
20,,802899918.0
21,,313219732.0
22,,196145289.0
23,,286502537.0
24,,192182921.0
25,,350570528.0
26,,82202440.0
27,,4137568753.0
28,,1526664587.0
29,,5441695787.0
30,,810081466.0
31,,577228227.0
32,,718399577.0
33,,459216279.0
34,,356175986.0
35,,280047534.0
36,,51109186.0
37,,108507160.0
38,,1760805335.0
39,,7197546816.0
40,,2030593784.0
41,,46390229.0
42,,2800594862.0
43,,332285527.0
44,,1332771488.0
45,,1886932.0
46,,138970902.0
47,,12433450.0
48,,1679398864.0
49,,363849963.0
50,,105863018.0
51,,181826766.0
52,,1276053234.0
53,,148736820.0
54,,1720413104.0
55,,1116409491.0
56,,476953663.0
57,,262853526.0
58,,452856125.0
59,,713841339.0
60,,1463774690.0
61,,6436737466.0
62,,6275073982.0
63,,2426287194.0
64,,4612424486.0
65,,398492783.0
66,,268257201.0
67,,717814934.0
68,,1137646521.0
69,,2152495854.0
70,,1499892361.0
71,,1907356440.0
72,,3669439662.0
73,,6140414546.0
74,,727636036.0
75,,31952055.0
76,,2262610222.0
78,,8672204.0
79,,32446114.0
80,,3280409.0
81,,307179864.0
82,,1563606843.0
83,,1912072919.0
84,,38324603494.0
85,,67779346069.0
86,,1110541015.0
87,,6524775349.0
88,,187119445.0
89,,1664182276.0
90,,6775608637.0
91,,470916369.0
92,,148958919.0
93,,11747175.0
94,,9058117539.0
95,,4527805583.0
96,,1555106154.0
97,,17672470.0
98,,541232538.0
