Commodity code,Commodity,US dollar
1,,47146164.0
2,,74487727.0
3,,1105652341.0
4,,46459011.0
5,,224185048.0
6,,24454674.0
7,,1028871895.0
8,,279081686.0
9,,245927181.0
10,,72949684.0
11,,50758075.0
12,,194616705.0
13,,106791366.0
14,,9975869.0
15,,68593260.0
16,,768966896.0
17,,139308988.0
18,,23175959.0
19,,139750196.0
20,,632456878.0
21,,270403002.0
22,,145070242.0
23,,235224791.0
24,,150710336.0
25,,265017639.0
26,,34412168.0
27,,2890712068.0
28,,1272532859.0
29,,4214751501.0
30,,624308400.0
31,,672844921.0
32,,623746833.0
33,,393013299.0
34,,300587831.0
35,,253027311.0
36,,66890420.0
37,,91654965.0
38,,1305185584.0
39,,6224067816.0
40,,1856814652.0
41,,55041369.0
42,,2781447778.0
43,,307505439.0
44,,1220878114.0
45,,1876918.0
46,,120119230.0
47,,10760305.0
48,,1604895970.0
49,,332246699.0
50,,92873830.0
51,,186763192.0
52,,1218749014.0
53,,72790861.0
54,,1600789624.0
55,,1096670617.0
56,,453352472.0
57,,231365897.0
58,,424787600.0
59,,634201701.0
60,,1546177911.0
61,,6711969536.0
62,,6850023538.0
63,,2250841243.0
64,,4494067649.0
65,,393845766.0
66,,211702609.0
67,,566418738.0
68,,998334956.0
69,,1677272847.0
70,,1353926383.0
71,,1424678745.0
72,,3779154370.0
73,,4975763425.0
74,,566377015.0
75,,46695787.0
76,,2005288319.0
78,,6148433.0
79,,21182046.0
80,,5008216.0
81,,276885122.0
82,,1351745638.0
83,,1557856368.0
84,,34311869688.0
85,,47434060301.0
86,,928467110.0
87,,5958317932.0
88,,330817550.0
89,,2296698217.0
90,,6109376751.0
91,,388180618.0
92,,135676311.0
93,,11654423.0
94,,7730924455.0
95,,4622028822.0
96,,1376859372.0
97,,8141415.0
98,,418418462.0
