商品编码,商品名称,美元
1,第1章 活动物,8731390
2,第2章 肉及食用...,76862141
3,第3章 鱼、甲壳...,1059624120
4,第4章 乳品；蛋...,69872904
5,第5章 其他动物...,162192958
6,第6章 活树及其...,65344889
7,第7章 食用蔬菜...,937004068
8,第8章 食用水果...,611835907
9,第9章 咖啡、茶...,330501046
10,第10章 谷物,97650027
11,第11章 制粉工业...,81397173
12,第12章 含油子仁...,385835090
13,第13章 虫胶；树...,201239773
14,第14章 编结用植...,24475138
15,动、植物或微生物油、...,299507954
16,第16章 肉、鱼、...,1053945830
17,第17章 糖及糖食,296809182
18,第18章 可可及可...,44855644
19,第19章 谷物、粮...,256894930
20,第20章 蔬菜、水...,853995285
21,第21章 杂项食品,573809122
22,第22章 饮料、酒...,216577599
23,第23章 食品工业...,408836795
24,第24章 烟草、烟...,800508406
25,第25章 盐；硫磺...,279455321
26,第26章 矿砂、矿...,327583545
27,第27章 矿物燃料...,4346547466
28,第28章 无机化学...,2205580265
29,第29章 有机化学...,6954721892
30,第30章 药品,1070381050
31,第31章 肥料,358291141
32,第32章 鞣料浸膏...,925201949
33,第33章 精油及香...,720866744
34,第34章 肥皂、有...,674668259
35,第35章 蛋白类物...,417061536
36,第36章 炸药；烟...,84642975
37,第37章 照相及电...,112566206
38,第38章 杂项化学...,2506358539
39,第39章 塑料及其...,12734157573
40,第40章 橡胶及其...,3001760977
41,第41章 生皮（毛...,92968678
42,第42章 皮革制品...,3608110674
43,第43章 毛皮、人...,55407815
44,第44章 木及木制...,1509902851
45,第45章 软木及软...,3292218
46,第46章 稻草、秸...,158650884
47,第47章 木浆及其...,25454377
48,第48章 纸及纸板...,2679344062
49,第49章 书籍、报...,355045104
50,第50章 蚕丝,71075677
51,第51章 羊毛、动...,183400004
52,第52章 棉花,1044925080
53,第53章 其他植物...,236171521
54,第54章 化学纤维...,2944800469
55,第55章 化学纤维...,1385915722
56,第56章 絮胎、毡...,724698579
57,第57章 地毯及纺...,396856014
58,第58章 特种机织...,575658102
59,第59章 浸渍、涂...,985015001
60,第60章 针织物及...,2063909787
61,第61章 针织或钩...,7161322090
62,第62章 非针织或...,6249426461
63,第63章 其他纺织...,3073333852
64,第64章 鞋靴、护...,5749327763
65,第65章 帽类及其...,585892472
66,第66章 雨伞、阳...,397208061
67,第67章 已加工羽...,1038480688
68,第68章 石料、石...,1208584510
69,第69章 陶瓷产品,2764316240
70,第70章 玻璃及其...,2564578950
71,第71章 天然或养...,2613209277
72,第72章 钢铁,5560771012
73,第73章 钢铁制品,9232606878
74,第74章 铜及其制...,824489606
75,第75章 镍及其制...,150026703
76,第76章 铝及其制...,3470576332
78,第78章 铅及其制...,13495527
79,第79章 锌及其制...,16318913
80,第80章 锡及其制...,36025683
81,第81章 其他贱金...,488308761
82,第82章 贱金属工...,2314813105
83,第83章 贱金属杂...,2810839452
84,第84章 核反应堆...,46294347828
85,第85章 电机、电...,77561220519
86,第86章 铁道及电...,1238767683
87,第87章 车辆及其...,17282438501
88,第88章 航空器、...,397924533
89,第89章 船舶及浮...,4777156284
90,第90章 光学、照...,6108947841
91,第91章 钟表及其...,434898348
92,第92章 乐器及其...,178834227
93,第93章 武器、弹...,23324848
94,第94章 家具；寝...,13231286634
95,第95章 玩具、游...,6545369407
96,第96章 杂项制品,2703603914
97,第97章 艺术品、...,156928865
98,第98章 特殊交易...,6850443762
99,跨境电商B2B简化申...,61575746
