Commodity code,Commodity,US dollar
1,,46679376.0
2,,65962287.0
3,,1031640586.0
4,,53993725.0
5,,178997925.0
6,,30881135.0
7,,918063020.0
8,,528875380.0
9,,244419052.0
10,,72575751.0
11,,47240405.0
12,,166463172.0
13,,93715187.0
14,,10267874.0
15,,73629145.0
16,,725316371.0
17,,140931046.0
18,,32991722.0
19,,148380288.0
20,,609307203.0
21,,277375455.0
22,,157311804.0
23,,186014468.0
24,,114446164.0
25,,258739628.0
26,,101614260.0
27,,2640237493.0
28,,1373812423.0
29,,3780309371.0
30,,623254004.0
31,,460383984.0
32,,534531126.0
33,,463459691.0
34,,309025094.0
35,,237152111.0
36,,64613282.0
37,,89017686.0
38,,1342170734.0
39,,5803799052.0
40,,1624357738.0
41,,51302013.0
42,,2423202289.0
43,,388489078.0
44,,1040582418.0
45,,1746309.0
46,,108865885.0
47,,11202448.0
48,,1580385614.0
49,,375146087.0
50,,86547212.0
51,,152800337.0
52,,1324038480.0
53,,73682806.0
54,,1344669355.0
55,,905413109.0
56,,420419427.0
57,,207369226.0
58,,392291151.0
59,,579319401.0
60,,1390129127.0
61,,7214641841.0
62,,6415216792.0
63,,2236757975.0
64,,3898276472.0
65,,402806665.0
66,,156377691.0
67,,546296868.0
68,,911658915.0
69,,1675767730.0
70,,1295731418.0
71,,1701208759.0
72,,3051351311.0
73,,4413567822.0
74,,506829221.0
75,,33895790.0
76,,1813297715.0
78,,5189755.0
79,,15193021.0
80,,4944659.0
81,,252230029.0
82,,1321317282.0
83,,1349128964.0
84,,32410053164.0
85,,55313538682.0
86,,922621541.0
87,,5659123325.0
88,,334798218.0
89,,2152362875.0
90,,6409025304.0
91,,436714259.0
92,,158984989.0
93,,12010695.0
94,,7575583435.0
95,,7145348382.0
96,,1223484830.0
97,,14580454.0
98,,434041580.0
