商品编码,商品名称,美元
1,第1章 活动物,78247175
2,第2章 肉及食用...,141022652
3,第3章 鱼、甲壳...,1098387110
4,第4章 乳品；蛋...,84453927
5,第5章 其他动物...,190734192
6,第6章 活树及其...,68521576
7,第7章 食用蔬菜...,1189855284
8,第8章 食用水果...,999282290
9,第9章 咖啡、茶...,321326408
10,第10章 谷物,52027600
11,第11章 制粉工业...,102585932
12,第12章 含油子仁...,439302323
13,第13章 虫胶；树...,236474794
14,第14章 编结用植...,33599808
15,动、植物或微生物油、...,276705677
16,第16章 肉、鱼、...,1106266643
17,第17章 糖及糖食,319398486
18,第18章 可可及可...,75252860
19,第19章 谷物、粮...,282797448
20,第20章 蔬菜、水...,931582461
21,第21章 杂项食品,654287124
22,第22章 饮料、酒...,357743183
23,第23章 食品工业...,368610550
24,第24章 烟草、烟...,909304766
25,第25章 盐；硫磺...,289739173
26,第26章 矿砂、矿...,331845449
27,第27章 矿物燃料...,3552087730
28,第28章 无机化学...,2329098652
29,第29章 有机化学...,7501399270
30,第30章 药品,1086310488
31,第31章 肥料,684869425
32,第32章 鞣料浸膏...,925711244
33,第33章 精油及香...,785065494
34,第34章 肥皂、有...,756716271
35,第35章 蛋白类物...,496022588
36,第36章 炸药；烟...,118820904
37,第37章 照相及电...,131066330
38,第38章 杂项化学...,2688523947
39,第39章 塑料及其...,13412417212
40,第40章 橡胶及其...,3282020667
41,第41章 生皮（毛...,89222797
42,第42章 皮革制品...,3388823760
43,第43章 毛皮、人...,75448247
44,第44章 木及木制...,1550330073
45,第45章 软木及软...,5115791
46,第46章 稻草、秸...,135802298
47,第47章 木浆及其...,40077755
48,第48章 纸及纸板...,2602684587
49,第49章 书籍、报...,351080154
50,第50章 蚕丝,67446208
51,第51章 羊毛、动...,138460618
52,第52章 棉花,1003680318
53,第53章 其他植物...,303515981
54,第54章 化学纤维...,2732713454
55,第55章 化学纤维...,1335380573
56,第56章 絮胎、毡...,751634708
57,第57章 地毯及纺...,427866153
58,第58章 特种机织...,600264972
59,第59章 浸渍、涂...,952464673
60,第60章 针织物及...,2056724369
61,第61章 针织或钩...,7744431480
62,第62章 非针织或...,6644264242
63,第63章 其他纺织...,3104313816
64,第64章 鞋靴、护...,5151057061
65,第65章 帽类及其...,577853352
66,第66章 雨伞、阳...,315862098
67,第67章 已加工羽...,1005942442
68,第68章 石料、石...,1084224734
69,第69章 陶瓷产品,2409048048
70,第70章 玻璃及其...,2338407407
71,第71章 天然或养...,3894078988
72,第72章 钢铁,5859486416
73,第73章 钢铁制品,10001162781
74,第74章 铜及其制...,903856607
75,第75章 镍及其制...,345594754
76,第76章 铝及其制...,3405260718
78,第78章 铅及其制...,5399305
79,第79章 锌及其制...,29438894
80,第80章 锡及其制...,75846985
81,第81章 其他贱金...,537436830
82,第82章 贱金属工...,2429507771
83,第83章 贱金属杂...,2815614646
84,第84章 核反应堆...,53732672926
85,第85章 电机、电...,84412367838
86,第86章 铁道及电...,2102195085
87,第87章 车辆及其...,19376697690
88,第88章 航空器、...,1034915322
89,第89章 船舶及浮...,5593173646
90,第90章 光学、照...,7140464481
91,第91章 钟表及其...,499849403
92,第92章 乐器及其...,209415100
93,第93章 武器、弹...,19378600
94,第94章 家具；寝...,13038362812
95,第95章 玩具、游...,6501600870
96,第96章 杂项制品,2693566664
97,第97章 艺术品、...,75150658
98,第98章 特殊交易...,10954091521
99,跨境电商B2B简化申...,150064286
