Commodity code,Commodity,US dollar
1,Live animals,40575446.0
2,Meat and edible meat offal,172114559.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1009392652.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",81355994.0
5,"roducts of animal origin,not elsewhere specified or included",141952760.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",60356458.0
7,Edible vegetables and certain roots and tubers,975117753.0
8,Edible fruit and nuts; peel of citrus fruit or melons,1003546999.0
9,"Coffee, tea, maté and spices",295175623.0
10,Cereals,114822607.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,70551125.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",500612043.0
13,"Lac; gums, resins and other vegetable saps and extracts",174831976.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,33878801.0
15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats;animal or vegetable waxes",530877513.0
16,"Preparations of meat, of fish, crustaceans, molluscs or other aquatic invertebrates, or of insects",962443207.0
17,Sugars and sugar confectionery,312123177.0
18,Cocoa and cocoa preparations,78111233.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",292855539.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",828673890.0
21,Miscellaneous edible preparations,633103132.0
22,"Beverages, spirits and vinegar",288265347.0
23,Residues and waste from the food industries; prepared animal fodder,333540996.0
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",916656130.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",318198173.0
26,"Ores, slag and ash",170105248.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4427284692.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",2346786330.0
29,Organic chemicals,7334043625.0
30,Pharmaceutical products,1154200756.0
31,Fertilisers,1358673264.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,868748756.0
33,Essential oils and resinoids; perfumery,776244052.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",799886764.0
35,Albuminoidal substances; modified starches;,478981032.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,88475520.0
37,Photographic or cinematographic goods,136001387.0
38,Miscellaneous chemical products,2778749252.0
39,Plastics and articles thereof,12010567148.0
40,Rubber and articles thereof,3043914070.0
41,Raw hides and skins (other than furskins) and leather,94452031.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2449867530.0
43,Furskins and artificial fur; manufactures thereof,51947380.0
44,Wood and articles of wood; wood charcoal,1299118770.0
45,Cork and articles of cork,4533274.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",98137048.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,24749367.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",2526756712.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",310220732.0
50,ilk,74001958.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",129676203.0
52,Cotton,950487410.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,230840039.0
54,Man-made filaments; strip and the like of man-made textile materials,2629211549.0
55,Man-made staple fibres,1235993342.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",706704353.0
57,Carpets and other textile floor coverings,384158349.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,545742949.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",846821819.0
60,Knitted or crocheted fabrics,2041521412.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",6397216413.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",4746749679.0
