商品编码,商品名称,美元
1,第1章 活动物,38720362
2,第2章 肉及食用...,103841498
3,第3章 鱼、甲壳...,863227205
4,第4章 乳品；蛋...,59272406
5,第5章 其他动物...,176495398
6,第6章 活树及其...,45914041
7,第7章 食用蔬菜...,1024290440
8,第8章 食用水果...,434085166
9,第9章 咖啡、茶...,314727297
10,第10章 谷物,88774688
11,第11章 制粉工业...,59820149
12,第12章 含油子仁...,264544301
13,第13章 虫胶；树...,198945347
14,第14章 编结用植...,24293651
15,动、植物或微生物油、...,429329577
16,第16章 肉、鱼、...,949978835
17,第17章 糖及糖食,271770133
18,第18章 可可及可...,29241157
19,第19章 谷物、粮...,236688858
20,第20章 蔬菜、水...,723447168
21,第21章 杂项食品,552326217
22,第22章 饮料、酒...,261020475
23,第23章 食品工业...,368725496
24,第24章 烟草、烟...,857215268
25,第25章 盐；硫磺...,291849896
26,第26章 矿砂、矿...,369825457
27,第27章 矿物燃料...,4827905730
28,第28章 无机化学...,2662607264
29,第29章 有机化学...,7214518645
30,第30章 药品,1059422089
31,第31章 肥料,732856806
32,第32章 鞣料浸膏...,880008945
33,第33章 精油及香...,681196436
34,第34章 肥皂、有...,655890170
35,第35章 蛋白类物...,413407051
36,第36章 炸药；烟...,145597270
37,第37章 照相及电...,126119202
38,第38章 杂项化学...,2477838112
39,第39章 塑料及其...,12269495486
40,第40章 橡胶及其...,2990832112
41,第41章 生皮（毛...,104329649
42,第42章 皮革制品...,3527113842
43,第43章 毛皮、人...,49300946
44,第44章 木及木制...,1421393685
45,第45章 软木及软...,3431796
46,第46章 稻草、秸...,106043727
47,第47章 木浆及其...,29946008
48,第48章 纸及纸板...,2584775780
49,第49章 书籍、报...,373556334
50,第50章 蚕丝,57341960
51,第51章 羊毛、动...,162433975
52,第52章 棉花,924926081
53,第53章 其他植物...,93322112
54,第54章 化学纤维...,2709328169
55,第55章 化学纤维...,1330933988
56,第56章 絮胎、毡...,711304101
57,第57章 地毯及纺...,381465432
58,第58章 特种机织...,572568158
59,第59章 浸渍、涂...,914271168
60,第60章 针织物及...,2386197274
61,第61章 针织或钩...,7212086020
62,第62章 非针织或...,5547329216
63,第63章 其他纺织...,2987748433
64,第64章 鞋靴、护...,4435997177
65,第65章 帽类及其...,492177289
66,第66章 雨伞、阳...,321875683
67,第67章 已加工羽...,932697478
68,第68章 石料、石...,1015040764
69,第69章 陶瓷产品,1808678022
70,第70章 玻璃及其...,2296285702
71,第71章 天然或养...,2773983770
72,第72章 钢铁,6133309633
73,第73章 钢铁制品,8693301812
74,第74章 铜及其制...,1605783312
75,第75章 镍及其制...,270214226
76,第76章 铝及其制...,3406880683
78,第78章 铅及其制...,8559754
79,第79章 锌及其制...,16747398
80,第80章 锡及其制...,55017197
81,第81章 其他贱金...,424291483
82,第82章 贱金属工...,2206560204
83,第83章 贱金属杂...,2468768576
84,第84章 核反应堆...,48336414613
85,第85章 电机、电...,74387074553
86,第86章 铁道及电...,1800655380
87,第87章 车辆及其...,19020305969
88,第88章 航空器、...,584899727
89,第89章 船舶及浮...,3871538694
90,第90章 光学、照...,5977864652
91,第91章 钟表及其...,409655230
92,第92章 乐器及其...,194533592
93,第93章 武器、弹...,23162155
94,第94章 家具；寝...,11415861651
95,第95章 玩具、游...,6284439990
96,第96章 杂项制品,2648869833
97,第97章 艺术品、...,42297830
98,第98章 特殊交易...,7462533926
99,跨境电商B2B简化申...,154527260
