Commodity code,Commodity,US dollar
1,Live animals,15811941.0
2,Meat and edible meat offal,62113101.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1285565274.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",58913787.0
5,"roducts of animal origin,not elsewhere specified or included",144951800.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",30356026.0
7,Edible vegetables and certain roots and tubers,758077165.0
8,Edible fruit and nuts; peel of citrus fruit or melons,558398266.0
9,"Coffee, tea, maté and spices",229019733.0
10,Cereals,23028505.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,49434561.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",292930015.0
13,"Lac; gums, resins and other vegetable saps and extracts",110691970.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,13749444.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,46948141.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",691263940.0
17,Sugars and sugar confectionery,135497745.0
18,Cocoa and cocoa preparations,48423488.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",132370743.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",639130646.0
21,Miscellaneous edible preparations,270270430.0
22,"Beverages, spirits and vinegar",195747146.0
23,Residues and waste from the food industries; prepared animal fodder,234726323.0
24,Tobacco and manufactured tobacco substitutes,56930057.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",226289399.0
26,"Ores, slag and ash",13080825.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1786652318.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",957252756.0
29,Organic chemicals,3614730427.0
30,Pharmaceutical products,546524210.0
31,Fertilisers,604715400.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,494163604.0
33,Essential oils and resinoids; perfumery,319109786.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",266089505.0
35,Albuminoidal substances; modified starches;,201586669.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,71720526.0
37,Photographic or cinematographic goods,95360680.0
38,Miscellaneous chemical products,1070298420.0
39,Plastics and articles thereof,5106715482.0
40,Rubber and articles thereof,1406336447.0
41,Raw hides and skins (other than furskins) and leather,47261466.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2421882078.0
43,Furskins and artificial fur; manufactures thereof,154533726.0
44,Wood and articles of wood; wood charcoal,1157405755.0
45,Cork and articles of cork,1766124.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",148537942.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,8258333.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1261506200.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",250359909.0
50,ilk,106731334.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",175965257.0
52,Cotton,1356473688.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,145622021.0
54,Man-made filaments; strip and the like of man-made textile materials,1460614041.0
55,Man-made staple fibres,1086693959.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",412913685.0
57,Carpets and other textile floor coverings,209952564.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,384801431.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",603109777.0
60,Knitted or crocheted fabrics,1216981530.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",6634502652.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",6555693100.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,2238982898.0
64,"Footwear, gaiters and the like; parts of such articles",4753826500.0
65,Headgear and parts thereof,378230304.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",315479015.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,407734169.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",912182989.0
69,Geramic products,1704653406.0
70,Glass and glassware,1250499169.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1426571066.0
72,Iron and steel,3249274407.0
73,Articles of iron or steel,4582308402.0
74,Copper and articles thereof,372480097.0
75,Nickel and articles thereof,23075864.0
76,Aluminium and articles thereof,1770469766.0
78,Lead and articles thereof,9602338.0
79,Zinc and articles thereof,15752928.0
80,Tin and articles thereof,3265452.0
81,Other base metals; cermets; articles thereof,187250036.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1159696754.0
83,Miscellaneous articles of base metal,1374885361.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",26829558724.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",41747467832.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",599573124.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",4822236424.0
88,"Aircraft, spacecraft, and parts thereof",261187681.0
89,"Ships, boats and floating structures",2360768604.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",5040321682.0
91,Clocks and watches and parts thereof,382430521.0
92,Musical instruments; parts and accessories of such articles,113409896.0
93,Arms and ammunition; parts and accessories thereof,10383464.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",8158138481.0
95,"Toys, games and sports requisites;parts and accessories thereof",2891170860.0
96,Miscellaneous manufactured articles,1213192213.0
97,"Works of art, collectors' pieces and antiques",13160458.0
98,Commodities not classified accroding to kind,153153743.0
