数据年月,商品编码,商品名称,美元
202301,1,第1章   活动物,60403496.0
202301,2,第2章   肉及食用杂碎,2573345859.0
202301,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1307745680.0
202301,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,762065338.0
202301,5,第5章   其他动物产品,122149410.0
202301,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,12955651.0
202301,7,第7章   食用蔬菜、根及块茎,226115458.0
202301,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,2515689102.0
202301,9,第9章   咖啡、茶、马黛茶及调味香料,85786491.0
202301,10,第10章  谷物,1801956070.0
202301,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,148855866.0
202301,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,6287988302.0
202301,13,第13章  虫胶；树胶、树脂及其他植物液、汁,25561230.0
202301,14,第14章  编结用植物材料；其他植物产品,10539293.0
202301,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1317180296.0
202301,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,41423844.0
202301,17,第17章  糖及糖食,334146174.0
202301,18,第18章  可可及可可制品,57697881.0
202301,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,567911311.0
202301,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,166535163.0
202301,21,第21章  杂项食品,386582212.0
202301,22,第22章  饮料、酒及醋,385286474.0
202301,23,第23章  食品工业的残渣及废料；配制的动物饲料,460738403.0
202301,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,235825644.0
202301,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,2109409998.0
202301,26,第26章  矿砂、矿渣及矿灰,20190110462.0
202301,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,40987832817.0
202301,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2735509396.0
202301,29,第29章  有机化学品,3875304239.0
202301,30,第30章  药品,3460210551.0
202301,31,第31章  肥料,552160629.0
202301,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,328148435.0
202301,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,1173316868.0
202301,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,382905414.0
202301,35,第35章  蛋白类物质；改性淀粉；胶；酶,307798448.0
202301,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,5335851.0
202301,37,第37章  照相及电影用品,225411717.0
202301,38,第38章  杂项化学产品,1978452080.0
202301,39,第39章  塑料及其制品,4529601566.0
202301,40,第40章  橡胶及其制品,1299886255.0
202301,41,第41章  生皮（毛皮除外）及皮革,220250652.0
202301,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,524158725.0
202301,43,第43章  毛皮、人造毛皮及其制品,17141120.0
202301,44,第44章  木及木制品；木炭,1491261235.0
202301,45,第45章  软木及软木制品,2974980.0
202301,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,1199302.0
202301,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,2464152304.0
202301,48,第48章  纸及纸板；纸浆、纸或纸板制品,406944120.0
202301,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,129716840.0
202301,50,第50章  蚕丝,4581049.0
202301,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,181571645.0
202301,52,第52章  棉花,500795771.0
202301,53,第53章  其他植物纺织纤维；纸纱线及其机织物,103118930.0
202301,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,124329663.0
202301,55,第55章  化学纤维短纤,97513463.0
