数据年月,商品编码,商品名称,美元
202312,1,第1章   活动物,16714252.0
202312,2,第2章   肉及食用杂碎,1994920509.0
202312,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1509888981.0
202312,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,566254195.0
202312,5,第5章   其他动物产品,104449223.0
202312,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,16792838.0
202312,7,第7章   食用蔬菜、根及块茎,274311790.0
202312,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,1383596438.0
202312,9,第9章   咖啡、茶、马黛茶及调味香料,142485866.0
202312,10,第10章  谷物,2463362158.0
202312,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,259272339.0
202312,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,6439229470.0
202312,13,第13章  虫胶；树胶、树脂及其他植物液、汁,26710433.0
202312,14,第14章  编结用植物材料；其他植物产品,14037741.0
202312,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,1275593137.0
202312,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,56318699.0
202312,17,第17章  糖及糖食,431727167.0
202312,18,第18章  可可及可可制品,128306776.0
202312,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,488888034.0
202312,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,269312476.0
202312,21,第21章  杂项食品,555336872.0
202312,22,第22章  饮料、酒及醋,474646357.0
202312,23,第23章  食品工业的残渣及废料；配制的动物饲料,630475580.0
202312,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,55863204.0
202312,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,1286136482.0
202312,26,第26章  矿砂、矿渣及矿灰,21711502478.0
202312,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,47301380951.0
202312,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1770500697.0
202312,29,第29章  有机化学品,3981449546.0
