数据年月,商品编码,商品名称,美元
201710,1,第1章   活动物,23343838.0
201710,2,第2章   肉及食用杂碎,734115697.0
201710,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,718803695.0
201710,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,348383129.0
201710,5,第5章   其他动物产品,46592516.0
201710,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,32459239.0
201710,7,第7章   食用蔬菜、根及块茎,164909778.0
201710,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,355035259.0
201710,9,第9章   咖啡、茶、马黛茶及调味香料,31249189.0
201710,10,第10章  谷物,470464844.0
201710,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,70335074.0
201710,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,2703716454.0
201710,13,第13章  虫胶；树胶、树脂及其他植物液、汁,17496617.0
201710,14,第14章  编结用植物材料；其他植物产品,7955212.0
201710,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,675859929.0
201710,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,16625104.0
201710,17,第17章  糖及糖食,92953030.0
201710,18,第18章  可可及可可制品,72891959.0
201710,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,540724551.0
201710,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,95984643.0
201710,21,第21章  杂项食品,249329851.0
201710,22,第22章  饮料、酒及醋,412864043.0
201710,23,第23章  食品工业的残渣及废料；配制的动物饲料,216581457.0
201710,24,第24章  烟草、烟草及烟草代用品的制品,42107419.0
201710,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,493910748.0
201710,26,第26章  矿砂、矿渣及矿灰,9713011202.0
201710,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,19220960386.0
