数据年月,商品编码,商品名称,美元
201702,1,第1章   活动物,36861035.0
201702,2,第2章   肉及食用杂碎,767640418.0
201702,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,472504796.0
201702,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,399151434.0
201702,5,第5章   其他动物产品,37253716.0
201702,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,14930222.0
201702,7,第7章   食用蔬菜、根及块茎,155769008.0
201702,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,380828038.0
201702,9,第9章   咖啡、茶、马黛茶及调味香料,37210502.0
201702,10,第10章  谷物,490796046.0
201702,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,73394448.0
201702,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,2881345205.0
201702,13,第13章  虫胶；树胶、树脂及其他植物液、汁,15150658.0
201702,14,第14章  编结用植物材料；其他植物产品,15408160.0
201702,15,第15章  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡,607217911.0
201702,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,12481832.0
201702,17,第17章  糖及糖食,101943391.0
201702,18,第18章  可可及可可制品,41251305.0
201702,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,304076705.0
201702,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,59896475.0
201702,21,第21章  杂项食品,133307636.0
201702,22,第22章  饮料、酒及醋,283869989.0
201702,23,第23章  食品工业的残渣及废料；配制的动物饲料,250476551.0
201702,24,第24章  烟草、烟草及烟草代用品的制品,104759943.0
201702,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,393840347.0
201702,26,第26章  矿砂、矿渣及矿灰,10693818740.0
201702,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,18753295911.0
201702,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,612254421.0
201702,29,第29章  有机化学品,4638247372.0
201702,30,第30章  药品,1449711620.0
201702,31,第31章  肥料,282649217.0
201702,32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,332135548.0
201702,33,第33章  精油及香膏；芳香料制品及化妆盥洗品,447027961.0
201702,34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,314897376.0
201702,35,第35章  蛋白类物质；改性淀粉；胶；酶,237435652.0
201702,36,第36章  炸药；烟火制品；引火合金；易燃材料制品,12615185.0
201702,37,第37章  照相及电影用品,162687306.0
201702,38,第38章  杂项化学产品,1139603717.0
201702,39,第39章  塑料及其制品,5603208033.0
201702,40,第40章  橡胶及其制品,1525362340.0
201702,41,第41章  生皮（毛皮除外）及皮革,456959781.0
201702,42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,190471023.0
201702,43,第43章  毛皮、人造毛皮及其制品,21930642.0
201702,44,第44章  木及木制品；木炭,1550745857.0
201702,45,第45章  软木及软木制品,3771413.0
201702,46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,491900.0
201702,47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,1751829195.0
201702,48,第48章  纸及纸板；纸浆、纸或纸板制品,351935434.0
201702,49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,145684378.0
201702,50,第50章  蚕丝,3032092.0
201702,51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,213302360.0
201702,52,第52章  棉花,788130109.0
201702,53,第53章  其他植物纺织纤维；纸纱线及其机织物,65291092.0
201702,54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,219536521.0
201702,55,第55章  化学纤维短纤,195468184.0
201702,56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,89656020.0
201702,57,第57章  地毯及纺织材料的其他铺地制品,9476414.0
201702,58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,36941882.0
201702,59,第58章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,124699399.0
201702,60,第60章  针织物及钩编织物,108975249.0
201702,61,第61章  针织或钩编的服装及衣着附件,187159624.0
201702,62,第62章  非针织或非钩编的服装及衣着附件,269223602.0
201702,63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,37855547.0
201702,64,第64章  鞋靴、护腿和类似品及其零件,275807811.0
201702,65,第65章  帽类及其零件,5184386.0
201702,66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,1282471.0
201702,67,第67章  已加工羽毛、羽绒及其制品；人造花；人发制品,19002644.0
201702,68,第68章  石料、石膏、水泥、石棉、云母及类似材料的制品,116663727.0
201702,69,第69章  陶瓷产品,76388862.0
201702,70,第70章  玻璃及其制品,527043102.0
201702,71,第71章  天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,3738918539.0
201702,72,第72章  钢铁,1714017618.0
201702,73,第73章  钢铁制品,758828051.0
201702,74,第74章  铜及其制品,2847598467.0
201702,75,第75章  镍及其制品,310740894.0
201702,76,第76章  铝及其制品,454018930.0
201702,78,第78章  铅及其制品,26019281.0
201702,79,第79章  锌及其制品,67286227.0
201702,80,第80章  锡及其制品,26303950.0
201702,81,第81章  其他贱金属、金属陶瓷及其制品,198378448.0
201702,82,第82章  贱金属工具、器具、利口器、餐匙、餐叉及其零件,260347610.0
201702,83,第83章  贱金属杂项制品,126070102.0
201702,84,第84章  核反应堆、锅炉、机器、机械器具及零件,11888279771.0
201702,85,第85章  电机、电气设备及其零件；录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,30515256116.0
201702,86,第86章  铁道及电车道机车、车辆及其零件；铁道及电车道轨道固定装置及其零件；附件；各种机械（包括电动机械）交通信号设备,46197714.0
201702,87,第87章  车辆及其零件、附件，但铁道及电车道车辆除外,5574585222.0
201702,88,第88章  航空器、航天器及其零件,706588641.0
201702,89,第89章  船舶及浮动结构体,73138968.0
201702,90,第90章  光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备；上述物品的零件、附件,6677721833.0
201702,91,第91章  钟表及其零件,247247359.0
201702,92,第92章  乐器及其零件、附件,25633140.0
201702,93,第93章  武器、弹药及其零件、附件,537961.0
201702,94,第94章  家具；寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品；未列名灯具及照明装置；发光标志、发光铭牌及类似品；活动房屋,244004688.0
201702,95,第95章  玩具、游戏品、运动用品及其零件、附件,106759398.0
201702,96,第96章  杂项制品,188459641.0
201702,97,第97章  艺术品、收藏品及古物,1159611.0
201702,98,第98章  特殊交易品及未分类商品,842164893.0
