数据年月,商品编码,商品名称,美元
202402,1,第1章   活动物,52488726.0
202402,2,第2章   肉及食用杂碎,1670870043.0
202402,3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,1253762587.0
202402,4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,525973827.0
202402,5,第5章   其他动物产品,82267708.0
202402,6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,11600905.0
202402,7,第7章   食用蔬菜、根及块茎,160663121.0
202402,8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,1710445856.0
202402,9,第9章   咖啡、茶、马黛茶及调味香料,158008775.0
202402,10,第10章  谷物,2021693831.0
202402,11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,163816102.0
202402,12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,3428712239.0
202402,13,第13章  虫胶；树胶、树脂及其他植物液、汁,24370410.0
202402,14,第14章  编结用植物材料；其他植物产品,11859323.0
202402,15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,713314386.0
202402,16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,30673329.0
202402,17,第17章  糖及糖食,369106607.0
202402,18,第18章  可可及可可制品,57028406.0
202402,19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,426861624.0
202402,20,第20章  蔬菜、水果、坚果或植物其他部分的制品,153754387.0
202402,21,第21章  杂项食品,354956577.0
202402,22,第22章  饮料、酒及醋,258366575.0
202402,23,第23章  食品工业的残渣及废料；配制的动物饲料,428531703.0
202402,24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,185477786.0
202402,25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,869085676.0
202402,26,第26章  矿砂、矿渣及矿灰,20792468677.0
202402,27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,39129143291.0
202402,28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,1232673088.0
202402,29,第29章  有机化学品,3655592923.0
202402,30,第30章  药品,2575873128.0
202402,31,第31章  肥料,336668724.0
