Commodity code,Commodity,Renminbi Yuan
1,Live animals,253011693.0
2,Meat and edible meat offal,11555595146.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",8235349986.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",3459606165.0
5,"roducts of animal origin,not elsewhere specified or included",501650300.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",174738513.0
7,Edible vegetables and certain roots and tubers,688099058.0
8,Edible fruit and nuts; peel of citrus fruit or melons,6331465995.0
9,"Coffee, tea, maté and spices",581988591.0
10,Cereals,2366792070.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,516060539.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",24797078224.0
13,"Lac; gums, resins and other vegetable saps and extracts",213528984.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,72311853.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,5938099875.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",218413968.0
17,Sugars and sugar confectionery,1229064203.0
18,Cocoa and cocoa preparations,426237647.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4869469327.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",891024097.0
21,Miscellaneous edible preparations,1928697508.0
22,"Beverages, spirits and vinegar",4079221092.0
23,Residues and waste from the food industries; prepared animal fodder,2487033443.0
24,Tobacco and manufactured tobacco substitutes,654884299.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",5072530902.0
26,"Ores, slag and ash",111114195154.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",195735672621.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",5429682959.0
29,Organic chemicals,31615598518.0
30,Pharmaceutical products,19060963726.0
31,Fertilisers,2061636400.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,3017981061.0
33,Essential oils and resinoids; perfumery,8957731461.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2883892109.0
35,Albuminoidal substances; modified starches;,2325927678.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,72295258.0
37,Photographic or cinematographic goods,1627602933.0
38,Miscellaneous chemical products,10707623682.0
39,Plastics and articles thereof,43107756930.0
40,Rubber and articles thereof,9377380501.0
41,Raw hides and skins (other than furskins) and leather,2073058383.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2643262290.0
43,Furskins and artificial fur; manufactures thereof,1220926620.0
44,Wood and articles of wood; wood charcoal,14390019412.0
45,Cork and articles of cork,25874073.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",10063776.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,12538965441.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",3161059598.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1438176242.0
