Commodity code,Commodity,Renminbi Yuan
1,Live animals,270411096.0
2,Meat and edible meat offal,15812727006.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",10271852636.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",4345889034.0
5,"roducts of animal origin,not elsewhere specified or included",455784907.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",161520958.0
7,Edible vegetables and certain roots and tubers,1064304644.0
8,Edible fruit and nuts; peel of citrus fruit or melons,5688287214.0
9,"Coffee, tea, maté and spices",438914847.0
10,Cereals,2707682298.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,757869737.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",25627604640.0
13,"Lac; gums, resins and other vegetable saps and extracts",214787195.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,63328277.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,7346970348.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",277004558.0
17,Sugars and sugar confectionery,1087320740.0
18,Cocoa and cocoa preparations,661326463.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4860850672.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",1121439489.0
21,Miscellaneous edible preparations,2223884163.0
22,"Beverages, spirits and vinegar",3341550488.0
23,Residues and waste from the food industries; prepared animal fodder,2063953120.0
24,Tobacco and manufactured tobacco substitutes,1368171488.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",4367521394.0
26,"Ores, slag and ash",99584354941.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",216003637445.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",7026436332.0
29,Organic chemicals,31241700287.0
30,Pharmaceutical products,22038998389.0
31,Fertilisers,1309022181.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,3141721986.0
33,Essential oils and resinoids; perfumery,9758897542.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",3082257238.0
35,Albuminoidal substances; modified starches;,2278555620.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,70762327.0
37,Photographic or cinematographic goods,1730631020.0
38,Miscellaneous chemical products,10357023460.0
39,Plastics and articles thereof,44265093482.0
40,Rubber and articles thereof,9921983617.0
41,Raw hides and skins (other than furskins) and leather,2013328544.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2484020445.0
43,Furskins and artificial fur; manufactures thereof,402451741.0
44,Wood and articles of wood; wood charcoal,11532368878.0
45,Cork and articles of cork,21383379.0
