Commodity code,Commodity,Renminbi Yuan
1,Live animals,194351585.0
2,Meat and edible meat offal,2130395100.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2365667879.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1689853264.0
5,"roducts of animal origin,not elsewhere specified or included",175234084.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",61675161.0
7,Edible vegetables and certain roots and tubers,1622238415.0
8,Edible fruit and nuts; peel of citrus fruit or melons,3954826117.0
9,"Coffee, tea, maté and spices",108768531.0
10,Cereals,4129321329.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,346305128.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",14520169947.0
13,"Lac; gums, resins and other vegetable saps and extracts",88744558.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,84739914.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,2266688136.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",123912054.0
17,Sugars and sugar confectionery,372848861.0
18,Cocoa and cocoa preparations,230023857.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1037167696.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",241684480.0
21,Miscellaneous edible preparations,445109960.0
22,"Beverages, spirits and vinegar",1057078330.0
23,Residues and waste from the food industries; prepared animal fodder,870141309.0
24,Tobacco and manufactured tobacco substitutes,170655224.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2167908762.0
26,"Ores, slag and ash",43093428506.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",92221238475.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",3286669050.0
29,Organic chemicals,20534740388.0
30,Pharmaceutical products,6219827621.0
31,Fertilisers,1616919025.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,1428220373.0
33,Essential oils and resinoids; perfumery,1476589083.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",1363893546.0
35,Albuminoidal substances; modified starches;,1114268548.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,53447201.0
37,Photographic or cinematographic goods,856576622.0
38,Miscellaneous chemical products,5452380214.0
39,Plastics and articles thereof,24695746338.0
40,Rubber and articles thereof,5371604083.0
41,Raw hides and skins (other than furskins) and leather,2738032192.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",896620754.0
43,Furskins and artificial fur; manufactures thereof,171680265.0
44,Wood and articles of wood; wood charcoal,6341879974.0
45,Cork and articles of cork,20130150.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",3782711.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,7636702087.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",1311097894.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",501997556.0
50,ilk,21179235.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",815886938.0
52,Cotton,4186976209.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,363105274.0
54,Man-made filaments; strip and the like of man-made textile materials,1062296534.0
55,Man-made staple fibres,1000799503.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",420578818.0
57,Carpets and other textile floor coverings,54865037.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,192382809.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",627418123.0
60,Knitted or crocheted fabrics,538822878.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",880161181.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",1435116819.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,171603944.0
64,"Footwear, gaiters and the like; parts of such articles",1205645491.0
65,Headgear and parts thereof,25056868.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",6290909.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,173753648.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",568186152.0
69,Geramic products,254625593.0
70,Glass and glassware,2386607617.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",35164935809.0
72,Iron and steel,8410138306.0
73,Articles of iron or steel,4230708234.0
74,Copper and articles thereof,14328227762.0
75,Nickel and articles thereof,1829771171.0
