商品编码,商品名称,人民币
1,第1章 活动物,324434015
2,第2章 肉及食用...,12766232240
3,第3章 鱼、甲壳...,9169534854
4,第4章 乳品；蛋...,4448382148
5,第5章 其他动物...,717481866
6,第6章 活树及其...,188055735
7,第7章 食用蔬菜...,1240274292
8,第8章 食用水果...,8806316774
9,第9章 咖啡、茶...,1156516975
10,第10章 谷物,7605497750
11,第11章 制粉工业...,1248255655
12,第12章 含油子仁...,38532955902
13,第13章 虫胶；树...,249562149
14,第14章 编结用植...,115562109
15,动、植物或微生物油、...,7611034098
16,第16章 肉、鱼、...,294056565
17,第17章 糖及糖食,2719408759
18,第18章 可可及可...,714077120
19,第19章 谷物、粮...,4189801582
20,第20章 蔬菜、水...,1289697081
21,第21章 杂项食品,4031481658
22,第22章 饮料、酒...,3879051273
23,第23章 食品工业...,5423868041
24,第24章 烟草、烟...,1731425256
25,第25章 盐；硫磺...,7707917212
26,第26章 矿砂、矿...,147283841407
27,第27章 矿物燃料...,290936770774
28,第28章 无机化学...,10249670942
29,第29章 有机化学...,29756156278
30,第30章 药品,25253309338
31,第31章 肥料,2098296225
32,第32章 鞣料浸膏...,3266529550
33,第33章 精油及香...,9253047096
34,第34章 肥皂、有...,3565057114
35,第35章 蛋白类物...,2846405920
36,第36章 炸药；烟...,85169112
37,第37章 照相及电...,2103581660
38,第38章 杂项化学...,14866791383
39,第39章 塑料及其...,38221754209
40,第40章 橡胶及其...,10697288449
41,第41章 生皮（毛...,1863972680
42,第42章 皮革制品...,3633509669
43,第43章 毛皮、人...,933784784
44,第44章 木及木制...,11599063743
45,第45章 软木及软...,15984872
46,第46章 稻草、秸...,14160801
47,第47章 木浆及其...,11353152838
48,第48章 纸及纸板...,4026959484
49,第49章 书籍、报...,1151182072
50,第50章 蚕丝,41814443
51,第51章 羊毛、动...,2127776538
52,第52章 棉花,5314115840
53,第53章 其他植物...,1128393486
54,第54章 化学纤维...,1277610358
55,第55章 化学纤维...,949055384
56,第56章 絮胎、毡...,703816240
57,第57章 地毯及纺...,55777072
58,第58章 特种机织...,161296085
59,第59章 浸渍、涂...,819282435
60,第60章 针织物及...,403915611
61,第61章 针织或钩...,2519399867
62,第62章 非针织或...,3661306586
63,第63章 其他纺织...,203476609
64,第64章 鞋靴、护...,3887380152
65,第65章 帽类及其...,173908850
66,第66章 雨伞、阳...,7073279
67,第67章 已加工羽...,738194873
68,第68章 石料、石...,1159710426
69,第69章 陶瓷产品,866378321
70,第70章 玻璃及其...,3779601643
71,第71章 天然或养...,34328156643
72,第72章 钢铁,18604622263
73,第73章 钢铁制品,5735989379
74,第74章 铜及其制...,42989455369
75,第75章 镍及其制...,7284354641
76,第76章 铝及其制...,8022401576
78,第78章 铅及其制...,503686980
79,第79章 锌及其制...,493150038
80,第80章 锡及其制...,329851519
81,第81章 其他贱金...,2573320539
82,第82章 贱金属工...,1764053322
83,第83章 贱金属杂...,1049505554
84,第84章 核反应堆...,152418452131
85,第85章 电机、电...,358752811849
86,第86章 铁道及电...,475574835
87,第87章 车辆及其...,46056548810
88,第88章 航空器、...,10327000698
89,第89章 船舶及浮...,1275881348
90,第90章 光学、照...,47611455882
91,第91章 钟表及其...,1954241122
92,第92章 乐器及其...,250276645
93,第93章 武器、弹...,11218804
94,第94章 家具；寝...,1368910615
95,第95章 玩具、游...,1560740360
96,第96章 杂项制品,718719927
97,第97章 艺术品、...,172675037
98,第98章 特殊交易...,4843820890
