商品编码,商品名称,人民币
1,第1章 活动物,356669498
2,第2章 肉及食用...,14201790352
3,第3章 鱼、甲壳...,11619277594
4,第4章 乳品；蛋...,3918949437
5,第5章 其他动物...,611344864
6,第6章 活树及其...,264805731
7,第7章 食用蔬菜...,1642486243
8,第8章 食用水果...,6953669676
9,第9章 咖啡、茶...,1069098129
10,第10章 谷物,13716868619
11,第11章 制粉工业...,1910636762
12,第12章 含油子仁...,37189305819
13,第13章 虫胶；树...,180238638
14,第14章 编结用植...,105707426
15,动、植物或微生物油、...,9467832040
16,第16章 肉、鱼、...,363849303
17,第17章 糖及糖食,2884658534
18,第18章 可可及可...,914111244
19,第19章 谷物、粮...,3208799179
20,第20章 蔬菜、水...,1958417514
21,第21章 杂项食品,3446006392
22,第22章 饮料、酒...,3422168928
23,第23章 食品工业...,5125844124
24,第24章 烟草、烟...,462776675
25,第25章 盐；硫磺...,9278406027
26,第26章 矿砂、矿...,151284606439
27,第27章 矿物燃料...,308939387692
28,第28章 无机化学...,15799150315
29,第29章 有机化学...,30459479677
30,第30章 药品,24998694891
31,第31章 肥料,3005208081
32,第32章 鞣料浸膏...,3065546951
33,第33章 精油及香...,9535706134
34,第34章 肥皂、有...,3293386661
35,第35章 蛋白类物...,2447463912
36,第36章 炸药；烟...,83541975
37,第37章 照相及电...,2055605365
38,第38章 杂项化学...,14170294952
39,第39章 塑料及其...,37800579563
40,第40章 橡胶及其...,10279415559
41,第41章 生皮（毛...,1860321373
42,第42章 皮革制品...,3761611950
43,第43章 毛皮、人...,609061194
44,第44章 木及木制...,9995014842
45,第45章 软木及软...,19166569
46,第46章 稻草、秸...,7810993
47,第47章 木浆及其...,13348208483
48,第48章 纸及纸板...,4167421533
49,第49章 书籍、报...,1262171855
50,第50章 蚕丝,68006446
51,第51章 羊毛、动...,1415048332
52,第52章 棉花,7654860513
53,第53章 其他植物...,750208243
54,第54章 化学纤维...,1329882633
55,第55章 化学纤维...,1023982225
56,第56章 絮胎、毡...,648951144
57,第57章 地毯及纺...,52039725
58,第58章 特种机织...,193129419
59,第59章 浸渍、涂...,784537666
60,第60章 针织物及...,466869752
61,第61章 针织或钩...,2363732968
62,第62章 非针织或...,3509496861
63,第63章 其他纺织...,189324108
64,第64章 鞋靴、护...,4476598886
65,第65章 帽类及其...,111824003
66,第66章 雨伞、阳...,5731005
67,第67章 已加工羽...,891693017
68,第68章 石料、石...,1060197078
69,第69章 陶瓷产品,806534731
70,第70章 玻璃及其...,3778258752
71,第71章 天然或养...,78229008885
72,第72章 钢铁,19867703121
73,第73章 钢铁制品,5543970175
74,第74章 铜及其制...,42756625520
75,第75章 镍及其制...,5784634111
76,第76章 铝及其制...,9157296654
78,第78章 铅及其制...,72076372
79,第79章 锌及其制...,1086938088
80,第80章 锡及其制...,1060790341
81,第81章 其他贱金...,2965183453
82,第82章 贱金属工...,1521660261
83,第83章 贱金属杂...,1002176921
84,第84章 核反应堆...,129686299932
85,第85章 电机、电...,372959798727
86,第86章 铁道及电...,296646383
87,第87章 车辆及其...,47477870000
88,第88章 航空器、...,4760586530
89,第89章 船舶及浮...,368700856
90,第90章 光学、照...,46522595474
91,第91章 钟表及其...,2795452489
92,第92章 乐器及其...,269145093
93,第93章 武器、弹...,7072994
94,第94章 家具；寝...,1656682675
95,第95章 玩具、游...,1546706165
96,第96章 杂项制品,781048327
97,第97章 艺术品、...,553336424
98,第98章 特殊交易...,6521736911
