Commodity code,Commodity,Renminbi Yuan
1,Live animals,368712246.0
2,Meat and edible meat offal,15473712556.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",6936561576.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",4315255467.0
5,"roducts of animal origin,not elsewhere specified or included",462821193.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",182869925.0
7,Edible vegetables and certain roots and tubers,1376045081.0
8,Edible fruit and nuts; peel of citrus fruit or melons,5510439200.0
9,"Coffee, tea, maté and spices",846355064.0
10,Cereals,6785028821.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,816846096.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",29587155558.0
13,"Lac; gums, resins and other vegetable saps and extracts",183796787.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,79645467.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,7164535257.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",295847145.0
17,Sugars and sugar confectionery,2128974746.0
18,Cocoa and cocoa preparations,688789341.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4342473999.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",1077909768.0
21,Miscellaneous edible preparations,2382458265.0
22,"Beverages, spirits and vinegar",3333583688.0
23,Residues and waste from the food industries; prepared animal fodder,2956414298.0
24,Tobacco and manufactured tobacco substitutes,274211055.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",4855196918.0
26,"Ores, slag and ash",121947208160.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",139755105051.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",6486454057.0
29,Organic chemicals,24401913046.0
30,Pharmaceutical products,22444676467.0
31,Fertilisers,1683166271.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,3094272770.0
33,Essential oils and resinoids; perfumery,12820216518.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",3237392211.0
35,Albuminoidal substances; modified starches;,2411912747.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,73966829.0
37,Photographic or cinematographic goods,1624040894.0
38,Miscellaneous chemical products,11486618212.0
39,Plastics and articles thereof,44667334522.0
40,Rubber and articles thereof,10740139771.0
41,Raw hides and skins (other than furskins) and leather,1716674119.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",4264127116.0
43,Furskins and artificial fur; manufactures thereof,592657735.0
44,Wood and articles of wood; wood charcoal,11463749690.0
45,Cork and articles of cork,16143753.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",10688890.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10537465357.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",4946826293.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1318207723.0
50,ilk,40300462.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1027865658.0
52,Cotton,4972677309.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,457513176.0
54,Man-made filaments; strip and the like of man-made textile materials,1408697345.0
55,Man-made staple fibres,856282704.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",778420342.0
57,Carpets and other textile floor coverings,49365078.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,212260690.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",864956911.0
60,Knitted or crocheted fabrics,656113941.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",2719898776.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",3491735093.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,322185744.0
64,"Footwear, gaiters and the like; parts of such articles",4297546883.0
65,Headgear and parts thereof,165521058.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",4258696.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,234897671.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",1164481658.0
69,Geramic products,922080329.0
70,Glass and glassware,4575593676.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",22414849307.0
72,Iron and steel,25708356617.0
73,Articles of iron or steel,5662771215.0
74,Copper and articles thereof,31024474061.0
75,Nickel and articles thereof,3213942238.0
76,Aluminium and articles thereof,4204154794.0
78,Lead and articles thereof,57863886.0
79,Zinc and articles thereof,1663310667.0
80,Tin and articles thereof,296732619.0
81,Other base metals; cermets; articles thereof,2536380682.0
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1872950672.0
83,Miscellaneous articles of base metal,1210984746.0
84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",114594857574.0
85,"Electrical machinery and equipment and parts thereof;sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles",362031101243.0
86,"Railway or tramway locomotives, rollingstock and parts thereof;railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment of all kinds",374683418.0
87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",54707453867.0
88,"Aircraft, spacecraft, and parts thereof",8203455780.0
89,"Ships, boats and floating structures",442933951.0
90,"Optical, photographic,cinematographic, measuring, checking,precision, medical or surgical instruments and apparatus; parts and accessories thereof",61935257499.0
91,Clocks and watches and parts thereof,3734403167.0
92,Musical instruments; parts and accessories of such articles,332058919.0
93,Arms and ammunition; parts and accessories thereof,4595533.0
94,"Furniture; bedding, mattresses, mattress supports,cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like; prefabricated buildings",1796274028.0
95,"Toys, games and sports requisites;parts and accessories thereof",1503733156.0
96,Miscellaneous manufactured articles,936661659.0
97,"Works of art, collectors' pieces and antiques",659601255.0
98,Commodities not classified accroding to kind,7902866795.0
