Commodity code,Commodity,Renminbi Yuan
1,Live animals,234853354.0
2,Meat and edible meat offal,7662034323.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",7543165516.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",2854333727.0
5,"roducts of animal origin,not elsewhere specified or included",545440988.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",146567232.0
7,Edible vegetables and certain roots and tubers,1024588534.0
8,Edible fruit and nuts; peel of citrus fruit or melons,5844212098.0
9,"Coffee, tea, maté and spices",436665514.0
10,Cereals,2585053986.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,710551061.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",16030836742.0
13,"Lac; gums, resins and other vegetable saps and extracts",232268806.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,108428004.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,4444518513.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",179205598.0
17,Sugars and sugar confectionery,407014662.0
18,Cocoa and cocoa preparations,385855848.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3850785269.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",714170848.0
21,Miscellaneous edible preparations,2037136984.0
22,"Beverages, spirits and vinegar",2558395352.0
23,Residues and waste from the food industries; prepared animal fodder,2696532159.0
24,Tobacco and manufactured tobacco substitutes,2232741688.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",4407940603.0
26,"Ores, slag and ash",84343130935.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",185024908303.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",4449494962.0
29,Organic chemicals,34280017524.0
30,Pharmaceutical products,19499599020.0
31,Fertilisers,2170649503.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,2705739036.0
33,Essential oils and resinoids; perfumery,9864239883.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2656809547.0
35,Albuminoidal substances; modified starches;,1898468419.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,58918875.0
37,Photographic or cinematographic goods,1358597893.0
38,Miscellaneous chemical products,9443666417.0
39,Plastics and articles thereof,40364015237.0
40,Rubber and articles thereof,8909216802.0
41,Raw hides and skins (other than furskins) and leather,2465010713.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",2103803427.0
43,Furskins and artificial fur; manufactures thereof,251909282.0
44,Wood and articles of wood; wood charcoal,11633459387.0
45,Cork and articles of cork,25286276.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",9646332.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,10016976915.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",3019061108.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1061070715.0
50,ilk,33313120.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2015805808.0
52,Cotton,5943625008.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,670612962.0
54,Man-made filaments; strip and the like of man-made textile materials,1597229872.0
55,Man-made staple fibres,1279008114.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",723889076.0
57,Carpets and other textile floor coverings,64775416.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,282729774.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1007307498.0
60,Knitted or crocheted fabrics,877104924.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",1955247129.0
