Commodity code,Commodity,Renminbi Yuan
1,Live animals,236953545.0
2,Meat and edible meat offal,3331295841.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",3860104855.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1739656914.0
5,"roducts of animal origin,not elsewhere specified or included",269693207.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",152073766.0
7,Edible vegetables and certain roots and tubers,1973908072.0
8,Edible fruit and nuts; peel of citrus fruit or melons,3617719037.0
9,"Coffee, tea, maté and spices",174752309.0
10,Cereals,5074433735.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,730998161.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",17516694213.0
13,"Lac; gums, resins and other vegetable saps and extracts",109291581.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,130110117.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,3983935844.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",126538729.0
17,Sugars and sugar confectionery,1470691673.0
18,Cocoa and cocoa preparations,387528915.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1861090235.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",402694154.0
21,Miscellaneous edible preparations,810771838.0
22,"Beverages, spirits and vinegar",1933196647.0
23,Residues and waste from the food industries; prepared animal fodder,2254484939.0
24,Tobacco and manufactured tobacco substitutes,3391482851.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2862488474.0
26,"Ores, slag and ash",48534705245.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",112317696508.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",5210148010.0
29,Organic chemicals,27980274489.0
30,Pharmaceutical products,10057518255.0
31,Fertilisers,2127389726.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,2352383392.0
33,Essential oils and resinoids; perfumery,2403187823.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2061564331.0
35,Albuminoidal substances; modified starches;,1603870352.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,75624872.0
37,Photographic or cinematographic goods,1094211270.0
38,Miscellaneous chemical products,7768538877.0
39,Plastics and articles thereof,36092489743.0
40,Rubber and articles thereof,7554617612.0
41,Raw hides and skins (other than furskins) and leather,4893346454.0
42,"Articles of leather; saddlery and harness;travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",1097999295.0
43,Furskins and artificial fur; manufactures thereof,1112776532.0
44,Wood and articles of wood; wood charcoal,11548904552.0
45,Cork and articles of cork,17056795.0
46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",3929303.0
47,Pulp of wood or of other fibrous cellulosic material;recovered (waste and scrap) paper or paperboard,9816981159.0
48,"aper and paperboard; articles of paper pulp, of paper or of paperboard",2190319548.0
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",670090265.0
50,ilk,31535530.0
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2226222154.0
52,Cotton,6268854755.0
53,Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn,480296438.0
54,Man-made filaments; strip and the like of man-made textile materials,1764579716.0
55,Man-made staple fibres,1433420162.0
56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",647240228.0
57,Carpets and other textile floor coverings,77951399.0
58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,353725128.0
59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1098261174.0
60,Knitted or crocheted fabrics,1143275446.0
61,"Articles of apparel and clothing accessories, knitted or crocheted",946052468.0
62,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",1417218814.0
63,Other made up textile articles; sets;worn clothing and worn textile articles; rags,270841639.0
64,"Footwear, gaiters and the like; parts of such articles",1138550604.0
65,Headgear and parts thereof,24127609.0
66,"Umbrellas, sun umbrellas, walkingsticks, seatsticks,whips, ridingcrops and parts thereof",6091333.0
67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,145608527.0
68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",900382885.0
69,Geramic products,382434297.0
70,Glass and glassware,3461943652.0
71,"Natural or cultured pearls, precious or semiprecious stones,precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",39059175875.0
72,Iron and steel,10791282562.0
