商品编码,商品名称,人民币
1,第1章 活动物,140371971
2,第2章 肉及食用...,14510781839
3,第3章 鱼、甲壳...,12661564689
4,第4章 乳品；蛋...,4481556496
5,第5章 其他动物...,693208767
6,第6章 活树及其...,253829415
7,第7章 食用蔬菜...,1183488195
8,第8章 食用水果...,7575546827
9,第9章 咖啡、茶...,872709396
10,第10章 谷物,4139514329
11,第11章 制粉工业...,1304268482
12,第12章 含油子仁...,30498072074
13,第13章 虫胶；树...,238090455
14,第14章 编结用植...,111540503
15,动、植物或微生物油、...,7452818654
16,第16章 肉、鱼、...,461424044
17,第17章 糖及糖食,3155785010
18,第18章 可可及可...,1273286227
19,第19章 谷物、粮...,3943090310
20,第20章 蔬菜、水...,1703074417
21,第21章 杂项食品,4262982459
22,第22章 饮料、酒...,3552965035
23,第23章 食品工业...,2400001501
24,第24章 烟草、烟...,288769514
25,第25章 盐；硫磺...,6479326883
26,第26章 矿砂、矿...,142482871033
27,第27章 矿物燃料...,290991308566
28,第28章 无机化学...,8572009674
29,第29章 有机化学...,30032710428
30,第30章 药品,24267102196
31,第31章 肥料,2477839573
32,第32章 鞣料浸膏...,2964017548
33,第33章 精油及香...,8746609938
34,第34章 肥皂、有...,3330486790
35,第35章 蛋白类物...,2478242574
36,第36章 炸药；烟...,79193835
37,第37章 照相及电...,2280012379
38,第38章 杂项化学...,14457859561
39,第39章 塑料及其...,35048850310
40,第40章 橡胶及其...,12694530759
41,第41章 生皮（毛...,1635147563
42,第42章 皮革制品...,3303124496
43,第43章 毛皮、人...,667740819
44,第44章 木及木制...,9406711345
45,第45章 软木及软...,15467882
46,第46章 稻草、秸...,7995735
47,第47章 木浆及其...,13069494320
48,第48章 纸及纸板...,3499412646
49,第49章 书籍、报...,1335393484
50,第50章 蚕丝,48158876
51,第51章 羊毛、动...,1248277362
52,第52章 棉花,3730360035
53,第53章 其他植物...,604514931
54,第54章 化学纤维...,1184086033
55,第55章 化学纤维...,970350232
56,第56章 絮胎、毡...,664048003
57,第57章 地毯及纺...,51674924
58,第58章 特种机织...,163175431
59,第59章 浸渍、涂...,720491471
60,第60章 针织物及...,386750545
61,第61章 针织或钩...,2215377202
62,第62章 非针织或...,3543363830
63,第63章 其他纺织...,189705901
64,第64章 鞋靴、护...,3800454726
65,第65章 帽类及其...,170440724
66,第66章 雨伞、阳...,7021150
67,第67章 已加工羽...,820924167
68,第68章 石料、石...,1052902006
69,第69章 陶瓷产品,738192531
70,第70章 玻璃及其...,3654834178
71,第71章 天然或养...,81214576404
72,第72章 钢铁,19238746001
73,第73章 钢铁制品,5577142067
74,第74章 铜及其制...,46961874491
75,第75章 镍及其制...,6369693948
76,第76章 铝及其制...,8611060631
78,第78章 铅及其制...,129142305
79,第79章 锌及其制...,910644148
80,第80章 锡及其制...,887623083
81,第81章 其他贱金...,3682767097
82,第82章 贱金属工...,1418328700
83,第83章 贱金属杂...,902354208
84,第84章 核反应堆...,138783417615
85,第85章 电机、电...,360576986597
86,第86章 铁道及电...,541389084
87,第87章 车辆及其...,37343817134
88,第88章 航空器、...,5768844282
89,第89章 船舶及浮...,65525102
90,第90章 光学、照...,44198859735
91,第91章 钟表及其...,1749174241
92,第92章 乐器及其...,170078228
93,第93章 武器、弹...,14532768
94,第94章 家具；寝...,1210982983
95,第95章 玩具、游...,1526258351
96,第96章 杂项制品,645786967
97,第97章 艺术品、...,253344771
98,第98章 特殊交易...,5963510801
