商品编码,商品名称,人民币
1,第1章   活动物,"682,136,906"
2,第2章   肉及食用杂碎,"13,385,368,536"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,"10,911,541,064"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,"4,560,599,868"
5,第5章   其他动物产品,"667,662,116"
6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,"182,106,367"
7,第7章   食用蔬菜、根及块茎,"2,290,951,870"
8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,"14,858,051,310"
9,第9章   咖啡、茶、马黛茶及调味香料,"2,084,660,920"
10,第10章  谷物,"3,942,061,228"
11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,"1,347,687,552"
12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,"41,638,424,728"
13,第13章  虫胶；树胶、树脂及其他植物液、汁,"230,918,952"
14,第14章  编结用植物材料；其他植物产品,"148,565,573"
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,"9,709,869,250"
16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,"308,777,486"
17,第17章  糖及糖食,"1,939,599,610"
18,第18章  可可及可可制品,"788,561,332"
19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,"3,599,416,277"
20,第20章  蔬菜、水果、坚果或植物其他部分的制品,"1,474,437,365"
21,第21章  杂项食品,"4,933,525,549"
22,第22章  饮料、酒及醋,"3,520,515,653"
23,第23章  食品工业的残渣及废料；配制的动物饲料,"3,850,603,026"
24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,"1,848,780,485"
25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,"7,247,803,544"
26,第26章  矿砂、矿渣及矿灰,"153,313,055,040"
27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,"254,852,110,737"
28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,"13,561,391,877"
29,第29章  有机化学品,"28,856,403,959"
30,第30章  药品,"23,317,764,046"
31,第31章  肥料,"1,880,299,501"
32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,"3,086,797,061"
33,第33章  精油及香膏；芳香料制品及化妆盥洗品,"9,627,664,193"
34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,"3,213,712,256"
