商品编码,商品名称,人民币
1,第1章 活动物,124842906
2,第2章 肉及食用...,4474964054
3,第3章 鱼、甲壳...,5407438829
4,第4章 乳品；蛋...,2502403250
5,第5章 其他动物...,304224092
6,第6章 活树及其...,219797747
7,第7章 食用蔬菜...,1309941495
8,第8章 食用水果...,3252990429
9,第9章 咖啡、茶...,255116772
10,第10章 谷物,3711021984
11,第11章 制粉工业...,500694404
12,第12章 含油子仁...,24241780846
13,第13章 虫胶；树...,151977563
14,第14章 编结用植...,72394993
15,第15章 动、植物...,5312974778
16,第16章 肉、鱼、...,139632248
17,第17章 糖及糖食,692312730
18,第18章 可可及可...,496906435
19,第19章 谷物、粮...,3985647751
20,第20章 蔬菜、水...,716860270
21,第21章 杂项食品,1844730199
22,第22章 饮料、酒...,3784429426
23,第23章 食品工业...,2078635999
24,第24章 烟草、烟...,585612586
25,第25章 盐；硫磺...,3948737077
26,第26章 矿砂、矿...,79351699700
27,第27章 矿物燃料...,143043555944
28,第28章 无机化学...,7024341026
29,第29章 有机化学...,34681314196
30,第30章 药品,13643525728
31,第31章 肥料,1302523228
32,第32章 鞣料浸膏...,2768094644
33,第33章 精油及香...,5609733283
34,第34章 肥皂、有...,2630288964
35,第35章 蛋白类物...,2198346730
36,第36章 炸药；烟...,80892962
37,第37章 照相及电...,1470373363
38,第38章 杂项化学...,9342081844
39,第39章 塑料及其...,42483606374
40,第40章 橡胶及其...,10762684157
41,第41章 生皮（毛...,3154569984
42,第42章 皮革制品...,1432357002
43,第43章 毛皮、人...,1101836018
44,第44章 木及木制...,14268923642
45,第45章 软木及软...,38638198
46,第46章 稻草、秸...,12084981
47,第47章 木浆及其...,12134448049
48,第48章 纸及纸板...,2729199173
49,第49章 书籍、报...,1017460283
50,第50章 蚕丝,21551190
51,第51章 羊毛、动...,1467744780
52,第52章 棉花,4831872766
53,第53章 其他植物...,471822748
54,第54章 化学纤维...,1826357027
55,第55章 化学纤维...,1382634233
56,第56章 絮胎、毡...,787877915
57,第57章 地毯及纺...,72122567
58,第58章 特种机织...,307932484
59,第58章 浸渍、涂...,1085944151
60,第60章 针织物及...,991686485
61,第61章 针织或钩...,1855675036
62,第62章 非针织或...,2576305037
63,第63章 其他纺织...,325983341
64,第64章 鞋靴、护...,2391633770
65,第65章 帽类及其...,49177236
66,第66章 雨伞、阳...,7093091
67,第67章 已加工羽...,109394598
68,第68章 石料、石...,1064648467
69,第69章 陶瓷产品,629402612
70,第70章 玻璃及其...,4587758388
71,第71章 天然或养...,29686962275
72,第72章 钢铁,12753992978
73,第73章 钢铁制品,6285846590
74,第74章 铜及其制...,26649881572
75,第75章 镍及其制...,2877152160
76,第76章 铝及其制...,4089585501
78,第78章 铅及其制...,49941600
79,第79章 锌及其制...,1942600778
80,第80章 锡及其制...,111866175
81,第81章 其他贱金...,1835266406
82,第82章 贱金属工...,2421522855
83,第83章 贱金属杂...,1091649988
84,第84章 核反应堆...,108306406383
85,第85章 电机、电...,305548216017
86,第86章 铁道及电...,535056832
87,第87章 车辆及其...,47297587472
88,第88章 航空器、...,18480681395
89,第89章 船舶及浮...,2035558432
90,第90章 光学、照...,60539553401
91,第91章 钟表及其...,2052174917
92,第92章 乐器及其...,257872057
93,第93章 武器、弹...,346032
94,第94章 家具；寝...,2378770991
95,第95章 玩具、游...,1269798568
96,第96章 杂项制品,1667675260
97,第97章 艺术品、...,90467281
98,第98章 特殊交易...,8636484332
