商品编码,商品名称,人民币
1,第1章   活动物,"941,920,041"
2,第2章   肉及食用杂碎,"12,423,400,795"
3,第3章   鱼、甲壳动物、软体动物及其他水生无脊椎动物,"11,061,551,354"
4,第4章   乳品；蛋品；天然蜂蜜；其他食用动物产品,"4,873,517,658"
5,第5章   其他动物产品,"770,328,901"
6,第6章   活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,"156,905,172"
7,第7章   食用蔬菜、根及块茎,"2,315,130,110"
8,第8章   食用水果及坚果；甜瓜或柑橘属水果的果皮,"16,315,320,383"
9,第9章   咖啡、茶、马黛茶及调味香料,"2,227,620,610"
10,第10章  谷物,"4,962,364,022"
11,第11章  制粉工业产品；麦芽；淀粉；菊粉；面筋,"1,337,775,271"
12,第12章  含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,"47,899,049,254"
13,第13章  虫胶；树胶、树脂及其他植物液、汁,"194,727,504"
14,第14章  编结用植物材料；其他植物产品,"172,570,011"
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,"7,831,254,900"
16,第16章  肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,"320,219,270"
17,第17章  糖及糖食,"1,516,124,272"
18,第18章  可可及可可制品,"758,663,771"
19,第19章  谷物、粮食粉、淀粉或乳的制品；糕饼点心,"3,917,948,251"
20,第20章  蔬菜、水果、坚果或植物其他部分的制品,"1,405,367,647"
21,第21章  杂项食品,"5,535,379,154"
22,第22章  饮料、酒及醋,"3,476,876,469"
23,第23章  食品工业的残渣及废料；配制的动物饲料,"5,009,628,329"
24,第24章  烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,"3,170,447,038"
25,第25章  盐；硫磺；泥土及石料；石膏料、石灰及水泥,"7,825,297,537"
26,第26章  矿砂、矿渣及矿灰,"153,377,136,764"
27,第27章  矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,"251,747,257,227"
28,第28章  无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,"13,471,774,189"
29,第29章  有机化学品,"28,962,894,153"
30,第30章  药品,"25,182,930,454"
31,第31章  肥料,"2,651,559,914"
32,第32章  鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,"3,149,145,067"
33,第33章  精油及香膏；芳香料制品及化妆盥洗品,"10,238,559,171"
34,第34章  肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,"3,399,625,081"
35,第35章  蛋白类物质；改性淀粉；胶；酶,"2,627,517,419"
36,第36章  炸药；烟火制品；引火合金；易燃材料制品,"96,944,411"
37,第37章  照相及电影用品,"2,219,590,373"
38,第38章  杂项化学产品,"14,467,005,935"
39,第39章  塑料及其制品,"34,199,038,377"
40,第40章  橡胶及其制品,"11,174,024,240"
41,第41章  生皮（毛皮除外）及皮革,"1,517,327,893"
42,第42章  皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,"3,448,909,173"
43,第43章  毛皮、人造毛皮及其制品,"466,841,507"
44,第44章  木及木制品；木炭,"9,862,829,384"
45,第45章  软木及软木制品,"22,946,074"
46,第46章  稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,"22,563,586"
47,第47章  木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,"13,784,244,544"
48,第48章  纸及纸板；纸浆、纸或纸板制品,"3,749,876,484"
49,第49章  书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,"1,163,797,834"
50,第50章  蚕丝,"34,175,911"
51,第51章  羊毛、动物细毛或粗毛；马毛纱线及其机织物,"1,809,422,592"
52,第52章  棉花,"2,287,290,550"
53,第53章  其他植物纺织纤维；纸纱线及其机织物,"1,007,658,670"
54,第54章  化学纤维长丝；化学纤维纺织材料制扁条及类似品,"1,082,907,081"
55,第55章  化学纤维短纤,"839,855,351"
56,第56章  絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,"724,943,771"
57,第57章  地毯及纺织材料的其他铺地制品,"47,198,849"
58,第58章  特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,"148,877,296"
59,第59章  浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,"782,517,761"
60,第60章  针织物及钩编织物,"330,490,727"
61,第61章  针织或钩编的服装及衣着附件,"1,886,196,192"
62,第62章  非针织或非钩编的服装及衣着附件,"2,636,369,644"
63,第63章  其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,"196,636,851"
64,第64章  鞋靴、护腿和类似品及其零件,"3,119,662,804"
65,第65章  帽类及其零件,"143,909,199"
66,第66章  雨伞、阳伞、手杖、鞭子、马鞭及其零件,"8,151,850"
