Commodity code,Commodity,Renminbi Yuan
1,Live animals,296475343.0
2,Meat and edible meat offal,6761422589.0
3,"Fish and crustaceans, molluscs and other aquatic invertebrates",3238669402.0
4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1814750767.0
5,"roducts of animal origin,not elsewhere specified or included",309535505.0
6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",103186541.0
7,Edible vegetables and certain roots and tubers,793491831.0
8,Edible fruit and nuts; peel of citrus fruit or melons,2498921669.0
9,"Coffee, tea, maté and spices",398899236.0
10,Cereals,2076161149.0
11,Products of the milling industry;malt;starches; inulin; wheat gluten,335794147.0
12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",24209224322.0
13,"Lac; gums, resins and other vegetable saps and extracts",102678473.0
14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,111465566.0
15,Animal or vegetable fats and oils and their cleavage produ prepared edible fats;animal or vegetable waxes,3552069092.0
16,"Preparations of meat, of fish or ofcrustaceans,molluscs or other aquatic invertebrates",94885563.0
17,Sugars and sugar confectionery,1125224443.0
18,Cocoa and cocoa preparations,290012812.0
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2564193738.0
20,"Preparations of vegetables, fruit, nuts or other parts of plants",519392514.0
21,Miscellaneous edible preparations,1051511382.0
22,"Beverages, spirits and vinegar",2433088086.0
23,Residues and waste from the food industries; prepared animal fodder,1758713972.0
24,Tobacco and manufactured tobacco substitutes,332394883.0
25,"Salt; sulphur; earths and stone;plastering materials, lime and cement",2540830760.0
26,"Ores, slag and ash",52094214599.0
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",98214425460.0
28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",5286252174.0
29,Organic chemicals,24457144852.0
30,Pharmaceutical products,12743528582.0
31,Fertilisers,920867540.0
32,Tanning or dyeing extracts; tannins and their derivatives; dyes,2397014680.0
33,Essential oils and resinoids; perfumery,2943509927.0
34,"Soap, organic surfaceactive agents, washing preparations,artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparations with a basis of plaster",2148002894.0
35,Albuminoidal substances; modified starches;,1712328428.0
36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,97899367.0
37,Photographic or cinematographic goods,1230158534.0
38,Miscellaneous chemical products,7578593994.0
