商品编码,商品名称,人民币
01,第1章 活动物,59114581
02,第2章 肉及食用杂碎,12335644821
03,第3章 鱼、甲壳动物、软体动物及其他水生无脊椎动物,9343962248
04,第4章 乳品；蛋品；天然蜂蜜；其他食用动物产品,5338060544
05,第5章 其他动物产品,636119276
06,第6章 活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶,88561358
07,第7章 食用蔬菜、根及块茎,1260089123
08,第8章 食用水果及坚果；甜瓜或柑橘属水果的果皮,9832333154
09,第9章 咖啡、茶、马黛茶及调味香料,1217407707
10,第10章 谷物,3294093887
11,第11章 制粉工业产品；麦芽；淀粉；菊粉；面筋,1404102677
12,第12章 含油子仁及果实；杂项子仁及果仁；工业用或药用植物；稻草、秸秆及饲料,24069317040
13,第13章 虫胶；树胶、树脂及其他植物液、汁,221448995
14,第14章 编结用植物材料；其他植物产品,189543252
15,动、植物或微生物油、脂及其分解产品；精制的食用油脂；动、植物蜡,6907009788
16,第16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物、昆虫的制品,429388310
17,第17章 糖及糖食,419158020
18,第18章 可可及可可制品,880914027
19,第19章 谷物、粮食粉、淀粉或乳的制品；糕饼点心,3010052670
20,第20章 蔬菜、水果、坚果或植物其他部分的制品,1077157410
21,第21章 杂项食品,3642776550
22,第22章 饮料、酒及醋,2201717223
23,第23章 食品工业的残渣及废料；配制的动物饲料,3316080838
24,第24章 烟草、烟草及烟草代用品的制品；非经燃烧吸用的产品，不论是否含有尼古丁；其他供人体摄入尼古丁的含尼古丁的产品,2931060113
25,第25章 盐；硫磺；泥土及石料；石膏料、石灰及水泥,6246484585
26,第26章 矿砂、矿渣及矿灰,141174465501
27,第27章 矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡,255094799380
28,第28章 无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,6942114703
29,第29章 有机化学品,27878040765
30,第30章 药品,21377767451
31,第31章 肥料,2713150571
32,第32章 鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他着色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨,2846949155
33,第33章 精油及香膏；芳香料制品及化妆盥洗品,8883863416
34,第34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,2932885784
35,第35章 蛋白类物质；改性淀粉；胶；酶,2412256469
36,第36章 炸药；烟火制品；引火合金；易燃材料制品,78333886
37,第37章 照相及电影用品,2106554009
38,第38章 杂项化学产品,13249010848
39,第39章 塑料及其制品,34610661871
40,第40章 橡胶及其制品,12235555700
41,第41章 生皮（毛皮除外）及皮革,1653381238
42,第42章 皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品,3006788182
43,第43章 毛皮、人造毛皮及其制品,65081158
44,第44章 木及木制品；木炭,9078263924
45,第45章 软木及软木制品,21894778
46,第46章 稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品,14226352
47,第47章 木浆及其他纤维状纤维素浆；回收（废碎）纸及纸板,14506554476
48,第48章 纸及纸板；纸浆、纸或纸板制品,3687814427
49,第49章 书籍、报纸、印刷图画及其他印刷品；手稿、打字稿及设计图纸,1008998706
50,第50章 蚕丝,42069196
51,第51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物,1092713218
52,第52章 棉花,3561110867
53,第53章 其他植物纺织纤维；纸纱线及其机织物,442023537
54,第54章 化学纤维长丝；化学纤维纺织材料制扁条及类似品,981287774
55,第55章 化学纤维短纤,798426818
56,第56章 絮胎、毡呢及无纺织物；特种纱线；线、绳、索、缆及其制品,597964052
57,第57章 地毯及纺织材料的其他铺地制品,44713379
58,第58章 特种机织物；簇绒织物；花边；装饰毯；装饰带；刺绣品,143608260
59,第59章 浸渍、涂布、包覆或层压的纺织物；工业用纺织制品,682032599
60,第60章 针织物及钩编织物,283697046
61,第61章 针织或钩编的服装及衣着附件,2160133492
62,第62章 非针织或非钩编的服装及衣着附件,3073644146
63,第63章 其他纺织制成品；成套物品；旧衣着及旧纺织品；碎织物,169916625
64,第64章 鞋靴、护腿和类似品及其零件,3343126505
65,第65章 帽类及其零件,104477418
66,第66章 雨伞、阳伞、手杖、鞭子、马鞭及其零件,3537379
67,第67章 已加工羽毛、羽绒及其制品；人造花；人发制品,877003398
68,第68章 石料、石膏、水泥、石棉、云母及类似材料的制品,1042789629
69,第69章 陶瓷产品,755007349
70,第70章 玻璃及其制品,3558330775
71,第71章 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品；仿首饰；硬币,57101315641
72,第72章 钢铁,18201955385
73,第73章 钢铁制品,4482768868
74,第74章 铜及其制品,40118982325
75,第75章 镍及其制品,6605081344
76,第76章 铝及其制品,9710502163
78,第78章 铅及其制品,149439261
